40326	12	38	38	39	40	42	41	37	17	12	31	15	16	6	18	13	8	7	35	33	14	36	1	2	10	29	11	28	26	30	21	34	22	19	23	32	27	5	25	
38874	12	40	40	39	38	42	41	16	12	18	29	31	17	37	33	35	8	6	13	15	10	26	1	14	11	19	23	2	32	25	36	27	4	34	30	7	21	22	20	
40754	12	16	33	31	16	32	12	30	13	11	15	35	36	18	10	8	7	6	17	38	9	5	26	39	27	34	19	40	22	21	42	1	29	14	23	2	37	28	0	
40323	12	39	39	40	38	42	41	37	17	15	16	31	18	12	35	6	8	13	1	33	21	10	29	26	14	11	36	7	19	30	32	23	2	22	27	5	34	28	9	
40431	12	8	11	31	38	18	12	17	13	35	26	16	15	27	42	25	5	33	21	29	19	14	7	6	8	37	39	30	36	1	32	2	23	41	10	22	40	3	28	
39771	12	1	1	4	23	25	3	24	2	29	19	28	0	27	26	17	18	16	22	38	35	31	12	33	11	36	42	6	13	40	21	20	15	39	37	8	30	5	34	
39023	12	27	23	27	4	25	29	19	24	1	3	28	18	26	21	17	2	22	20	0	12	16	11	35	33	38	31	13	5	6	30	37	42	8	15	36	34	40	10	
40359	12	40	40	39	38	42	41	12	16	17	37	18	31	35	1	8	14	11	29	33	6	10	15	13	21	19	32	36	27	26	20	23	5	34	2	22	30	9	25	
39624	12	38	38	39	31	29	12	4	17	25	37	33	15	16	10	18	1	42	28	13	40	6	11	26	35	27	34	7	19	36	41	30	5	32	3	21	23	0	8	
40406	12	39	40	39	38	42	41	37	12	16	17	31	18	13	29	15	11	33	6	14	1	35	8	22	2	26	7	30	10	32	19	28	25	5	36	21	4	27	9	
40495	12	4	1	28	29	4	27	26	3	19	25	23	2	0	24	16	17	18	31	12	35	33	38	22	11	6	36	13	15	8	30	32	10	39	37	5	40	41	42	
39437	12	40	38	39	40	42	37	31	18	6	15	41	17	16	12	33	35	1	14	13	8	29	11	7	36	22	32	21	10	28	19	26	5	2	30	34	27	23	4	
38916	12	1	1	4	3	29	25	0	28	23	26	27	2	24	17	19	22	35	18	16	12	38	36	13	42	40	37	31	39	15	5	33	21	34	11	8	6	30	14	
40310	12	1	1	27	4	3	23	25	0	29	19	2	26	18	28	12	16	31	35	24	17	33	38	32	22	13	36	37	6	11	21	5	10	42	39	8	40	15	30	
40518	12	39	16	38	18	17	31	6	12	11	1	29	33	27	35	19	26	40	15	7	13	39	4	5	0	21	22	30	37	23	28	34	10	14	36	2	25	42	8	
38771	12	12	31	16	12	11	33	30	32	15	38	18	7	35	26	13	36	5	17	8	10	6	39	29	37	19	42	9	27	40	21	23	25	28	22	34	0	1	41	
40490	12	23	29	31	4	1	28	19	25	33	27	23	16	12	18	2	11	13	35	3	26	32	24	38	15	36	8	17	30	22	0	42	39	6	37	7	5	10	40	
39381	12	18	18	21	12	19	27	17	20	29	26	1	23	13	11	28	16	4	33	25	30	31	32	42	38	6	3	5	8	0	22	34	2	36	35	37	39	10	7	
40275	12	3	1	4	3	24	29	25	28	2	19	0	23	27	26	18	16	17	22	12	35	31	38	33	11	6	13	15	8	21	10	32	36	40	37	14	39	42	7	
38774	12	3	29	28	1	4	24	27	25	3	26	19	23	0	2	17	18	22	16	31	12	35	6	33	11	38	36	13	39	42	32	40	8	37	15	30	10	5	21	
40789	12	40	38	40	39	41	42	37	17	29	16	15	6	26	31	12	14	18	13	11	1	19	35	2	27	10	8	33	25	21	4	30	28	22	7	32	34	5	36	
39641	12	13	13	12	6	33	35	16	10	31	9	36	32	11	14	8	18	15	7	30	38	5	39	34	40	29	17	26	42	28	1	25	4	37	27	0	19	22	41	
39408	12	29	29	27	28	19	26	1	25	4	23	18	17	24	2	3	16	31	12	0	35	38	22	33	11	36	39	6	32	34	42	15	8	40	10	13	5	30	37	
40154	12	26	19	23	29	25	21	18	17	1	28	26	27	4	3	24	20	22	2	12	0	31	16	11	33	35	38	5	15	32	36	13	6	42	30	37	8	34	10	
39510	12	29	23	27	29	24	19	25	1	2	4	28	3	18	26	22	17	0	21	12	31	20	16	35	11	33	38	13	36	42	6	32	30	8	39	15	5	40	10	
39708	12	16	18	16	12	20	11	17	21	33	13	19	6	35	31	32	15	10	27	42	38	7	1	30	39	29	26	36	37	34	4	28	8	5	25	22	14	2	23	
39783	12	13	13	33	31	12	16	36	9	32	35	18	10	6	15	8	30	11	5	7	26	14	38	34	27	19	39	17	29	37	42	22	1	2	40	41	25	21	4	
40801	12	18	18	16	12	21	20	17	27	13	19	35	31	11	33	32	1	29	6	26	38	25	4	7	5	34	36	39	15	8	42	30	23	10	3	37	2	28	22	
40595	12	18	18	16	12	20	17	21	27	6	35	38	7	11	33	31	13	1	19	26	15	29	30	10	28	5	32	36	25	37	14	42	2	23	8	9	34	22	39	
40410	12	31	31	33	16	12	32	18	13	11	38	17	8	15	6	5	42	30	39	37	36	10	22	26	7	29	35	40	19	9	41	0	2	1	4	34	21	25	27	
39691	12	25	25	23	29	4	1	28	2	27	24	3	26	19	22	0	17	18	16	35	31	30	11	12	13	5	38	33	32	40	20	42	15	6	34	8	39	37	10	
39290	12	18	16	18	31	12	10	33	13	6	35	32	11	9	15	7	8	30	36	5	20	26	29	27	17	42	21	19	34	1	39	0	14	38	22	2	4	25	37	
40772	12	18	18	12	9	16	13	35	31	33	8	11	10	32	7	6	20	17	15	36	30	29	5	21	26	42	19	38	2	27	34	4	1	39	25	28	22	14	0	
38941	12	1	1	29	4	28	3	27	23	19	2	25	26	24	0	16	31	18	35	12	33	6	17	32	13	36	11	22	15	30	10	8	38	14	39	5	34	40	37	
39201	12	23	23	25	29	28	1	2	27	4	19	24	3	26	22	17	31	18	0	16	11	12	35	38	33	6	32	36	15	30	13	34	5	37	8	39	42	10	40	
40183	12	13	13	33	12	31	35	16	36	32	18	11	9	8	15	10	6	30	5	7	14	26	19	34	29	38	17	27	21	39	22	28	20	1	37	42	25	23	2	
40608	12	27	23	19	27	28	29	25	1	18	17	21	26	3	4	2	22	24	12	16	31	0	20	6	11	36	38	33	35	30	32	39	10	15	42	13	5	8	37	
39366	12	1	1	4	3	28	29	19	24	25	23	27	2	0	26	16	18	17	35	22	12	31	6	33	15	10	32	38	36	13	8	7	11	21	34	39	37	42	40	
39822	12	1	1	4	3	25	29	28	19	23	0	27	2	24	26	17	16	18	22	12	35	6	38	31	33	11	15	40	5	13	21	37	8	10	42	36	14	34	39	
40444	12	28	25	1	27	28	24	29	4	19	23	3	26	2	22	0	17	18	16	31	33	35	12	36	32	6	38	8	21	10	30	15	11	13	40	34	39	37	42	
39445	12	7	13	16	18	10	33	31	7	35	6	11	32	15	29	12	8	36	5	26	9	1	25	30	27	38	14	34	17	19	21	2	4	20	22	37	42	28	39	
38854	12	38	38	40	39	42	41	37	31	12	16	6	15	17	14	33	18	32	35	7	8	13	21	26	1	30	11	27	10	36	2	19	28	29	23	34	5	22	0	
39604	12	38	38	40	39	42	17	37	41	16	12	18	13	31	29	6	15	35	7	26	21	8	19	14	33	27	10	1	2	28	11	36	5	30	25	32	23	34	22	
39510	12	4	23	4	27	19	29	1	2	25	24	28	3	18	26	22	17	0	21	12	31	20	16	35	11	33	38	13	36	42	6	32	30	8	39	15	5	40	10	
39882	12	27	25	1	29	27	28	24	3	19	23	4	26	2	22	0	18	17	35	16	31	33	12	13	11	15	30	5	21	6	8	10	38	32	36	34	37	42	40	
39134	12	13	13	33	12	31	16	9	35	32	15	18	6	8	11	10	36	30	39	5	38	42	14	34	7	26	40	17	41	19	1	29	27	22	37	28	2	21	0	
39636	12	25	23	25	1	3	29	24	28	4	19	27	26	0	2	22	18	17	16	31	35	12	33	38	13	42	15	30	6	36	11	34	5	39	32	40	37	8	21	
39017	12	1	25	1	4	27	23	3	24	22	19	29	0	26	2	16	18	33	12	31	35	17	28	32	36	15	11	13	38	6	37	5	42	40	21	30	8	34	10	
39597	12	4	23	4	24	25	3	1	29	19	27	28	2	22	0	26	18	17	16	31	35	12	6	13	38	11	37	33	21	40	5	36	42	10	30	8	15	34	39	
40448	12	31	31	33	32	16	12	30	11	15	35	13	10	36	8	6	18	7	5	26	9	38	17	39	34	27	19	22	40	29	14	42	1	28	37	41	25	4	0	
39616	12	16	16	18	12	21	20	11	17	33	13	6	19	27	30	31	10	35	8	32	15	37	1	42	38	7	29	9	36	4	14	39	26	34	5	25	2	23	22	
40559	12	2	1	28	3	23	29	25	19	27	2	0	26	4	17	16	18	22	12	24	36	35	31	6	38	33	15	32	30	13	10	39	11	37	42	40	21	5	8	
40360	12	6	12	16	31	13	6	29	26	38	18	33	42	30	17	27	23	8	1	11	15	25	37	5	28	39	19	4	14	2	32	3	0	36	7	22	10	35	40	
39630	12	19	19	27	29	28	26	1	23	18	4	17	3	25	2	0	24	12	21	16	20	22	31	33	35	11	32	38	36	6	15	5	30	13	8	39	42	37	10	
40477	12	19	19	23	1	25	4	29	27	18	28	26	3	17	21	24	0	2	20	22	12	16	31	38	33	11	42	35	13	15	8	5	30	6	32	39	37	36	10	
39189	12	28	28	23	25	27	29	1	19	26	4	18	3	2	24	17	22	31	0	16	6	33	35	32	30	11	36	12	21	38	37	15	10	5	39	34	20	7	13	
39144	12	31	29	31	27	28	26	1	19	16	4	25	33	18	17	12	2	6	11	32	3	23	22	0	24	35	13	10	8	30	38	7	15	36	39	5	42	40	37	
39261	12	25	25	23	19	21	18	17	27	29	24	1	22	26	4	3	12	16	28	20	11	31	6	33	13	15	2	8	38	34	35	10	30	0	32	5	42	7	37	
40418	12	39	39	38	42	12	40	15	37	31	17	16	18	33	26	6	13	29	41	22	7	35	32	1	14	30	11	5	36	8	21	10	19	28	34	2	27	0	23	
39876	12	16	6	33	16	11	12	32	18	31	17	13	10	30	15	38	25	19	1	26	8	27	7	23	2	34	29	35	5	14	9	36	28	21	37	22	39	42	0	
39928	12	15	15	16	33	12	38	18	31	42	32	40	10	30	6	26	39	35	11	29	17	8	13	36	5	37	27	7	23	19	25	22	9	34	2	21	1	4	41	
39215	12	2	1	2	4	3	0	23	25	28	27	19	29	26	17	24	12	16	18	31	35	22	38	6	33	11	39	5	32	36	13	10	8	42	15	30	37	40	7	
38901	12	12	12	18	16	31	13	15	6	17	11	29	35	7	38	33	26	37	8	10	5	27	32	1	39	36	21	14	19	25	28	20	30	42	40	4	23	2	0	
38999	12	29	23	1	29	28	27	25	4	24	3	26	19	0	2	22	17	18	16	31	35	12	36	33	38	11	15	32	30	6	13	5	8	34	39	40	10	42	37	
39160	12	12	12	16	18	6	7	11	10	17	38	32	36	42	26	31	13	30	35	33	37	5	29	39	8	25	14	2	19	28	21	1	15	34	23	20	27	0	3	
40717	12	40	40	39	38	42	41	1	15	16	37	31	13	12	14	17	6	35	33	29	25	18	11	30	4	26	36	23	2	27	34	5	19	8	32	10	7	21	28	
39720	12	13	13	12	33	16	35	18	31	11	32	15	6	10	30	5	21	8	7	36	38	39	26	42	17	14	29	34	20	9	37	19	1	27	40	0	22	23	4	
39278	12	4	1	4	3	28	25	29	23	19	27	2	0	26	24	18	17	16	12	35	31	22	36	15	38	6	39	13	5	21	11	42	33	8	20	37	10	40	34	
39751	12	16	16	18	12	21	20	35	11	17	13	6	31	19	27	15	33	34	5	26	36	10	7	29	38	30	32	1	37	8	4	42	14	39	25	2	28	3	22	
38977	12	27	27	29	28	18	19	26	1	23	25	4	3	2	17	0	16	24	21	22	12	35	31	6	33	20	38	11	36	30	15	10	34	8	5	37	32	13	42	
38952	12	2	23	25	1	2	3	28	4	24	29	22	0	19	26	27	17	18	16	31	12	36	38	6	35	11	30	33	32	10	39	15	34	5	40	42	37	8	13	
40462	12	29	29	28	27	26	1	19	25	23	4	2	17	24	3	18	0	16	31	22	33	35	12	30	6	11	36	32	38	21	13	34	39	8	5	15	37	42	40	
39573	12	38	38	12	39	16	18	31	29	42	10	25	40	33	17	37	6	11	41	15	4	36	13	8	19	1	35	28	21	14	23	34	26	32	22	30	7	5	27	
39082	12	38	38	39	37	42	17	12	18	40	41	16	14	6	31	8	13	15	29	30	1	35	26	11	21	5	33	27	7	19	10	34	2	28	32	22	9	25	23	
40603	12	19	19	18	27	16	29	23	21	28	17	1	12	26	31	6	25	38	35	13	2	37	42	33	3	39	11	22	4	10	32	20	30	0	8	5	40	34	15	
40247	12	14	13	33	14	12	31	16	35	9	36	11	6	32	18	8	15	10	30	5	34	39	7	26	38	29	42	17	19	22	40	28	27	25	23	1	37	21	2	
39020	12	28	29	1	4	28	27	25	19	26	3	0	23	24	2	18	17	35	31	12	16	22	6	36	38	13	33	11	15	39	42	30	10	8	40	21	32	14	37	
40054	12	15	15	12	31	33	16	13	10	18	11	32	6	35	30	38	14	17	36	7	26	27	34	29	42	37	5	8	39	19	22	40	1	9	0	2	28	4	21	
40683	12	12	12	16	31	18	35	6	33	15	13	17	14	11	38	27	26	10	19	32	29	30	8	42	7	36	28	5	39	1	37	40	21	2	9	34	23	20	4	
40039	12	13	13	16	12	31	33	35	32	18	11	15	6	10	30	34	38	36	14	8	7	5	17	42	26	1	39	20	29	9	27	2	37	40	0	21	22	28	4	
38951	12	4	1	4	24	3	29	28	25	23	19	0	2	27	26	18	17	22	16	12	36	35	38	31	13	33	32	40	11	15	10	30	6	21	20	8	39	42	37	
39663	12	4	1	4	24	3	29	28	25	23	0	2	19	27	18	26	16	35	31	22	12	17	36	33	32	13	6	38	15	14	8	11	10	34	30	42	37	5	39	
39560	12	1	19	1	28	23	29	4	27	21	25	18	17	3	2	26	0	24	12	16	20	22	35	11	31	6	33	13	38	37	5	36	32	8	10	34	30	42	39	
40057	12	38	17	38	26	31	39	29	18	35	12	16	40	2	1	11	37	23	13	25	22	33	27	42	15	6	19	8	5	10	28	0	21	34	41	4	36	32	30	
40141	12	13	13	12	33	18	16	31	10	8	9	32	11	6	35	15	36	5	7	17	30	19	38	34	14	26	27	29	22	20	21	42	2	0	1	39	28	25	23	
40778	12	16	17	29	39	13	38	26	1	34	35	18	16	6	12	15	4	31	19	25	33	40	30	42	28	37	5	10	27	36	2	11	9	23	22	3	21	32	41	
