tensor(-10.1837)	tensor(-9.9909)	tensor(-10.4784)	tensor(-11.4417)	tensor(-10.7176)	tensor(-8.2834)	tensor(-7.4711)	tensor(-8.2246)	tensor(-8.0469)	tensor(-8.2259)	tensor(-6.8768)	tensor(-7.3724)	tensor(-4.8313)	tensor(-6.3992)	tensor(-9.9944)	tensor(-6.8475)	tensor(-2.7045)	tensor(-8.6057)	tensor(-7.2967)	tensor(-10.1623)	tensor(-10.6930)	tensor(-9.4578)	tensor(-9.9146)	tensor(-11.0917)	tensor(-12.6984)	tensor(-11.4700)	tensor(-9.4741)	tensor(-10.9576)	tensor(-10.9361)	tensor(-11.0192)	tensor(-6.8580)	tensor(-4.1476)	tensor(-5.2141)	tensor(-3.9807)	tensor(-8.5147)	tensor(-6.5821)	tensor(-6.6538)	tensor(-11.6665)	tensor(-9.7896)	tensor(-10.4474)	
tensor(-5.5741)	tensor(-3.5024)	tensor(-6.5921)	tensor(-4.8967)	tensor(-2.8429)	tensor(-11.3316)	tensor(-11.1693)	tensor(-12.0001)	tensor(-12.0306)	tensor(-13.2511)	tensor(-12.1932)	tensor(-11.1733)	tensor(-9.6063)	tensor(-11.0249)	tensor(-12.8067)	tensor(-11.8084)	tensor(-10.0353)	tensor(-8.5014)	tensor(-10.2233)	tensor(-7.2677)	tensor(-12.2242)	tensor(-11.4264)	tensor(-8.3622)	tensor(-5.9844)	tensor(-6.4877)	tensor(-6.2795)	tensor(-7.8509)	tensor(-7.2275)	tensor(-5.5553)	tensor(-6.2851)	tensor(-11.5432)	tensor(-9.5649)	tensor(-11.1252)	tensor(-11.0776)	tensor(-11.6392)	tensor(-11.2189)	tensor(-11.3562)	tensor(-12.0700)	tensor(-10.5713)	tensor(-12.4162)	
tensor(-7.4967)	tensor(-4.2652)	tensor(-7.9370)	tensor(-4.2077)	tensor(-1.9618)	tensor(-11.0872)	tensor(-12.0583)	tensor(-12.7155)	tensor(-12.1756)	tensor(-13.5807)	tensor(-13.0694)	tensor(-11.5021)	tensor(-9.8999)	tensor(-10.9693)	tensor(-13.0325)	tensor(-11.9482)	tensor(-10.9297)	tensor(-9.4327)	tensor(-9.6534)	tensor(-6.0414)	tensor(-12.0150)	tensor(-11.0612)	tensor(-7.4976)	tensor(0.6218)	tensor(-0.8009)	tensor(-2.9618)	tensor(-7.2804)	tensor(-3.7572)	tensor(-4.0413)	tensor(-2.5278)	tensor(-11.2224)	tensor(-9.6253)	tensor(-11.9715)	tensor(-10.8144)	tensor(-11.5356)	tensor(-11.1633)	tensor(-11.5231)	tensor(-12.7865)	tensor(-10.9313)	tensor(-13.0595)	
tensor(-4.4315)	tensor(-3.6954)	tensor(-2.6954)	tensor(-3.6954)	tensor(-1.5046)	tensor(-10.4704)	tensor(-10.8483)	tensor(-11.5646)	tensor(-10.7553)	tensor(-12.2570)	tensor(-11.1900)	tensor(-10.6896)	tensor(-9.0193)	tensor(-9.6967)	tensor(-11.7216)	tensor(-11.4188)	tensor(-9.4912)	tensor(-7.2703)	tensor(-8.4185)	tensor(-3.7725)	tensor(-11.0524)	tensor(-10.2482)	tensor(-5.4343)	tensor(-3.6954)	tensor(-0.7192)	tensor(-0.0014)	tensor(-4.7826)	tensor(-2.6454)	tensor(-2.8466)	tensor(-2.9585)	tensor(-10.4792)	tensor(-9.3909)	tensor(-10.0892)	tensor(-9.9649)	tensor(-10.7065)	tensor(-10.1071)	tensor(-9.6031)	tensor(-10.6246)	tensor(-9.4519)	tensor(-10.8726)	
tensor(-5.1968)	tensor(-7.3091)	tensor(-6.3091)	tensor(-3.7162)	tensor(-1.3643)	tensor(-10.7760)	tensor(-11.1580)	tensor(-11.9103)	tensor(-11.2207)	tensor(-13.1155)	tensor(-11.5083)	tensor(-10.4873)	tensor(-9.4112)	tensor(-10.2146)	tensor(-11.8088)	tensor(-11.6071)	tensor(-9.0960)	tensor(-8.3234)	tensor(-9.4443)	tensor(-5.2567)	tensor(-11.5672)	tensor(-11.3061)	tensor(-5.7856)	tensor(0.2259)	tensor(-7.3091)	tensor(0.6213)	tensor(-5.7555)	tensor(-2.8697)	tensor(-3.3762)	tensor(-1.1918)	tensor(-10.1522)	tensor(-9.0616)	tensor(-9.9078)	tensor(-9.5329)	tensor(-11.2785)	tensor(-10.1060)	tensor(-10.2921)	tensor(-12.2180)	tensor(-10.0688)	tensor(-11.6899)	
tensor(-4.2319)	tensor(-1.4262)	tensor(-5.5823)	tensor(-2.4262)	tensor(-2.4262)	tensor(-10.5303)	tensor(-9.6967)	tensor(-10.6069)	tensor(-10.3247)	tensor(-11.8706)	tensor(-10.6228)	tensor(-10.2013)	tensor(-8.2807)	tensor(-9.6038)	tensor(-11.3673)	tensor(-10.2837)	tensor(-8.1078)	tensor(-6.4065)	tensor(-7.7025)	tensor(-4.0558)	tensor(-10.5581)	tensor(-10.0455)	tensor(-6.3299)	tensor(-2.9345)	tensor(-2.7204)	tensor(-3.1922)	tensor(-5.2977)	tensor(-3.4269)	tensor(-1.7905)	tensor(-2.5430)	tensor(-9.8255)	tensor(-8.4631)	tensor(-9.1612)	tensor(-9.3094)	tensor(-10.1679)	tensor(-9.2105)	tensor(-8.9677)	tensor(-10.5197)	tensor(-9.5548)	tensor(-10.5595)	
tensor(-6.7162)	tensor(-4.5744)	tensor(-8.2849)	tensor(-6.3235)	tensor(-5.5744)	tensor(-10.9095)	tensor(-10.4523)	tensor(-12.5675)	tensor(-10.8962)	tensor(-13.3778)	tensor(-11.5208)	tensor(-11.0540)	tensor(-8.0513)	tensor(-10.3904)	tensor(-11.4089)	tensor(-12.0511)	tensor(-9.8026)	tensor(-7.5658)	tensor(-5.7697)	tensor(-2.6935)	tensor(-8.7701)	tensor(-5.1284)	tensor(-8.3691)	tensor(-3.0799)	tensor(-6.9989)	tensor(-4.3903)	tensor(-8.0825)	tensor(-4.8998)	tensor(-6.4187)	tensor(-7.3454)	tensor(-10.8295)	tensor(-8.9516)	tensor(-10.7113)	tensor(-10.3361)	tensor(-11.4990)	tensor(-11.4055)	tensor(-10.3803)	tensor(-11.8906)	tensor(-10.6224)	tensor(-11.9327)	
tensor(-4.7147)	tensor(-1.9034)	tensor(-6.2513)	tensor(-3.5868)	tensor(-2.9034)	tensor(-9.5627)	tensor(-10.1266)	tensor(-11.6647)	tensor(-10.6750)	tensor(-11.9852)	tensor(-10.6579)	tensor(-9.4305)	tensor(-8.0520)	tensor(-9.1127)	tensor(-11.1177)	tensor(-11.0873)	tensor(-8.9944)	tensor(-6.6159)	tensor(-5.4708)	tensor(0.3276)	tensor(-8.8300)	tensor(-7.1861)	tensor(-5.8185)	tensor(1.1533)	tensor(-1.2558)	tensor(-2.9034)	tensor(-5.0800)	tensor(-0.6338)	tensor(-2.2612)	tensor(-2.9034)	tensor(-9.9285)	tensor(-8.6014)	tensor(-9.7850)	tensor(-9.0955)	tensor(-10.3948)	tensor(-9.1227)	tensor(-9.6992)	tensor(-11.5635)	tensor(-9.6549)	tensor(-11.5153)	
tensor(-5.1968)	tensor(-1.3626)	tensor(-2.3626)	tensor(-3.7162)	tensor(-1.3643)	tensor(-10.7760)	tensor(-11.1580)	tensor(-11.9103)	tensor(-11.2207)	tensor(-13.1155)	tensor(-11.5083)	tensor(-10.4873)	tensor(-9.4112)	tensor(-10.2146)	tensor(-11.8088)	tensor(-11.6071)	tensor(-9.0960)	tensor(-8.3234)	tensor(-9.4443)	tensor(-5.2567)	tensor(-11.5672)	tensor(-11.3061)	tensor(-5.7856)	tensor(0.2259)	tensor(-2.3626)	tensor(0.6213)	tensor(-5.7555)	tensor(-2.8697)	tensor(-3.3762)	tensor(-1.1918)	tensor(-10.1522)	tensor(-9.0616)	tensor(-9.9078)	tensor(-9.5329)	tensor(-11.2785)	tensor(-10.1060)	tensor(-10.2921)	tensor(-12.2180)	tensor(-10.0688)	tensor(-11.6899)	
tensor(-5.5974)	tensor(-2.9158)	tensor(-6.2709)	tensor(-3.3648)	tensor(-2.3648)	tensor(-10.7124)	tensor(-10.9140)	tensor(-11.7948)	tensor(-11.8770)	tensor(-12.7566)	tensor(-11.4392)	tensor(-10.4780)	tensor(-9.0574)	tensor(-10.5349)	tensor(-11.8090)	tensor(-11.1643)	tensor(-9.1991)	tensor(-7.8884)	tensor(-8.4493)	tensor(-5.0995)	tensor(-11.2487)	tensor(-9.9613)	tensor(-5.9212)	tensor(-0.5163)	tensor(-3.0766)	tensor(-1.2855)	tensor(-6.3745)	tensor(-5.2085)	tensor(-5.4124)	tensor(-5.5206)	tensor(-10.6340)	tensor(-9.0469)	tensor(-11.1877)	tensor(-10.6277)	tensor(-10.8601)	tensor(-9.9685)	tensor(-10.1087)	tensor(-11.7574)	tensor(-11.0106)	tensor(-12.2301)	
tensor(-5.8341)	tensor(-3.6827)	tensor(-7.1769)	tensor(-5.4254)	tensor(-3.6844)	tensor(-11.2880)	tensor(-11.7924)	tensor(-13.2971)	tensor(-12.6194)	tensor(-13.1816)	tensor(-12.5736)	tensor(-11.3113)	tensor(-9.5426)	tensor(-10.3894)	tensor(-13.3139)	tensor(-11.9548)	tensor(-10.0686)	tensor(-8.5997)	tensor(-9.4794)	tensor(-6.5201)	tensor(-12.2511)	tensor(-11.9342)	tensor(-8.3310)	tensor(-4.9060)	tensor(-6.1825)	tensor(-4.9997)	tensor(-5.6436)	tensor(-4.0692)	tensor(-3.2996)	tensor(-2.7540)	tensor(-10.7230)	tensor(-10.0177)	tensor(-10.9976)	tensor(-10.7650)	tensor(-11.4469)	tensor(-10.7188)	tensor(-10.7615)	tensor(-12.5062)	tensor(-11.4274)	tensor(-12.5937)	
