tensor(-10.6182)	tensor(-10.5888)	tensor(-10.3190)	tensor(-11.2171)	tensor(-10.6082)	tensor(-10.9341)	tensor(-9.3169)	tensor(-10.9705)	tensor(-10.0827)	tensor(-11.0379)	tensor(-9.6269)	tensor(-9.6772)	tensor(-7.9241)	tensor(-8.1331)	tensor(-7.6687)	tensor(-10.8702)	tensor(-6.6687)	tensor(-10.1639)	tensor(-9.4439)	tensor(-11.2538)	tensor(-13.0527)	tensor(-11.3758)	tensor(-10.2571)	tensor(-11.3882)	tensor(-12.5689)	tensor(-10.3800)	tensor(-9.5732)	tensor(-10.7892)	tensor(-10.1418)	tensor(-9.8219)	tensor(-9.1507)	tensor(-8.0714)	tensor(-9.1046)	tensor(-8.5396)	tensor(-10.0767)	tensor(-8.0336)	tensor(-8.5792)	tensor(-12.6118)	tensor(-9.9550)	tensor(-10.8795)	
tensor(-3.9855)	tensor(-2.5708)	tensor(-4.7108)	tensor(-4.2470)	tensor(-2.2782)	tensor(-9.1759)	tensor(-9.0907)	tensor(-11.1839)	tensor(-10.3943)	tensor(-11.1141)	tensor(-10.1796)	tensor(-8.8901)	tensor(-8.7346)	tensor(-9.0758)	tensor(-10.4362)	tensor(-10.4352)	tensor(-8.1774)	tensor(-6.7909)	tensor(-7.3289)	tensor(-3.3201)	tensor(-10.1856)	tensor(-8.6099)	tensor(-5.6584)	tensor(-2.3647)	tensor(-5.0461)	tensor(-1.9078)	tensor(-3.5735)	tensor(-2.0577)	tensor(0.5256)	tensor(-3.2782)	tensor(-7.5352)	tensor(-7.9016)	tensor(-8.5138)	tensor(-8.8911)	tensor(-9.3652)	tensor(-8.4206)	tensor(-8.9384)	tensor(-10.4676)	tensor(-9.2123)	tensor(-10.7378)	
tensor(-3.8522)	tensor(-1.8904)	tensor(-4.9226)	tensor(-2.9628)	tensor(-3.3072)	tensor(-9.1408)	tensor(-9.2436)	tensor(-10.6818)	tensor(-9.9526)	tensor(-11.0162)	tensor(-9.9656)	tensor(-9.1132)	tensor(-8.1873)	tensor(-8.5006)	tensor(-9.9867)	tensor(-9.5707)	tensor(-8.0733)	tensor(-6.4880)	tensor(-8.0213)	tensor(-5.3771)	tensor(-11.2190)	tensor(-8.8587)	tensor(-5.8418)	tensor(-4.5004)	tensor(-5.3420)	tensor(-3.5868)	tensor(-5.9319)	tensor(-5.2973)	tensor(-4.7783)	tensor(-4.1070)	tensor(-9.2612)	tensor(-8.5468)	tensor(-9.5223)	tensor(-8.7840)	tensor(-9.9363)	tensor(-8.0661)	tensor(-8.6491)	tensor(-10.8631)	tensor(-9.6006)	tensor(-10.1971)	
tensor(-6.2293)	tensor(-5.5711)	tensor(-8.2826)	tensor(-6.1053)	tensor(-5.2679)	tensor(-11.6218)	tensor(-12.1985)	tensor(-13.4170)	tensor(-11.8844)	tensor(-12.7397)	tensor(-11.5947)	tensor(-11.2288)	tensor(-9.5555)	tensor(-10.5569)	tensor(-11.7680)	tensor(-12.0623)	tensor(-10.6503)	tensor(-9.6255)	tensor(-10.8721)	tensor(-8.6498)	tensor(-13.1264)	tensor(-10.5279)	tensor(-7.9135)	tensor(-6.0313)	tensor(-8.6889)	tensor(-5.9542)	tensor(-8.0165)	tensor(-8.0137)	tensor(-7.6110)	tensor(-7.3879)	tensor(-10.6678)	tensor(-10.3249)	tensor(-11.0194)	tensor(-11.0141)	tensor(-11.5150)	tensor(-10.2090)	tensor(-10.3808)	tensor(-12.0376)	tensor(-10.7919)	tensor(-11.4302)	
tensor(-3.9855)	tensor(-2.5708)	tensor(-4.7108)	tensor(-4.2470)	tensor(-0.2795)	tensor(-9.1759)	tensor(-9.0907)	tensor(-11.1839)	tensor(-10.3943)	tensor(-11.1141)	tensor(-10.1796)	tensor(-8.8901)	tensor(-8.7346)	tensor(-9.0758)	tensor(-10.4362)	tensor(-10.4352)	tensor(-8.1774)	tensor(-6.7909)	tensor(-7.3289)	tensor(-3.3201)	tensor(-10.1856)	tensor(-8.6099)	tensor(-5.6584)	tensor(-2.3647)	tensor(-5.0461)	tensor(-1.9078)	tensor(-3.5735)	tensor(-2.0577)	tensor(0.5256)	tensor(0.7205)	tensor(-7.5352)	tensor(-7.9016)	tensor(-8.5138)	tensor(-8.8911)	tensor(-9.3652)	tensor(-8.4206)	tensor(-8.9384)	tensor(-10.4676)	tensor(-9.2123)	tensor(-10.7378)	
tensor(-8.8350)	tensor(-7.2252)	tensor(-9.4282)	tensor(-8.7902)	tensor(-8.0037)	tensor(-11.7048)	tensor(-10.9231)	tensor(-11.8536)	tensor(-12.0668)	tensor(-13.4398)	tensor(-12.5185)	tensor(-11.5554)	tensor(-10.4112)	tensor(-11.6816)	tensor(-12.0756)	tensor(-12.5556)	tensor(-10.7251)	tensor(-9.1475)	tensor(-9.6560)	tensor(-7.2873)	tensor(-12.1932)	tensor(-11.3577)	tensor(-9.2110)	tensor(-7.3793)	tensor(-9.7288)	tensor(-6.5618)	tensor(-5.4141)	tensor(-3.8196)	tensor(-4.6788)	tensor(-2.5204)	tensor(-10.1470)	tensor(-10.2201)	tensor(-10.3830)	tensor(-10.5443)	tensor(-11.2685)	tensor(-10.6925)	tensor(-10.5598)	tensor(-12.3728)	tensor(-10.7724)	tensor(-11.9192)	
tensor(-12.2583)	tensor(-11.8935)	tensor(-12.1924)	tensor(-13.2962)	tensor(-13.2536)	tensor(-12.2169)	tensor(-12.2497)	tensor(-12.9090)	tensor(-12.2831)	tensor(-13.8796)	tensor(-12.9671)	tensor(-12.4765)	tensor(-11.1149)	tensor(-11.1935)	tensor(-11.2560)	tensor(-13.0852)	tensor(-11.0724)	tensor(-10.9951)	tensor(-11.3263)	tensor(-12.3878)	tensor(-13.1478)	tensor(-12.8012)	tensor(-11.7000)	tensor(-12.9961)	tensor(-14.6323)	tensor(-12.6436)	tensor(-10.6742)	tensor(-11.9466)	tensor(-12.3706)	tensor(-11.6032)	tensor(-11.5145)	tensor(-11.7632)	tensor(-12.2510)	tensor(-12.5392)	tensor(-12.2972)	tensor(-12.1747)	tensor(-12.1427)	tensor(-11.6525)	tensor(-7.5196)	tensor(-12.3560)	
tensor(-12.9732)	tensor(-12.1664)	tensor(-12.0258)	tensor(-13.4063)	tensor(-13.2878)	tensor(-12.4581)	tensor(-12.6407)	tensor(-12.9961)	tensor(-11.3893)	tensor(-12.9513)	tensor(-11.6195)	tensor(-12.4243)	tensor(-10.5779)	tensor(-10.7572)	tensor(-11.8209)	tensor(-12.3359)	tensor(-10.7208)	tensor(-11.7145)	tensor(-11.7005)	tensor(-12.1865)	tensor(-14.0962)	tensor(-13.0487)	tensor(-12.5644)	tensor(-12.7366)	tensor(-13.7928)	tensor(-12.2433)	tensor(-11.3587)	tensor(-11.7194)	tensor(-12.7192)	tensor(-11.4488)	tensor(-11.7295)	tensor(-10.0352)	tensor(-12.1696)	tensor(-10.3050)	tensor(-12.8067)	tensor(-12.6671)	tensor(-12.3886)	tensor(-14.1527)	tensor(-12.5423)	tensor(-13.0953)	
tensor(-11.9658)	tensor(-11.9602)	tensor(-12.5223)	tensor(-12.6473)	tensor(-12.3942)	tensor(-12.1483)	tensor(-12.4637)	tensor(-12.2976)	tensor(-12.3767)	tensor(-13.0086)	tensor(-12.1948)	tensor(-12.9070)	tensor(-10.3965)	tensor(-11.1831)	tensor(-13.4052)	tensor(-13.0066)	tensor(-11.0421)	tensor(-11.1493)	tensor(-11.4716)	tensor(-12.3333)	tensor(-13.8815)	tensor(-13.2983)	tensor(-11.9591)	tensor(-12.6469)	tensor(-14.7892)	tensor(-12.2384)	tensor(-11.1499)	tensor(-12.1245)	tensor(-12.6077)	tensor(-11.5331)	tensor(-12.5509)	tensor(-10.9782)	tensor(-12.5387)	tensor(-11.8542)	tensor(-13.1078)	tensor(-12.1409)	tensor(-11.2661)	tensor(-13.4240)	tensor(-12.1090)	tensor(-13.0126)	
tensor(-12.9834)	tensor(-12.3497)	tensor(-12.4709)	tensor(-13.7093)	tensor(-14.1148)	tensor(-13.1985)	tensor(-12.9014)	tensor(-13.8108)	tensor(-13.3454)	tensor(-14.2126)	tensor(-13.4272)	tensor(-13.8663)	tensor(-11.8104)	tensor(-13.1919)	tensor(-12.8948)	tensor(-13.5781)	tensor(-11.6150)	tensor(-10.9614)	tensor(-11.8516)	tensor(-12.8123)	tensor(-14.2512)	tensor(-13.2237)	tensor(-12.1746)	tensor(-13.0347)	tensor(-15.1846)	tensor(-13.1118)	tensor(-12.2441)	tensor(-12.8069)	tensor(-13.0754)	tensor(-12.1914)	tensor(-12.5144)	tensor(-12.3090)	tensor(-12.7683)	tensor(-12.6195)	tensor(-13.3978)	tensor(-12.8296)	tensor(-12.5731)	tensor(-12.1943)	tensor(-8.1170)	tensor(-8.4911)	
tensor(-8.8813)	tensor(-9.4133)	tensor(-9.6696)	tensor(-10.2528)	tensor(-10.2160)	tensor(-9.4060)	tensor(-9.1814)	tensor(-9.1616)	tensor(-8.4017)	tensor(-9.7477)	tensor(-10.0028)	tensor(-9.4365)	tensor(-6.0918)	tensor(-8.5617)	tensor(-8.4442)	tensor(-9.4548)	tensor(-6.9869)	tensor(-8.0147)	tensor(-7.5807)	tensor(-9.4694)	tensor(-10.2361)	tensor(-9.1197)	tensor(-8.8594)	tensor(-10.7057)	tensor(-12.3585)	tensor(-9.9980)	tensor(-8.4253)	tensor(-9.3688)	tensor(-10.3312)	tensor(-8.9358)	tensor(-8.4769)	tensor(-7.4240)	tensor(-8.7355)	tensor(-8.2042)	tensor(-10.0685)	tensor(-8.7834)	tensor(-8.9333)	tensor(-8.9035)	tensor(-6.0871)	tensor(-3.2681)	
