tensor(-9.4921)	tensor(-10.2776)	tensor(-9.6747)	tensor(-10.7505)	tensor(-11.5340)	tensor(-8.4851)	tensor(-1.9238)	tensor(-7.2881)	tensor(-9.4842)	tensor(-6.8461)	tensor(-0.9238)	tensor(-8.5883)	tensor(-7.2227)	tensor(-8.1575)	tensor(-9.5167)	tensor(-8.1835)	tensor(-6.4135)	tensor(-9.6466)	tensor(-8.5631)	tensor(-10.4972)	tensor(-11.7214)	tensor(-10.7983)	tensor(-9.7702)	tensor(-11.2979)	tensor(-13.1635)	tensor(-10.9311)	tensor(-8.9130)	tensor(-9.8906)	tensor(-10.5841)	tensor(-9.8682)	tensor(-8.2607)	tensor(-7.2176)	tensor(-7.9574)	tensor(-6.9410)	tensor(-9.1737)	tensor(-9.2886)	tensor(-8.6267)	tensor(-11.2298)	tensor(-9.9127)	tensor(-10.3625)	
tensor(-12.9855)	tensor(-12.9987)	tensor(-13.1206)	tensor(-13.2846)	tensor(-14.0642)	tensor(-12.8739)	tensor(-12.0814)	tensor(-12.6101)	tensor(-13.0581)	tensor(-13.4649)	tensor(-12.2903)	tensor(-12.9118)	tensor(-9.4928)	tensor(-11.9936)	tensor(-12.3012)	tensor(-12.8721)	tensor(-11.2595)	tensor(-12.4067)	tensor(-11.3343)	tensor(-12.4883)	tensor(-14.0696)	tensor(-13.2393)	tensor(-12.8846)	tensor(-13.0411)	tensor(-15.5537)	tensor(-13.0543)	tensor(-11.3763)	tensor(-11.9529)	tensor(-12.5338)	tensor(-12.5005)	tensor(-12.5342)	tensor(-11.2994)	tensor(-12.6527)	tensor(-11.8613)	tensor(-13.7590)	tensor(-12.5403)	tensor(-11.9868)	tensor(-12.4140)	tensor(-12.5042)	tensor(-13.4046)	
tensor(-10.4323)	tensor(-10.2603)	tensor(-10.7904)	tensor(-10.7609)	tensor(-10.8569)	tensor(-10.7682)	tensor(-10.2545)	tensor(-10.5509)	tensor(-11.2945)	tensor(-11.8521)	tensor(-10.4486)	tensor(-10.4715)	tensor(-7.0459)	tensor(-9.3467)	tensor(-11.2339)	tensor(-9.9467)	tensor(-8.8711)	tensor(-10.4322)	tensor(-8.3813)	tensor(-10.2623)	tensor(-10.8125)	tensor(-10.8978)	tensor(-10.7012)	tensor(-10.7144)	tensor(-12.4892)	tensor(-10.1683)	tensor(-9.4054)	tensor(-9.7459)	tensor(-10.3838)	tensor(-9.5427)	tensor(-10.8492)	tensor(-8.8019)	tensor(-10.3548)	tensor(-10.2593)	tensor(-11.7970)	tensor(-10.7155)	tensor(-10.3452)	tensor(-10.6357)	tensor(-10.3079)	tensor(-11.3061)	
tensor(-13.6419)	tensor(-12.3165)	tensor(-12.7125)	tensor(-13.3658)	tensor(-13.5455)	tensor(-11.3086)	tensor(-7.2584)	tensor(-11.0979)	tensor(-12.5792)	tensor(-13.4632)	tensor(-10.4493)	tensor(-10.9901)	tensor(-9.0513)	tensor(-10.1620)	tensor(-9.2751)	tensor(-12.0568)	tensor(-10.1009)	tensor(-12.3616)	tensor(-11.0293)	tensor(-12.5654)	tensor(-13.1471)	tensor(-12.5683)	tensor(-13.6031)	tensor(-12.9912)	tensor(-14.8444)	tensor(-12.5646)	tensor(-12.6411)	tensor(-12.2551)	tensor(-12.6580)	tensor(-12.2037)	tensor(-11.4143)	tensor(-10.5235)	tensor(-11.0385)	tensor(-10.9689)	tensor(-13.1257)	tensor(-10.2525)	tensor(-11.3486)	tensor(-14.2041)	tensor(-12.5291)	tensor(-13.7065)	
tensor(-10.5797)	tensor(-10.6503)	tensor(-10.4105)	tensor(-11.6592)	tensor(-11.9068)	tensor(-8.6223)	tensor(-8.1981)	tensor(-9.0077)	tensor(-8.7136)	tensor(-4.9007)	tensor(-6.8358)	tensor(-9.3065)	tensor(-3.0464)	tensor(0.2849)	tensor(-10.3733)	tensor(-9.4703)	tensor(-6.6735)	tensor(-10.1124)	tensor(-6.8453)	tensor(-10.1708)	tensor(-11.7590)	tensor(-10.8181)	tensor(-10.1193)	tensor(-11.1022)	tensor(-13.6681)	tensor(-10.9985)	tensor(-9.0204)	tensor(-9.4158)	tensor(-10.5870)	tensor(-10.5542)	tensor(-8.4104)	tensor(-6.8394)	tensor(-8.0368)	tensor(-5.2311)	tensor(-10.3963)	tensor(-8.3123)	tensor(-7.4998)	tensor(-13.0591)	tensor(-10.9231)	tensor(-12.0847)	
tensor(-3.4779)	tensor(-0.4152)	tensor(-1.8869)	tensor(-2.3094)	tensor(-2.8869)	tensor(-8.1928)	tensor(-8.2350)	tensor(-9.3900)	tensor(-9.3281)	tensor(-10.3548)	tensor(-8.5890)	tensor(-8.5782)	tensor(-7.3912)	tensor(-7.7420)	tensor(-9.0961)	tensor(-9.8124)	tensor(-7.6469)	tensor(-5.9026)	tensor(-6.0209)	tensor(-3.0459)	tensor(-9.5776)	tensor(-8.3323)	tensor(-4.3649)	tensor(-1.1342)	tensor(-4.3549)	tensor(-0.8108)	tensor(-2.5771)	tensor(-1.4247)	tensor(-0.1096)	tensor(0.0528)	tensor(-7.4449)	tensor(-7.2545)	tensor(-7.6895)	tensor(-7.6500)	tensor(-8.9173)	tensor(-8.0864)	tensor(-7.4836)	tensor(-9.5555)	tensor(-7.6169)	tensor(-8.9665)	
tensor(-3.4779)	tensor(-0.4152)	tensor(-2.6860)	tensor(-2.3094)	tensor(-1.6860)	tensor(-8.1928)	tensor(-8.2350)	tensor(-9.3900)	tensor(-9.3281)	tensor(-10.3548)	tensor(-8.5890)	tensor(-8.5782)	tensor(-7.3912)	tensor(-7.7420)	tensor(-9.0961)	tensor(-9.8124)	tensor(-7.6469)	tensor(-5.9026)	tensor(-6.0209)	tensor(-3.0459)	tensor(-9.5776)	tensor(-8.3323)	tensor(-4.3649)	tensor(-1.1342)	tensor(-4.3549)	tensor(-0.8108)	tensor(-2.5771)	tensor(-1.4247)	tensor(-0.1096)	tensor(0.0528)	tensor(-7.4449)	tensor(-7.2545)	tensor(-7.6895)	tensor(-7.6500)	tensor(-8.9173)	tensor(-8.0864)	tensor(-7.4836)	tensor(-9.5555)	tensor(-7.6169)	tensor(-8.9665)	
tensor(-5.4959)	tensor(-2.7040)	tensor(-2.9979)	tensor(-5.3407)	tensor(-5.3020)	tensor(-9.4972)	tensor(-9.1424)	tensor(-10.6226)	tensor(-10.6415)	tensor(-10.9619)	tensor(-9.7511)	tensor(-9.7269)	tensor(-8.1777)	tensor(-9.1149)	tensor(-10.6966)	tensor(-10.2167)	tensor(-8.2831)	tensor(-7.3006)	tensor(-7.7216)	tensor(-4.5468)	tensor(-10.9897)	tensor(-9.9523)	tensor(-6.0824)	tensor(-3.8999)	tensor(-6.6102)	tensor(-4.0794)	tensor(-4.2721)	tensor(-3.3886)	tensor(-2.5844)	tensor(-3.5844)	tensor(-8.1978)	tensor(-8.0932)	tensor(-8.0466)	tensor(-8.8806)	tensor(-9.8054)	tensor(-10.1612)	tensor(-9.1515)	tensor(-11.0567)	tensor(-8.5167)	tensor(-9.8276)	
tensor(-5.4959)	tensor(-2.7040)	tensor(-2.9979)	tensor(-5.3407)	tensor(-5.3020)	tensor(-9.4972)	tensor(-9.1424)	tensor(-10.6226)	tensor(-10.6415)	tensor(-10.9619)	tensor(-9.7511)	tensor(-9.7269)	tensor(-8.1777)	tensor(-9.1149)	tensor(-10.6966)	tensor(-10.2167)	tensor(-8.2831)	tensor(-7.3006)	tensor(-7.7216)	tensor(-4.5468)	tensor(-10.9897)	tensor(-9.9523)	tensor(-6.0824)	tensor(-3.8999)	tensor(-6.6102)	tensor(-4.0794)	tensor(-4.2721)	tensor(-3.3886)	tensor(-2.7957)	tensor(-1.7957)	tensor(-8.1978)	tensor(-8.0932)	tensor(-8.0466)	tensor(-8.8806)	tensor(-9.8054)	tensor(-10.1612)	tensor(-9.1515)	tensor(-11.0567)	tensor(-8.5167)	tensor(-9.8276)	
tensor(-4.4661)	tensor(-2.3862)	tensor(-3.1327)	tensor(-3.5998)	tensor(-4.3334)	tensor(-8.7882)	tensor(-8.5630)	tensor(-10.5687)	tensor(-10.3970)	tensor(-10.9237)	tensor(-9.9039)	tensor(-8.7612)	tensor(-7.1009)	tensor(-8.6806)	tensor(-9.7697)	tensor(-10.3290)	tensor(-7.9829)	tensor(-4.8160)	tensor(-5.4985)	tensor(-1.2359)	tensor(-9.2743)	tensor(-4.4578)	tensor(-5.7170)	tensor(-1.6907)	tensor(-6.8838)	tensor(-3.4013)	tensor(-3.8533)	tensor(-1.8968)	tensor(-1.0325)	tensor(-2.5908)	tensor(-8.0637)	tensor(-7.6108)	tensor(-7.9820)	tensor(-8.5185)	tensor(-9.3455)	tensor(-9.4926)	tensor(-7.6164)	tensor(-10.7869)	tensor(-8.3532)	tensor(-9.2763)	
tensor(-5.5486)	tensor(-3.1146)	tensor(-5.8027)	tensor(-4.5527)	tensor(-2.8464)	tensor(-9.0501)	tensor(-8.1512)	tensor(-9.6943)	tensor(-9.0041)	tensor(-10.6823)	tensor(-8.6458)	tensor(-8.6010)	tensor(-7.4743)	tensor(-7.8063)	tensor(-9.7868)	tensor(-9.6726)	tensor(-7.4876)	tensor(-6.7617)	tensor(-6.1679)	tensor(-2.7591)	tensor(-10.1241)	tensor(-8.4040)	tensor(-5.6264)	tensor(-2.6584)	tensor(-3.3089)	tensor(-1.3443)	tensor(-3.5126)	tensor(-0.4152)	tensor(-0.4921)	tensor(0.7785)	tensor(-7.5361)	tensor(-7.4135)	tensor(-6.9460)	tensor(-6.8053)	tensor(-9.4880)	tensor(-8.2000)	tensor(-7.3443)	tensor(-10.3705)	tensor(-9.1996)	tensor(-9.8343)	
