tensor(-9.5526)	tensor(-9.5836)	tensor(-9.8507)	tensor(-10.0612)	tensor(-10.3698)	tensor(-9.9896)	tensor(-8.6123)	tensor(-10.2305)	tensor(-11.1116)	tensor(-11.6316)	tensor(-8.6509)	tensor(-9.2175)	tensor(-5.8888)	tensor(-8.4001)	tensor(-10.0512)	tensor(-9.7314)	tensor(-7.7253)	tensor(-8.7810)	tensor(-7.7014)	tensor(-8.6254)	tensor(-10.4137)	tensor(-10.7017)	tensor(-9.5171)	tensor(-9.5681)	tensor(-12.7487)	tensor(-9.4668)	tensor(-8.3123)	tensor(-8.5073)	tensor(-9.2796)	tensor(-8.7517)	tensor(-8.8569)	tensor(-6.6902)	tensor(-8.6501)	tensor(-8.1708)	tensor(-11.3550)	tensor(-9.4913)	tensor(-9.4153)	tensor(-10.8389)	tensor(-9.2754)	tensor(-11.4786)	
tensor(-12.1853)	tensor(-12.5657)	tensor(-12.8678)	tensor(-13.1365)	tensor(-13.0766)	tensor(-12.5925)	tensor(-12.8868)	tensor(-14.0305)	tensor(-13.8155)	tensor(-14.8788)	tensor(-13.2285)	tensor(-13.7899)	tensor(-12.1905)	tensor(-12.5780)	tensor(-13.0183)	tensor(-14.0100)	tensor(-12.2540)	tensor(-11.7930)	tensor(-12.0295)	tensor(-12.9930)	tensor(-14.9086)	tensor(-13.5571)	tensor(-12.2700)	tensor(-12.8992)	tensor(-14.3853)	tensor(-12.4296)	tensor(-11.2385)	tensor(-12.2077)	tensor(-11.8980)	tensor(-12.1922)	tensor(-12.4796)	tensor(-13.4595)	tensor(-13.6124)	tensor(-13.5278)	tensor(-14.0784)	tensor(-13.5717)	tensor(-12.4439)	tensor(-13.3580)	tensor(-11.6860)	tensor(-13.5632)	
tensor(-11.2353)	tensor(-11.5967)	tensor(-11.9010)	tensor(-11.7901)	tensor(-11.9497)	tensor(-11.5800)	tensor(-10.9882)	tensor(-12.4782)	tensor(-12.2414)	tensor(-13.2145)	tensor(-10.9952)	tensor(-12.1061)	tensor(-9.9423)	tensor(-10.9431)	tensor(-12.3875)	tensor(-11.7141)	tensor(-10.8163)	tensor(-10.7832)	tensor(-10.4310)	tensor(-10.8524)	tensor(-13.4699)	tensor(-11.3591)	tensor(-11.3897)	tensor(-11.5487)	tensor(-12.9003)	tensor(-10.8801)	tensor(-10.2630)	tensor(-10.8179)	tensor(-11.0487)	tensor(-10.3846)	tensor(-11.8291)	tensor(-10.8560)	tensor(-11.8540)	tensor(-11.5370)	tensor(-11.6503)	tensor(-12.3630)	tensor(-11.3351)	tensor(-12.3948)	tensor(-11.1711)	tensor(-12.1360)	
tensor(-6.9891)	tensor(-5.2754)	tensor(-7.5650)	tensor(-4.6443)	tensor(-4.2754)	tensor(-11.6793)	tensor(-11.2958)	tensor(-13.1980)	tensor(-12.7339)	tensor(-14.3322)	tensor(-12.3671)	tensor(-11.3309)	tensor(-9.4896)	tensor(-10.6839)	tensor(-13.2630)	tensor(-12.5696)	tensor(-9.9869)	tensor(-6.3069)	tensor(-5.2404)	tensor(-5.2754)	tensor(-9.5586)	tensor(-4.9015)	tensor(-6.5671)	tensor(-5.2754)	tensor(-5.1158)	tensor(-2.0235)	tensor(-5.4932)	tensor(-5.2754)	tensor(-5.2754)	tensor(-5.2754)	tensor(-10.4299)	tensor(-10.3026)	tensor(-10.9423)	tensor(-10.9680)	tensor(-12.0650)	tensor(-11.2849)	tensor(-11.1202)	tensor(-11.8408)	tensor(-10.7847)	tensor(-12.3309)	
tensor(-6.9891)	tensor(-3.5137)	tensor(-7.5650)	tensor(-4.6443)	tensor(-4.5137)	tensor(-11.6793)	tensor(-11.2958)	tensor(-13.1980)	tensor(-12.7339)	tensor(-14.3322)	tensor(-12.3671)	tensor(-11.3309)	tensor(-9.4896)	tensor(-10.6839)	tensor(-13.2630)	tensor(-12.5696)	tensor(-9.9869)	tensor(-6.3069)	tensor(-5.2404)	tensor(-4.5137)	tensor(-9.5586)	tensor(-4.9015)	tensor(-6.5671)	tensor(-4.5137)	tensor(-5.1158)	tensor(-2.0235)	tensor(-5.4932)	tensor(-4.5137)	tensor(-4.5137)	tensor(-4.5137)	tensor(-10.4299)	tensor(-10.3026)	tensor(-10.9423)	tensor(-10.9680)	tensor(-12.0650)	tensor(-11.2849)	tensor(-11.1202)	tensor(-11.8408)	tensor(-10.7847)	tensor(-12.3309)	
tensor(-3.7009)	tensor(-2.5986)	tensor(-5.9553)	tensor(-3.7566)	tensor(-2.7566)	tensor(-8.6387)	tensor(-8.6394)	tensor(-9.7432)	tensor(-9.3603)	tensor(-10.9461)	tensor(-8.8695)	tensor(-8.3807)	tensor(-7.6698)	tensor(-7.7579)	tensor(-9.8913)	tensor(-8.5390)	tensor(-7.4920)	tensor(-6.0282)	tensor(-6.2059)	tensor(-3.7038)	tensor(-9.6500)	tensor(-8.4572)	tensor(-5.5825)	tensor(-2.6816)	tensor(-4.6945)	tensor(-2.0482)	tensor(-3.1316)	tensor(-1.7564)	tensor(-1.7788)	tensor(-3.7566)	tensor(-8.0337)	tensor(-6.5725)	tensor(-7.6568)	tensor(-7.0538)	tensor(-8.6446)	tensor(-8.6048)	tensor(-7.5886)	tensor(-10.1515)	tensor(-8.5153)	tensor(-9.1293)	
tensor(-3.7009)	tensor(-2.5986)	tensor(-5.9553)	tensor(-3.2306)	tensor(-4.2306)	tensor(-8.6387)	tensor(-8.6394)	tensor(-9.7432)	tensor(-9.3603)	tensor(-10.9461)	tensor(-8.8695)	tensor(-8.3807)	tensor(-7.6698)	tensor(-7.7579)	tensor(-9.8913)	tensor(-8.5390)	tensor(-7.4920)	tensor(-6.0282)	tensor(-6.2059)	tensor(-3.7038)	tensor(-9.6500)	tensor(-8.4572)	tensor(-5.5825)	tensor(-2.6816)	tensor(-4.6945)	tensor(-2.0482)	tensor(-3.1316)	tensor(-1.7564)	tensor(-1.7788)	tensor(-4.2306)	tensor(-8.0337)	tensor(-6.5725)	tensor(-7.6568)	tensor(-7.0538)	tensor(-8.6446)	tensor(-8.6048)	tensor(-7.5886)	tensor(-10.1515)	tensor(-8.5153)	tensor(-9.1293)	
tensor(-6.9891)	tensor(-0.5552)	tensor(-7.5650)	tensor(-4.6443)	tensor(-0.5552)	tensor(-11.6793)	tensor(-11.2958)	tensor(-13.1980)	tensor(-12.7339)	tensor(-14.3322)	tensor(-12.3671)	tensor(-11.3309)	tensor(-9.4896)	tensor(-10.6839)	tensor(-13.2630)	tensor(-12.5696)	tensor(-9.9869)	tensor(-6.3069)	tensor(-5.2404)	tensor(-0.5552)	tensor(-9.5586)	tensor(-4.9015)	tensor(-6.5671)	tensor(-0.5552)	tensor(-5.1158)	tensor(-2.0235)	tensor(-5.4932)	tensor(0.4448)	tensor(-0.5552)	tensor(-0.5552)	tensor(-10.4299)	tensor(-10.3026)	tensor(-10.9423)	tensor(-10.9680)	tensor(-12.0650)	tensor(-11.2849)	tensor(-11.1202)	tensor(-11.8408)	tensor(-10.7847)	tensor(-12.3309)	
tensor(-3.7009)	tensor(-2.5986)	tensor(-5.9553)	tensor(-1.7051)	tensor(-1.7051)	tensor(-8.6387)	tensor(-8.6394)	tensor(-9.7432)	tensor(-9.3603)	tensor(-10.9461)	tensor(-8.8695)	tensor(-8.3807)	tensor(-7.6698)	tensor(-7.7579)	tensor(-9.8913)	tensor(-8.5390)	tensor(-7.4920)	tensor(-6.0282)	tensor(-6.2059)	tensor(-3.7038)	tensor(-9.6500)	tensor(-8.4572)	tensor(-5.5825)	tensor(-2.6816)	tensor(-4.6945)	tensor(-2.0482)	tensor(-3.1316)	tensor(-1.7564)	tensor(-1.7788)	tensor(-0.7051)	tensor(-8.0337)	tensor(-6.5725)	tensor(-7.6568)	tensor(-7.0538)	tensor(-8.6446)	tensor(-8.6048)	tensor(-7.5886)	tensor(-10.1515)	tensor(-8.5153)	tensor(-9.1293)	
tensor(-6.9891)	tensor(-4.3071)	tensor(-7.5650)	tensor(-4.6443)	tensor(-4.3071)	tensor(-11.6793)	tensor(-11.2958)	tensor(-13.1980)	tensor(-12.7339)	tensor(-14.3322)	tensor(-12.3671)	tensor(-11.3309)	tensor(-9.4896)	tensor(-10.6839)	tensor(-13.2630)	tensor(-12.5696)	tensor(-9.9869)	tensor(-6.3069)	tensor(-5.2404)	tensor(-4.3071)	tensor(-9.5586)	tensor(-4.9015)	tensor(-6.5671)	tensor(-4.3071)	tensor(-5.1158)	tensor(-2.0235)	tensor(-5.4932)	tensor(-4.3071)	tensor(-4.3071)	tensor(-3.3071)	tensor(-10.4299)	tensor(-10.3026)	tensor(-10.9423)	tensor(-10.9680)	tensor(-12.0650)	tensor(-11.2849)	tensor(-11.1202)	tensor(-11.8408)	tensor(-10.7847)	tensor(-12.3309)	
tensor(-6.3080)	tensor(-3.5957)	tensor(-7.0737)	tensor(-3.8100)	tensor(-1.2831)	tensor(-11.2245)	tensor(-10.3682)	tensor(-12.3667)	tensor(-11.5001)	tensor(-13.6893)	tensor(-11.6014)	tensor(-10.6781)	tensor(-10.0038)	tensor(-10.9225)	tensor(-12.3276)	tensor(-11.7511)	tensor(-9.9082)	tensor(-7.7576)	tensor(-8.0805)	tensor(-1.7942)	tensor(-11.7478)	tensor(-10.1055)	tensor(-4.9830)	tensor(-1.1387)	tensor(-1.9705)	tensor(-1.1387)	tensor(-1.1387)	tensor(-1.1387)	tensor(-0.1387)	tensor(-1.1387)	tensor(-9.9127)	tensor(-9.5406)	tensor(-10.2563)	tensor(-10.2800)	tensor(-11.4511)	tensor(-11.1432)	tensor(-9.5816)	tensor(-11.1682)	tensor(-10.3355)	tensor(-11.9592)	
