tensor(-9.9652)	tensor(-11.0271)	tensor(-9.9853)	tensor(-11.5782)	tensor(-10.2736)	tensor(-11.5424)	tensor(-9.8522)	tensor(-12.6504)	tensor(-11.4821)	tensor(-14.0871)	tensor(-11.3561)	tensor(-11.5639)	tensor(-10.3663)	tensor(-11.1885)	tensor(-11.9696)	tensor(-11.7224)	tensor(-10.1854)	tensor(-8.8142)	tensor(-9.8403)	tensor(-10.2624)	tensor(-13.9863)	tensor(-11.1696)	tensor(-10.3074)	tensor(-10.9834)	tensor(-14.6032)	tensor(-10.4465)	tensor(-10.0956)	tensor(-9.9117)	tensor(-10.2062)	tensor(-9.6600)	tensor(-10.9291)	tensor(-10.0637)	tensor(-12.1439)	tensor(-10.9216)	tensor(-12.4373)	tensor(-13.3088)	tensor(-11.2027)	tensor(-11.5025)	tensor(-10.6221)	tensor(-12.5249)	
tensor(-5.5571)	tensor(-5.0326)	tensor(-5.0264)	tensor(-5.9743)	tensor(-4.2362)	tensor(-8.3755)	tensor(-7.5977)	tensor(-9.2413)	tensor(-7.5577)	tensor(-10.5739)	tensor(-8.5107)	tensor(-7.8299)	tensor(-6.8935)	tensor(-7.4050)	tensor(-9.6317)	tensor(-7.1846)	tensor(-6.6502)	tensor(-5.1641)	tensor(-5.9201)	tensor(-5.5275)	tensor(-9.6956)	tensor(-7.5731)	tensor(-3.7011)	tensor(-1.8189)	tensor(-7.1262)	tensor(-2.1597)	tensor(-4.8850)	tensor(-4.9218)	tensor(-4.1327)	tensor(-3.2554)	tensor(-7.7535)	tensor(-6.8780)	tensor(-8.7544)	tensor(-6.8349)	tensor(-9.6269)	tensor(-8.6701)	tensor(-8.1579)	tensor(-5.5505)	tensor(-2.5795)	tensor(-4.4334)	
tensor(-2.9437)	tensor(-3.0500)	tensor(-3.2772)	tensor(-4.0932)	tensor(-3.6604)	tensor(-6.4328)	tensor(-4.7835)	tensor(-7.6210)	tensor(-5.8078)	tensor(-8.8820)	tensor(-6.6659)	tensor(-5.8322)	tensor(-4.3864)	tensor(-5.3406)	tensor(-5.7020)	tensor(-5.6038)	tensor(-4.6467)	tensor(-3.2041)	tensor(-4.5673)	tensor(-3.9907)	tensor(-8.8987)	tensor(-6.2189)	tensor(-3.1744)	tensor(-3.6647)	tensor(-7.2624)	tensor(-3.4545)	tensor(-3.2147)	tensor(-3.9038)	tensor(-2.7046)	tensor(-2.8343)	tensor(-6.2674)	tensor(-4.4556)	tensor(-6.1685)	tensor(-4.9547)	tensor(-7.9558)	tensor(-7.3986)	tensor(-5.8232)	tensor(-3.9315)	tensor(-0.0252)	tensor(-2.5940)	
tensor(-8.3941)	tensor(-8.7816)	tensor(-8.1240)	tensor(-9.6610)	tensor(-9.5271)	tensor(-9.7534)	tensor(-8.4357)	tensor(-10.0336)	tensor(-8.4051)	tensor(-11.2027)	tensor(-9.1824)	tensor(-9.0390)	tensor(-7.5791)	tensor(-8.2130)	tensor(-9.1739)	tensor(-8.2036)	tensor(-7.9416)	tensor(-6.6064)	tensor(-8.3233)	tensor(-8.6449)	tensor(-11.0296)	tensor(-9.1879)	tensor(-7.9917)	tensor(-9.4899)	tensor(-12.1936)	tensor(-9.3227)	tensor(-7.6951)	tensor(-8.5172)	tensor(-8.9003)	tensor(-8.4305)	tensor(-9.1923)	tensor(-7.3529)	tensor(-9.9063)	tensor(-8.1540)	tensor(-11.2512)	tensor(-10.7098)	tensor(-10.0891)	tensor(-6.3864)	tensor(-4.1888)	tensor(-3.4217)	
tensor(-11.1525)	tensor(-10.9085)	tensor(-10.6271)	tensor(-12.2537)	tensor(-11.5517)	tensor(-12.2178)	tensor(-11.1081)	tensor(-12.4563)	tensor(-10.7047)	tensor(-13.1407)	tensor(-11.3243)	tensor(-11.8031)	tensor(-9.8118)	tensor(-10.8236)	tensor(-11.8224)	tensor(-11.0486)	tensor(-10.4079)	tensor(-9.7223)	tensor(-10.6496)	tensor(-9.9337)	tensor(-13.2072)	tensor(-11.3478)	tensor(-10.7528)	tensor(-10.9106)	tensor(-13.7831)	tensor(-11.1185)	tensor(-9.8361)	tensor(-9.8237)	tensor(-10.6384)	tensor(-10.3149)	tensor(-11.0802)	tensor(-10.0095)	tensor(-11.5685)	tensor(-10.6045)	tensor(-12.9365)	tensor(-12.2046)	tensor(-11.3084)	tensor(-10.0314)	tensor(-6.8469)	tensor(-6.8434)	
tensor(-11.4447)	tensor(-11.5969)	tensor(-11.4025)	tensor(-12.6289)	tensor(-11.9799)	tensor(-12.9910)	tensor(-11.5476)	tensor(-13.4242)	tensor(-12.4360)	tensor(-14.3979)	tensor(-12.8956)	tensor(-12.5513)	tensor(-11.2109)	tensor(-11.8724)	tensor(-12.6541)	tensor(-11.6789)	tensor(-11.1914)	tensor(-10.1121)	tensor(-10.9554)	tensor(-11.2254)	tensor(-14.3701)	tensor(-11.6585)	tensor(-10.6418)	tensor(-12.0177)	tensor(-14.4694)	tensor(-11.5996)	tensor(-10.5339)	tensor(-11.4215)	tensor(-11.5856)	tensor(-11.1853)	tensor(-12.3757)	tensor(-11.2305)	tensor(-12.5838)	tensor(-11.5834)	tensor(-14.4059)	tensor(-12.9772)	tensor(-11.8545)	tensor(-9.1730)	tensor(-7.0304)	tensor(-6.6467)	
tensor(-8.3941)	tensor(-8.7816)	tensor(-8.1240)	tensor(-9.6610)	tensor(-9.5271)	tensor(-9.7534)	tensor(-8.4357)	tensor(-10.0336)	tensor(-8.4051)	tensor(-11.2027)	tensor(-9.1824)	tensor(-9.0390)	tensor(-7.5791)	tensor(-8.2130)	tensor(-9.1739)	tensor(-8.2036)	tensor(-7.9416)	tensor(-6.6064)	tensor(-8.3233)	tensor(-8.6449)	tensor(-11.0296)	tensor(-9.1879)	tensor(-7.9917)	tensor(-9.4899)	tensor(-12.1936)	tensor(-9.3227)	tensor(-7.6951)	tensor(-8.5172)	tensor(-8.9003)	tensor(-8.4305)	tensor(-9.1923)	tensor(-7.3529)	tensor(-9.9063)	tensor(-8.1540)	tensor(-11.2512)	tensor(-10.7098)	tensor(-10.0891)	tensor(-6.3864)	tensor(-4.1888)	tensor(-3.7543)	
tensor(-7.2153)	tensor(-8.5992)	tensor(-7.1597)	tensor(-9.0160)	tensor(-8.8927)	tensor(-8.6521)	tensor(-7.6867)	tensor(-9.4343)	tensor(-8.9650)	tensor(-10.8235)	tensor(-8.6873)	tensor(-8.5287)	tensor(-7.1836)	tensor(-7.9732)	tensor(-8.2815)	tensor(-7.9293)	tensor(-7.2641)	tensor(-6.5025)	tensor(-6.7287)	tensor(-7.3957)	tensor(-10.0770)	tensor(-8.3680)	tensor(-7.3794)	tensor(-8.4132)	tensor(-11.8398)	tensor(-9.0278)	tensor(-7.0275)	tensor(-7.9110)	tensor(-7.9716)	tensor(-7.9612)	tensor(-8.5442)	tensor(-6.7796)	tensor(-9.0262)	tensor(-7.6783)	tensor(-10.2544)	tensor(-9.8250)	tensor(-8.2241)	tensor(-6.1842)	tensor(-1.8004)	tensor(-3.4513)	
tensor(-9.3835)	tensor(-10.6580)	tensor(-9.8794)	tensor(-11.0279)	tensor(-10.4884)	tensor(-10.9230)	tensor(-9.2258)	tensor(-10.8992)	tensor(-10.0214)	tensor(-12.7168)	tensor(-10.5695)	tensor(-9.4818)	tensor(-8.2727)	tensor(-8.9439)	tensor(-11.0086)	tensor(-9.7594)	tensor(-9.1922)	tensor(-8.3322)	tensor(-8.8993)	tensor(-9.8103)	tensor(-11.9955)	tensor(-10.4521)	tensor(-9.0902)	tensor(-10.6825)	tensor(-13.7587)	tensor(-10.5741)	tensor(-8.8129)	tensor(-9.5688)	tensor(-9.6994)	tensor(-9.7759)	tensor(-10.5641)	tensor(-9.1060)	tensor(-11.0916)	tensor(-9.0874)	tensor(-12.5314)	tensor(-11.6760)	tensor(-10.3272)	tensor(-8.6896)	tensor(-6.4889)	tensor(-6.4571)	
tensor(-11.5183)	tensor(-12.1565)	tensor(-11.1709)	tensor(-12.7346)	tensor(-11.9795)	tensor(-12.5249)	tensor(-11.0471)	tensor(-12.3422)	tensor(-12.2432)	tensor(-13.8961)	tensor(-11.1665)	tensor(-11.9707)	tensor(-10.8637)	tensor(-11.4204)	tensor(-13.1945)	tensor(-12.1127)	tensor(-11.2122)	tensor(-11.4093)	tensor(-10.7470)	tensor(-11.8486)	tensor(-14.2504)	tensor(-12.5606)	tensor(-11.4636)	tensor(-11.7035)	tensor(-15.3560)	tensor(-12.0643)	tensor(-10.8150)	tensor(-11.8846)	tensor(-11.3707)	tensor(-11.5257)	tensor(-11.9884)	tensor(-11.2688)	tensor(-11.4295)	tensor(-11.3459)	tensor(-13.8547)	tensor(-14.4100)	tensor(-12.2568)	tensor(-12.0440)	tensor(-11.6257)	tensor(-13.0593)	
tensor(-9.2573)	tensor(-9.6257)	tensor(-8.9670)	tensor(-10.2853)	tensor(-9.9823)	tensor(-10.4162)	tensor(-9.0263)	tensor(-10.7468)	tensor(-9.0851)	tensor(-11.8226)	tensor(-10.0133)	tensor(-9.5447)	tensor(-8.2828)	tensor(-9.6532)	tensor(-10.0335)	tensor(-9.9754)	tensor(-8.6742)	tensor(-8.1421)	tensor(-8.7178)	tensor(-9.6760)	tensor(-12.8763)	tensor(-10.2166)	tensor(-8.3936)	tensor(-10.0671)	tensor(-12.9865)	tensor(-9.9876)	tensor(-8.6721)	tensor(-9.7336)	tensor(-9.2169)	tensor(-9.2410)	tensor(-9.7085)	tensor(-8.4824)	tensor(-10.2695)	tensor(-8.9412)	tensor(-12.0579)	tensor(-10.7809)	tensor(-9.5688)	tensor(-7.8263)	tensor(-5.2713)	tensor(-5.7637)	
