tensor(-9.5740)	tensor(-11.2071)	tensor(-8.6861)	tensor(-10.9827)	tensor(-9.9844)	tensor(-10.1188)	tensor(-6.6841)	tensor(-9.3003)	tensor(-8.5656)	tensor(-11.0448)	tensor(-9.1827)	tensor(-9.8696)	tensor(-5.3016)	tensor(-4.3937)	tensor(-9.1303)	tensor(-8.0957)	tensor(-6.7490)	tensor(-8.8179)	tensor(-7.4181)	tensor(-11.2137)	tensor(-13.3036)	tensor(-11.4852)	tensor(-10.1387)	tensor(-11.8864)	tensor(-14.1832)	tensor(-10.2296)	tensor(-8.7591)	tensor(-10.9185)	tensor(-10.4414)	tensor(-9.6605)	tensor(-9.4062)	tensor(-6.1826)	tensor(-8.5574)	tensor(-5.6314)	tensor(-10.6358)	tensor(-10.9271)	tensor(-9.0886)	tensor(-10.9677)	tensor(-8.7877)	tensor(-8.6055)	
tensor(-9.2928)	tensor(-9.4647)	tensor(-8.3115)	tensor(-10.5232)	tensor(-9.2699)	tensor(-9.6099)	tensor(-8.0914)	tensor(-9.5474)	tensor(-9.4790)	tensor(-12.2136)	tensor(-9.7352)	tensor(-10.2524)	tensor(-6.9762)	tensor(-8.8982)	tensor(-8.5804)	tensor(-8.4343)	tensor(-7.4962)	tensor(-7.0776)	tensor(-6.9740)	tensor(-9.1498)	tensor(-12.4934)	tensor(-9.8399)	tensor(-9.6337)	tensor(-10.1736)	tensor(-13.1154)	tensor(-9.4257)	tensor(-8.3164)	tensor(-9.1366)	tensor(-9.0692)	tensor(-8.6383)	tensor(-10.3387)	tensor(-7.9612)	tensor(-10.6608)	tensor(-8.5759)	tensor(-10.7193)	tensor(-11.5711)	tensor(-10.9667)	tensor(-6.7905)	tensor(-1.3500)	tensor(-5.4789)	
tensor(-9.6577)	tensor(-10.1483)	tensor(-8.7333)	tensor(-10.8505)	tensor(-9.5427)	tensor(-11.4869)	tensor(-9.2879)	tensor(-11.0853)	tensor(-11.0998)	tensor(-13.4778)	tensor(-10.8652)	tensor(-11.0490)	tensor(-9.2207)	tensor(-10.5984)	tensor(-10.2403)	tensor(-9.3726)	tensor(-8.5307)	tensor(-7.7389)	tensor(-9.5230)	tensor(-9.7743)	tensor(-13.6842)	tensor(-10.9546)	tensor(-9.9127)	tensor(-10.8223)	tensor(-13.1425)	tensor(-9.7475)	tensor(-8.7133)	tensor(-9.7894)	tensor(-9.5435)	tensor(-8.9898)	tensor(-11.9018)	tensor(-9.3873)	tensor(-12.2379)	tensor(-9.9431)	tensor(-11.9419)	tensor(-12.5670)	tensor(-11.6430)	tensor(-8.4034)	tensor(-3.2880)	tensor(-5.9815)	
tensor(-8.4330)	tensor(-9.9219)	tensor(-7.9515)	tensor(-9.6170)	tensor(-9.3927)	tensor(-9.1859)	tensor(-8.0005)	tensor(-9.4670)	tensor(-9.1738)	tensor(-11.5801)	tensor(-9.2606)	tensor(-9.8050)	tensor(-6.1922)	tensor(-7.8022)	tensor(-8.7989)	tensor(-8.3322)	tensor(-6.6698)	tensor(-7.3521)	tensor(-6.3321)	tensor(-9.0362)	tensor(-11.7630)	tensor(-9.6579)	tensor(-9.0331)	tensor(-9.6126)	tensor(-12.7554)	tensor(-9.6726)	tensor(-7.4290)	tensor(-8.9416)	tensor(-8.6601)	tensor(-8.8860)	tensor(-9.4814)	tensor(-6.1820)	tensor(-9.2997)	tensor(-6.8952)	tensor(-10.1881)	tensor(-10.9408)	tensor(-9.1431)	tensor(-7.9301)	tensor(-5.1555)	tensor(-3.9165)	
tensor(-8.9426)	tensor(-9.1392)	tensor(-7.7476)	tensor(-9.5847)	tensor(-9.4723)	tensor(-11.0430)	tensor(-8.3783)	tensor(-10.3590)	tensor(-10.4380)	tensor(-12.7971)	tensor(-10.1315)	tensor(-10.8072)	tensor(-7.9375)	tensor(-9.8787)	tensor(-10.0408)	tensor(-8.4586)	tensor(-8.0018)	tensor(-7.6492)	tensor(-7.9119)	tensor(-9.6240)	tensor(-13.8508)	tensor(-9.7323)	tensor(-9.4582)	tensor(-10.1624)	tensor(-13.4892)	tensor(-10.3517)	tensor(-7.9236)	tensor(-9.2569)	tensor(-9.0825)	tensor(-9.3840)	tensor(-11.2659)	tensor(-8.1960)	tensor(-11.0934)	tensor(-8.7068)	tensor(-10.7055)	tensor(-12.0668)	tensor(-10.2468)	tensor(-9.2922)	tensor(-6.3371)	tensor(-6.0733)	
tensor(-9.5001)	tensor(-10.7172)	tensor(-8.7287)	tensor(-10.2330)	tensor(-9.9072)	tensor(-7.9760)	tensor(-7.5105)	tensor(-7.5969)	tensor(-7.6339)	tensor(-10.2859)	tensor(-8.4431)	tensor(-9.1586)	tensor(-2.8717)	tensor(-7.1805)	tensor(-9.6356)	tensor(-7.3672)	tensor(-6.7459)	tensor(-7.8188)	tensor(-5.9944)	tensor(-9.7885)	tensor(-11.6393)	tensor(-10.5357)	tensor(-9.8947)	tensor(-10.5198)	tensor(-13.1459)	tensor(-9.9686)	tensor(-7.9915)	tensor(-9.8642)	tensor(-9.6105)	tensor(-9.2828)	tensor(-9.1293)	tensor(-6.4369)	tensor(-8.7603)	tensor(-7.1417)	tensor(-9.8518)	tensor(-10.4951)	tensor(-10.0756)	tensor(-9.6262)	tensor(-7.6991)	tensor(-8.6086)	
tensor(-9.3377)	tensor(-10.0623)	tensor(-9.2991)	tensor(-10.2945)	tensor(-9.2464)	tensor(-9.6958)	tensor(-6.2590)	tensor(-9.3917)	tensor(-9.6273)	tensor(-11.8513)	tensor(-9.6665)	tensor(-9.5004)	tensor(-5.6911)	tensor(-5.2037)	tensor(-9.2272)	tensor(-7.3397)	tensor(-6.6714)	tensor(-8.8915)	tensor(-5.9288)	tensor(-10.8806)	tensor(-12.6068)	tensor(-10.6647)	tensor(-10.1805)	tensor(-10.8977)	tensor(-13.8898)	tensor(-9.6794)	tensor(-9.1330)	tensor(-10.3782)	tensor(-9.8830)	tensor(-8.8328)	tensor(-9.9528)	tensor(-6.9518)	tensor(-9.3006)	tensor(-7.1096)	tensor(-10.5513)	tensor(-10.1943)	tensor(-9.1543)	tensor(-10.0730)	tensor(-8.4412)	tensor(-8.7422)	
tensor(-9.7406)	tensor(-10.6921)	tensor(-9.0155)	tensor(-10.6797)	tensor(-9.9051)	tensor(-9.9746)	tensor(-7.6752)	tensor(-9.2499)	tensor(-9.5091)	tensor(-12.0182)	tensor(-8.8301)	tensor(-8.9111)	tensor(-6.2857)	tensor(-4.4302)	tensor(-8.5992)	tensor(-9.1366)	tensor(-7.1182)	tensor(-8.6282)	tensor(-6.9057)	tensor(-9.9470)	tensor(-11.9025)	tensor(-10.0923)	tensor(-10.3040)	tensor(-10.5587)	tensor(-13.3879)	tensor(-10.0365)	tensor(-8.9177)	tensor(-9.5629)	tensor(-10.3161)	tensor(-9.5931)	tensor(-9.8177)	tensor(-6.1230)	tensor(-9.1109)	tensor(-6.8024)	tensor(-10.4933)	tensor(-8.9858)	tensor(-9.6739)	tensor(-10.6365)	tensor(-8.5203)	tensor(-8.5768)	
tensor(-10.6682)	tensor(-11.4228)	tensor(-10.2648)	tensor(-11.4538)	tensor(-11.2558)	tensor(-10.1003)	tensor(-8.8843)	tensor(-9.2321)	tensor(-9.2805)	tensor(-12.6306)	tensor(-9.3957)	tensor(-10.4135)	tensor(-5.7288)	tensor(-8.3366)	tensor(-11.2224)	tensor(-9.4610)	tensor(-7.1673)	tensor(-9.5637)	tensor(-7.4156)	tensor(-11.1067)	tensor(-13.3082)	tensor(-11.9010)	tensor(-11.1055)	tensor(-11.6941)	tensor(-13.5948)	tensor(-11.1689)	tensor(-9.6659)	tensor(-10.9890)	tensor(-10.8067)	tensor(-10.5587)	tensor(-10.3854)	tensor(-7.0802)	tensor(-9.8414)	tensor(-7.2713)	tensor(-11.4853)	tensor(-11.5186)	tensor(-10.2322)	tensor(-11.8297)	tensor(-9.0621)	tensor(-9.1530)	
tensor(-9.6815)	tensor(-10.3225)	tensor(-8.5324)	tensor(-10.7186)	tensor(-10.0095)	tensor(-10.9834)	tensor(-9.3178)	tensor(-10.5572)	tensor(-11.0578)	tensor(-13.4358)	tensor(-11.2936)	tensor(-11.1766)	tensor(-8.7624)	tensor(-10.0916)	tensor(-9.8980)	tensor(-8.8910)	tensor(-8.7604)	tensor(-8.1828)	tensor(-8.9923)	tensor(-11.0825)	tensor(-13.4633)	tensor(-11.1418)	tensor(-10.0396)	tensor(-10.8395)	tensor(-13.9957)	tensor(-10.3050)	tensor(-8.2609)	tensor(-10.1817)	tensor(-9.8903)	tensor(-9.5978)	tensor(-11.3476)	tensor(-8.8871)	tensor(-11.8162)	tensor(-9.4489)	tensor(-11.5439)	tensor(-12.2783)	tensor(-11.6476)	tensor(-8.7184)	tensor(-3.2484)	tensor(-4.6322)	
tensor(-8.5606)	tensor(-9.1035)	tensor(-7.7722)	tensor(-9.0244)	tensor(-8.8098)	tensor(-9.9174)	tensor(-8.1655)	tensor(-9.4135)	tensor(-9.6073)	tensor(-12.7150)	tensor(-10.0214)	tensor(-9.9771)	tensor(-7.7066)	tensor(-9.3323)	tensor(-9.3398)	tensor(-8.4975)	tensor(-7.6275)	tensor(-6.9419)	tensor(-7.2189)	tensor(-9.3006)	tensor(-11.6204)	tensor(-9.2358)	tensor(-8.2228)	tensor(-9.5098)	tensor(-12.4772)	tensor(-9.2054)	tensor(-7.1959)	tensor(-8.7130)	tensor(-8.7626)	tensor(-8.6020)	tensor(-10.9004)	tensor(-8.5453)	tensor(-10.4642)	tensor(-8.0793)	tensor(-11.4680)	tensor(-12.0410)	tensor(-10.0640)	tensor(-7.1076)	tensor(-2.0662)	tensor(-4.9886)	
