tensor(-6.7015)	tensor(-7.9368)	tensor(-6.4952)	tensor(-7.7226)	tensor(-6.8430)	tensor(-7.0035)	tensor(-4.6132)	tensor(-6.2814)	tensor(-6.5179)	tensor(-8.5081)	tensor(-6.4793)	tensor(-6.3458)	tensor(-2.3941)	tensor(-4.5897)	tensor(-6.1583)	tensor(-6.0761)	tensor(-3.9290)	tensor(-5.9571)	tensor(-3.8796)	tensor(-6.5264)	tensor(-9.3487)	tensor(-8.3550)	tensor(-7.0882)	tensor(-6.9181)	tensor(-10.4710)	tensor(-7.1205)	tensor(-5.5966)	tensor(-5.8700)	tensor(-6.4922)	tensor(-6.7131)	tensor(-6.5198)	tensor(-4.0339)	tensor(-6.7416)	tensor(-3.4484)	tensor(-8.4338)	tensor(-8.1319)	tensor(-6.8574)	tensor(-7.3667)	tensor(-6.5140)	tensor(-7.8779)	
tensor(-8.2834)	tensor(-8.2154)	tensor(-6.9808)	tensor(-8.4270)	tensor(-7.4526)	tensor(-9.0377)	tensor(-8.0003)	tensor(-9.8786)	tensor(-8.3263)	tensor(-11.6566)	tensor(-9.1014)	tensor(-9.1984)	tensor(-6.8187)	tensor(-7.5136)	tensor(-7.8608)	tensor(-8.5374)	tensor(-6.4820)	tensor(-7.2887)	tensor(-6.5537)	tensor(-7.9563)	tensor(-11.4329)	tensor(-9.9615)	tensor(-8.7265)	tensor(-7.6927)	tensor(-11.0562)	tensor(-7.8309)	tensor(-7.3243)	tensor(-7.1547)	tensor(-7.9396)	tensor(-7.5387)	tensor(-9.1120)	tensor(-7.1873)	tensor(-8.9903)	tensor(-7.0953)	tensor(-10.1321)	tensor(-10.6237)	tensor(-8.9860)	tensor(-7.0915)	tensor(-3.6378)	tensor(-2.4597)	
tensor(-11.0017)	tensor(-11.1209)	tensor(-10.2386)	tensor(-11.8232)	tensor(-10.8803)	tensor(-11.8656)	tensor(-10.6340)	tensor(-12.8707)	tensor(-11.6240)	tensor(-13.9270)	tensor(-13.0858)	tensor(-12.5898)	tensor(-10.4799)	tensor(-11.5210)	tensor(-10.8702)	tensor(-10.4415)	tensor(-9.8943)	tensor(-9.0568)	tensor(-9.8969)	tensor(-10.5159)	tensor(-14.3962)	tensor(-12.0059)	tensor(-11.0011)	tensor(-11.4121)	tensor(-14.1184)	tensor(-11.2365)	tensor(-9.9467)	tensor(-10.0446)	tensor(-10.9925)	tensor(-10.9531)	tensor(-12.0998)	tensor(-10.6068)	tensor(-12.3461)	tensor(-11.0248)	tensor(-12.8758)	tensor(-13.4488)	tensor(-11.8952)	tensor(-9.0260)	tensor(-5.3159)	tensor(-3.4832)	
tensor(-7.6577)	tensor(-8.6348)	tensor(-7.2310)	tensor(-9.3024)	tensor(-8.0776)	tensor(-8.0675)	tensor(-7.8092)	tensor(-9.6107)	tensor(-8.8502)	tensor(-11.0654)	tensor(-9.6109)	tensor(-9.5923)	tensor(-6.8524)	tensor(-7.7947)	tensor(-8.7581)	tensor(-8.1990)	tensor(-6.8644)	tensor(-6.3633)	tensor(-6.5580)	tensor(-8.6166)	tensor(-12.2493)	tensor(-9.5475)	tensor(-8.2593)	tensor(-8.5292)	tensor(-12.1425)	tensor(-8.4331)	tensor(-6.8296)	tensor(-7.9341)	tensor(-7.7867)	tensor(-8.3246)	tensor(-9.5672)	tensor(-7.0215)	tensor(-8.9439)	tensor(-7.7113)	tensor(-10.0551)	tensor(-10.5325)	tensor(-9.0057)	tensor(-6.4826)	tensor(-0.9971)	tensor(-5.5630)	
tensor(-9.7280)	tensor(-11.7483)	tensor(-10.2869)	tensor(-11.0043)	tensor(-10.6435)	tensor(-11.8014)	tensor(-10.9833)	tensor(-13.3288)	tensor(-11.8791)	tensor(-14.0970)	tensor(-11.8561)	tensor(-12.3085)	tensor(-9.1547)	tensor(-10.2571)	tensor(-10.9072)	tensor(-11.4082)	tensor(-10.1582)	tensor(-9.6216)	tensor(-9.0344)	tensor(-9.9813)	tensor(-14.2346)	tensor(-12.5761)	tensor(-10.5041)	tensor(-10.6837)	tensor(-15.4419)	tensor(-10.8876)	tensor(-10.1997)	tensor(-9.7960)	tensor(-9.9249)	tensor(-10.6588)	tensor(-11.5370)	tensor(-10.3356)	tensor(-12.0544)	tensor(-9.9673)	tensor(-13.0401)	tensor(-14.2568)	tensor(-11.7813)	tensor(-11.4579)	tensor(-10.4704)	tensor(-12.0321)	
tensor(-8.6038)	tensor(-9.2665)	tensor(-8.5536)	tensor(-9.3642)	tensor(-8.4313)	tensor(-7.9487)	tensor(-6.7173)	tensor(-6.6726)	tensor(-8.5029)	tensor(-8.1322)	tensor(-6.8549)	tensor(-8.5733)	tensor(-4.1968)	tensor(-4.9235)	tensor(-8.2959)	tensor(-7.2243)	tensor(-5.7007)	tensor(-7.0635)	tensor(-0.9693)	tensor(-7.8663)	tensor(-9.2299)	tensor(-9.1062)	tensor(-9.3796)	tensor(-9.2763)	tensor(-12.9123)	tensor(-8.6600)	tensor(-7.9830)	tensor(-6.8624)	tensor(-8.2813)	tensor(-8.4282)	tensor(-8.1124)	tensor(-5.5272)	tensor(-7.6086)	tensor(-5.7151)	tensor(-9.4104)	tensor(-9.7100)	tensor(-8.3182)	tensor(-9.3603)	tensor(-8.5966)	tensor(-10.1087)	
tensor(-12.2057)	tensor(-12.7182)	tensor(-11.8391)	tensor(-12.9408)	tensor(-11.7232)	tensor(-12.4378)	tensor(-10.1362)	tensor(-13.1088)	tensor(-13.0644)	tensor(-13.2970)	tensor(-11.3085)	tensor(-12.1924)	tensor(-10.6900)	tensor(-10.6624)	tensor(-12.2842)	tensor(-11.9575)	tensor(-7.5672)	tensor(-11.6301)	tensor(-10.2716)	tensor(-12.0192)	tensor(-14.4355)	tensor(-14.3120)	tensor(-12.1137)	tensor(-11.8773)	tensor(-14.8289)	tensor(-11.8279)	tensor(-11.2057)	tensor(-10.8643)	tensor(-11.9336)	tensor(-12.0281)	tensor(-12.2823)	tensor(-11.3583)	tensor(-12.4060)	tensor(-10.4126)	tensor(-13.1297)	tensor(-14.1498)	tensor(-13.2617)	tensor(-12.2977)	tensor(-11.9765)	tensor(-13.0977)	
tensor(-9.9430)	tensor(-11.1491)	tensor(-9.6007)	tensor(-10.5210)	tensor(-10.4682)	tensor(-9.1529)	tensor(-8.0875)	tensor(-10.5232)	tensor(-9.5768)	tensor(-11.4444)	tensor(-10.0569)	tensor(-10.3278)	tensor(-6.9035)	tensor(-4.6654)	tensor(-9.0377)	tensor(-9.0469)	tensor(-7.8383)	tensor(-9.6985)	tensor(-6.8913)	tensor(-10.7935)	tensor(-13.0445)	tensor(-12.0843)	tensor(-10.0984)	tensor(-11.2458)	tensor(-14.1003)	tensor(-10.9326)	tensor(-9.8011)	tensor(-9.6495)	tensor(-10.0282)	tensor(-10.2777)	tensor(-9.9367)	tensor(-7.5781)	tensor(-8.9613)	tensor(-6.6981)	tensor(-11.1309)	tensor(-10.7682)	tensor(-9.1280)	tensor(-10.9829)	tensor(-9.3657)	tensor(-10.2585)	
tensor(-9.1272)	tensor(-10.3204)	tensor(-8.5660)	tensor(-9.8583)	tensor(-9.2304)	tensor(-7.8897)	tensor(-6.8375)	tensor(-9.2406)	tensor(-7.3612)	tensor(-5.6922)	tensor(-7.7986)	tensor(-8.0610)	tensor(-4.7653)	tensor(1.6649)	tensor(-8.1760)	tensor(-7.5919)	tensor(-5.7791)	tensor(-8.6171)	tensor(-6.0781)	tensor(-9.1745)	tensor(-12.4724)	tensor(-11.4133)	tensor(-9.1380)	tensor(-9.0217)	tensor(-11.5152)	tensor(-9.3698)	tensor(-8.0870)	tensor(-8.7107)	tensor(-8.8879)	tensor(-9.4666)	tensor(-7.5547)	tensor(-5.2308)	tensor(-7.4907)	tensor(-2.9184)	tensor(-9.3215)	tensor(-8.0143)	tensor(-6.4591)	tensor(-9.8536)	tensor(-8.4386)	tensor(-9.5185)	
tensor(-10.4361)	tensor(-11.8975)	tensor(-10.2437)	tensor(-11.7421)	tensor(-10.7970)	tensor(-9.7324)	tensor(-9.3121)	tensor(-7.6493)	tensor(-8.9907)	tensor(-11.4812)	tensor(-9.1419)	tensor(-10.9772)	tensor(-6.4825)	tensor(-8.1239)	tensor(-10.8454)	tensor(-10.0383)	tensor(-7.5060)	tensor(-10.1499)	tensor(-7.2770)	tensor(-10.5309)	tensor(-12.8238)	tensor(-11.3955)	tensor(-10.8472)	tensor(-11.1953)	tensor(-14.1898)	tensor(-10.9869)	tensor(-9.7041)	tensor(-10.2155)	tensor(-10.8897)	tensor(-11.1671)	tensor(-10.0510)	tensor(-8.3919)	tensor(-9.7311)	tensor(-8.3230)	tensor(-11.5473)	tensor(-12.4237)	tensor(-9.9088)	tensor(-11.8785)	tensor(-10.0036)	tensor(-11.2451)	
tensor(-10.0822)	tensor(-10.4450)	tensor(-9.0534)	tensor(-10.9120)	tensor(-9.9565)	tensor(-10.3721)	tensor(-9.2984)	tensor(-10.3696)	tensor(-9.7051)	tensor(-11.8322)	tensor(-10.9393)	tensor(-11.2663)	tensor(-8.5665)	tensor(-9.0004)	tensor(-9.5444)	tensor(-8.9561)	tensor(-8.5739)	tensor(-7.8621)	tensor(-8.8361)	tensor(-9.6875)	tensor(-13.3781)	tensor(-10.8522)	tensor(-10.5056)	tensor(-10.1562)	tensor(-13.4607)	tensor(-10.0114)	tensor(-8.6442)	tensor(-8.6812)	tensor(-9.2760)	tensor(-9.5800)	tensor(-10.6629)	tensor(-9.1803)	tensor(-10.6538)	tensor(-9.0809)	tensor(-12.0113)	tensor(-12.4602)	tensor(-10.5252)	tensor(-7.0823)	tensor(-2.0344)	tensor(-4.0464)	
