tensor(-8.0398)	tensor(-7.6842)	tensor(-6.6121)	tensor(-8.7712)	tensor(-7.6566)	tensor(-7.2805)	tensor(-0.1808)	tensor(-6.4883)	tensor(-7.5514)	tensor(-8.4624)	tensor(-5.0816)	tensor(-6.5032)	tensor(-3.7191)	tensor(-3.1849)	tensor(-3.6461)	tensor(-6.3091)	tensor(-4.2173)	tensor(-6.9651)	tensor(-5.3656)	tensor(-8.0154)	tensor(-10.9197)	tensor(-9.4258)	tensor(-8.6754)	tensor(-8.2086)	tensor(-11.9285)	tensor(-7.4663)	tensor(-7.0891)	tensor(-7.8910)	tensor(-7.7938)	tensor(-7.3383)	tensor(-8.4402)	tensor(-5.8433)	tensor(-7.6392)	tensor(-4.9840)	tensor(-8.8450)	tensor(-6.3918)	tensor(-6.9502)	tensor(-8.2091)	tensor(-6.2192)	tensor(-7.4523)	
tensor(-8.0192)	tensor(-7.9743)	tensor(-7.0633)	tensor(-9.1962)	tensor(-7.9613)	tensor(-7.0567)	tensor(-0.2332)	tensor(-7.0621)	tensor(-8.1689)	tensor(-8.7324)	tensor(-5.0641)	tensor(-6.9322)	tensor(-3.8903)	tensor(-4.1772)	tensor(-3.3023)	tensor(-6.7481)	tensor(-4.4707)	tensor(-7.3041)	tensor(-6.2575)	tensor(-8.1693)	tensor(-11.1953)	tensor(-9.6217)	tensor(-9.1111)	tensor(-8.7226)	tensor(-11.6494)	tensor(-7.7771)	tensor(-7.5174)	tensor(-7.9901)	tensor(-7.5171)	tensor(-7.3943)	tensor(-9.1062)	tensor(-6.3928)	tensor(-8.3412)	tensor(-5.6074)	tensor(-8.8583)	tensor(-7.4613)	tensor(-7.4256)	tensor(-9.5014)	tensor(-6.7783)	tensor(-1.2332)	
tensor(-10.4327)	tensor(-11.9119)	tensor(-10.0976)	tensor(-12.6184)	tensor(-10.8094)	tensor(-11.7092)	tensor(-10.8413)	tensor(-13.2467)	tensor(-12.4457)	tensor(-14.4433)	tensor(-12.3877)	tensor(-12.6167)	tensor(-10.1760)	tensor(-10.7211)	tensor(-11.8202)	tensor(-11.4292)	tensor(-10.2603)	tensor(-9.4836)	tensor(-9.3490)	tensor(-10.7701)	tensor(-15.0160)	tensor(-11.9507)	tensor(-10.9423)	tensor(-11.8163)	tensor(-15.2191)	tensor(-10.8301)	tensor(-9.6136)	tensor(-10.9674)	tensor(-11.3704)	tensor(-10.5640)	tensor(-12.3656)	tensor(-10.5994)	tensor(-12.2754)	tensor(-9.9616)	tensor(-12.6485)	tensor(-14.1952)	tensor(-12.7428)	tensor(-11.0797)	tensor(-8.9190)	tensor(-10.8485)	
tensor(-8.7587)	tensor(-9.9656)	tensor(-8.1826)	tensor(-10.4222)	tensor(-9.8908)	tensor(-8.7535)	tensor(-5.8387)	tensor(-8.9326)	tensor(-9.5760)	tensor(-11.2397)	tensor(-8.2292)	tensor(-7.1589)	tensor(-5.9550)	tensor(-6.5921)	tensor(-6.4857)	tensor(-8.1809)	tensor(-5.0799)	tensor(-7.4256)	tensor(-7.4732)	tensor(-10.6083)	tensor(-11.7044)	tensor(-10.7949)	tensor(-8.7723)	tensor(-10.3769)	tensor(-12.8945)	tensor(-9.7778)	tensor(-7.6699)	tensor(-9.3858)	tensor(-9.8385)	tensor(-9.4043)	tensor(-9.4955)	tensor(-6.4132)	tensor(-8.4172)	tensor(-6.4755)	tensor(-10.2172)	tensor(-11.1456)	tensor(-9.5252)	tensor(-10.3389)	tensor(-8.5809)	tensor(-9.7241)	
tensor(-8.0666)	tensor(-9.4987)	tensor(-7.5321)	tensor(-9.8762)	tensor(-9.0167)	tensor(-7.0368)	tensor(-4.5862)	tensor(-6.9443)	tensor(-7.1174)	tensor(0.0265)	tensor(-3.1219)	tensor(-6.8065)	tensor(-3.1616)	tensor(1.0265)	tensor(-6.9475)	tensor(-5.5701)	tensor(-4.1997)	tensor(-7.9211)	tensor(-5.7406)	tensor(-9.2387)	tensor(-12.0893)	tensor(-9.8906)	tensor(-8.6755)	tensor(-9.5800)	tensor(-12.8416)	tensor(-8.8636)	tensor(-6.5363)	tensor(-8.9152)	tensor(-8.7322)	tensor(-8.7062)	tensor(-6.5237)	tensor(-4.5959)	tensor(-7.0183)	tensor(-2.3788)	tensor(-8.6351)	tensor(-6.7984)	tensor(-4.8268)	tensor(-9.5057)	tensor(-7.4522)	tensor(-8.0577)	
tensor(-9.8307)	tensor(-9.8490)	tensor(-9.1506)	tensor(-11.3247)	tensor(-10.4198)	tensor(-10.4592)	tensor(-8.5024)	tensor(-10.3530)	tensor(-9.7704)	tensor(-12.4208)	tensor(-10.3954)	tensor(-11.2659)	tensor(-8.4429)	tensor(-9.6937)	tensor(-8.9656)	tensor(-9.3280)	tensor(-8.5675)	tensor(-8.2514)	tensor(-9.1089)	tensor(-10.0732)	tensor(-13.8168)	tensor(-11.0024)	tensor(-10.6681)	tensor(-11.0163)	tensor(-13.9230)	tensor(-10.6901)	tensor(-9.2067)	tensor(-9.8762)	tensor(-10.0638)	tensor(-10.4339)	tensor(-10.9277)	tensor(-8.7384)	tensor(-11.0314)	tensor(-9.6344)	tensor(-10.6327)	tensor(-11.7645)	tensor(-10.8466)	tensor(-8.0851)	tensor(-2.0764)	tensor(-4.0154)	
tensor(-9.8283)	tensor(-9.7809)	tensor(-8.6838)	tensor(-11.0731)	tensor(-9.7158)	tensor(-10.0980)	tensor(-9.3732)	tensor(-10.2938)	tensor(-10.0294)	tensor(-12.3291)	tensor(-10.7358)	tensor(-10.8822)	tensor(-8.2692)	tensor(-9.1364)	tensor(-10.3814)	tensor(-8.5240)	tensor(-8.2049)	tensor(-7.9633)	tensor(-7.9373)	tensor(-9.2581)	tensor(-12.4086)	tensor(-10.3248)	tensor(-9.9618)	tensor(-10.8663)	tensor(-13.6004)	tensor(-9.7848)	tensor(-8.2820)	tensor(-9.4966)	tensor(-10.2446)	tensor(-9.4949)	tensor(-10.7368)	tensor(-8.5908)	tensor(-10.4016)	tensor(-8.4047)	tensor(-11.2793)	tensor(-12.1459)	tensor(-10.6157)	tensor(-4.7984)	tensor(-4.2036)	tensor(-3.7984)	
tensor(-8.0192)	tensor(-7.9743)	tensor(-7.0633)	tensor(-9.1962)	tensor(-7.9613)	tensor(-7.0567)	tensor(-9.0631)	tensor(-7.0621)	tensor(-8.1689)	tensor(-8.7324)	tensor(-5.0641)	tensor(-6.9322)	tensor(-3.8903)	tensor(-4.1772)	tensor(-3.3023)	tensor(-6.7481)	tensor(-4.4707)	tensor(-7.3041)	tensor(-6.2575)	tensor(-8.1693)	tensor(-11.1953)	tensor(-9.6217)	tensor(-9.1111)	tensor(-8.7226)	tensor(-11.6494)	tensor(-7.7771)	tensor(-7.5174)	tensor(-7.9901)	tensor(-7.5171)	tensor(-7.3943)	tensor(-9.1062)	tensor(-6.3928)	tensor(-8.3412)	tensor(-5.6074)	tensor(-8.8583)	tensor(-7.4613)	tensor(-7.4256)	tensor(-9.5014)	tensor(-6.7783)	tensor(-8.0631)	
tensor(-9.3518)	tensor(-9.8651)	tensor(-8.3875)	tensor(-11.5219)	tensor(-9.9860)	tensor(-10.0918)	tensor(-8.4152)	tensor(-10.8863)	tensor(-9.3828)	tensor(-11.7841)	tensor(-10.5222)	tensor(-10.7395)	tensor(-7.6160)	tensor(-8.6788)	tensor(-8.8456)	tensor(-8.7477)	tensor(-7.9057)	tensor(-8.0119)	tensor(-7.8165)	tensor(-10.1201)	tensor(-13.0021)	tensor(-10.3439)	tensor(-10.1175)	tensor(-10.6946)	tensor(-13.8678)	tensor(-10.2348)	tensor(-9.3245)	tensor(-10.2295)	tensor(-10.6480)	tensor(-10.1848)	tensor(-11.0835)	tensor(-7.6813)	tensor(-10.5343)	tensor(-8.9817)	tensor(-11.6507)	tensor(-12.1644)	tensor(-11.1493)	tensor(-7.5251)	tensor(-1.3219)	tensor(-3.3214)	
tensor(-8.5444)	tensor(-9.3970)	tensor(-8.4742)	tensor(-10.3468)	tensor(-9.3010)	tensor(-9.7414)	tensor(-8.4552)	tensor(-10.0244)	tensor(-9.7047)	tensor(-11.7550)	tensor(-9.6690)	tensor(-9.7316)	tensor(-8.0082)	tensor(-8.5490)	tensor(-8.8980)	tensor(-8.5488)	tensor(-7.7393)	tensor(-7.9974)	tensor(-7.5692)	tensor(-9.6040)	tensor(-13.0253)	tensor(-10.3542)	tensor(-8.5734)	tensor(-10.1894)	tensor(-12.1974)	tensor(-9.1769)	tensor(-7.7269)	tensor(-9.1423)	tensor(-9.7930)	tensor(-8.5489)	tensor(-11.0226)	tensor(-7.9807)	tensor(-9.9075)	tensor(-8.2435)	tensor(-10.8696)	tensor(-12.2048)	tensor(-10.9981)	tensor(-8.2333)	tensor(-3.6946)	tensor(-7.1484)	
tensor(-9.8283)	tensor(-9.7809)	tensor(-8.6838)	tensor(-11.0731)	tensor(-9.7158)	tensor(-10.0980)	tensor(-9.3732)	tensor(-10.2938)	tensor(-10.0294)	tensor(-12.3291)	tensor(-10.7358)	tensor(-10.8822)	tensor(-8.2692)	tensor(-9.1364)	tensor(-10.3814)	tensor(-8.5240)	tensor(-8.2049)	tensor(-7.9633)	tensor(-7.9373)	tensor(-9.2581)	tensor(-12.4086)	tensor(-10.3248)	tensor(-9.9618)	tensor(-10.8663)	tensor(-13.6004)	tensor(-9.7848)	tensor(-8.2820)	tensor(-9.4966)	tensor(-10.2446)	tensor(-9.4949)	tensor(-10.7368)	tensor(-8.5908)	tensor(-10.4016)	tensor(-8.4047)	tensor(-11.2793)	tensor(-12.1459)	tensor(-10.6157)	tensor(-8.3256)	tensor(-4.2036)	tensor(-9.3256)	
