tensor(-12.3603)	tensor(-12.0108)	tensor(-11.7316)	tensor(-12.8793)	tensor(-12.6022)	tensor(-10.3129)	tensor(-9.5011)	tensor(-11.0309)	tensor(-10.1779)	tensor(-7.3844)	tensor(-9.2375)	tensor(-10.0858)	tensor(-6.4657)	tensor(-2.9442)	tensor(-10.9692)	tensor(-10.2419)	tensor(-8.2258)	tensor(-11.2019)	tensor(-9.2316)	tensor(-10.7250)	tensor(-13.1824)	tensor(-11.7248)	tensor(-11.9680)	tensor(-11.5882)	tensor(-13.2983)	tensor(-12.0362)	tensor(-11.2458)	tensor(-11.2880)	tensor(-11.3831)	tensor(-11.7542)	tensor(-9.4150)	tensor(-8.3175)	tensor(-9.3719)	tensor(-7.4953)	tensor(-11.2959)	tensor(-9.1945)	tensor(-8.6422)	tensor(-12.1872)	tensor(-11.0359)	tensor(-12.2185)	
tensor(-4.5297)	tensor(-2.6019)	tensor(-5.1396)	tensor(-3.6288)	tensor(-2.6844)	tensor(-8.8975)	tensor(-8.6976)	tensor(-10.0658)	tensor(-9.5055)	tensor(-11.6870)	tensor(-9.4461)	tensor(-9.0548)	tensor(-7.5633)	tensor(-8.4480)	tensor(-10.3240)	tensor(-9.8757)	tensor(-7.2441)	tensor(-4.9174)	tensor(-6.9754)	tensor(-2.1317)	tensor(-9.5575)	tensor(-7.4699)	tensor(-4.6145)	tensor(-0.4083)	tensor(-4.5897)	tensor(-0.9750)	tensor(-2.8522)	tensor(-1.3240)	tensor(1.9330)	tensor(0.4484)	tensor(-7.5064)	tensor(-6.4623)	tensor(-8.1096)	tensor(-8.0702)	tensor(-9.3949)	tensor(-8.9467)	tensor(-7.6634)	tensor(-9.0518)	tensor(-8.7944)	tensor(-10.3411)	
tensor(-7.9917)	tensor(-6.1428)	tensor(-7.5100)	tensor(-7.4146)	tensor(-6.6045)	tensor(-10.0492)	tensor(-8.9801)	tensor(-10.7479)	tensor(-9.9465)	tensor(-11.8190)	tensor(-10.4858)	tensor(-9.5489)	tensor(-8.4643)	tensor(-9.1374)	tensor(-9.7668)	tensor(-9.2345)	tensor(-8.3169)	tensor(-7.4889)	tensor(-8.0278)	tensor(-6.2656)	tensor(-11.0866)	tensor(-9.2385)	tensor(-7.5372)	tensor(-5.8175)	tensor(-8.4426)	tensor(-6.3265)	tensor(-6.7213)	tensor(-6.9170)	tensor(-5.3106)	tensor(-5.6699)	tensor(-9.1373)	tensor(-7.9315)	tensor(-9.4275)	tensor(-9.2527)	tensor(-10.5166)	tensor(-10.0396)	tensor(-8.5808)	tensor(-8.4557)	tensor(-4.8853)	tensor(-5.5200)	
tensor(-7.9917)	tensor(-6.1428)	tensor(-7.5100)	tensor(-7.4146)	tensor(-6.6045)	tensor(-10.0492)	tensor(-8.9801)	tensor(-10.7479)	tensor(-9.9465)	tensor(-11.8190)	tensor(-10.4858)	tensor(-9.5489)	tensor(-8.4643)	tensor(-9.1374)	tensor(-9.7668)	tensor(-9.2345)	tensor(-8.3169)	tensor(-7.4889)	tensor(-8.0278)	tensor(-6.2656)	tensor(-11.0866)	tensor(-9.2385)	tensor(-7.5372)	tensor(-5.8175)	tensor(-8.4426)	tensor(-6.3265)	tensor(-6.7213)	tensor(-6.9170)	tensor(-5.3106)	tensor(-5.6699)	tensor(-9.1373)	tensor(-7.9315)	tensor(-9.4275)	tensor(-9.2527)	tensor(-10.5166)	tensor(-10.0396)	tensor(-8.5808)	tensor(-8.4557)	tensor(-4.8853)	tensor(-5.5479)	
tensor(-10.0987)	tensor(-10.0789)	tensor(-10.0610)	tensor(-10.9166)	tensor(-10.3986)	tensor(-9.5371)	tensor(-8.8793)	tensor(-9.8884)	tensor(-10.3519)	tensor(-11.0839)	tensor(-8.8410)	tensor(-6.8835)	tensor(-6.7926)	tensor(-7.3649)	tensor(-11.9213)	tensor(-8.2100)	tensor(-6.7777)	tensor(-9.9583)	tensor(-8.7736)	tensor(-9.8676)	tensor(-12.5002)	tensor(-11.3013)	tensor(-9.6895)	tensor(-10.6584)	tensor(-11.8259)	tensor(-10.2132)	tensor(-9.1411)	tensor(-10.0709)	tensor(-10.0788)	tensor(-9.7544)	tensor(-6.0141)	tensor(-1.8469)	tensor(-4.9451)	tensor(-0.9249)	tensor(-11.3451)	tensor(-8.6333)	tensor(-8.2228)	tensor(-11.9213)	tensor(-10.5207)	tensor(-12.1715)	
tensor(-10.3434)	tensor(-10.4928)	tensor(-10.8350)	tensor(-11.4758)	tensor(-11.3532)	tensor(-9.1522)	tensor(-8.0353)	tensor(-9.6012)	tensor(-8.6480)	tensor(-9.3244)	tensor(-7.1163)	tensor(-7.3671)	tensor(-4.9519)	tensor(-6.3951)	tensor(-9.7328)	tensor(-7.3765)	tensor(-6.5015)	tensor(-9.5477)	tensor(-6.6394)	tensor(-9.1968)	tensor(-10.8213)	tensor(-9.8039)	tensor(-9.9199)	tensor(-10.7188)	tensor(-12.8440)	tensor(-10.8129)	tensor(-9.3307)	tensor(-9.5642)	tensor(-10.7585)	tensor(-10.2803)	tensor(-5.0572)	tensor(-2.7728)	tensor(-4.1619)	tensor(-3.3467)	tensor(-9.0624)	tensor(-5.9923)	tensor(-6.9197)	tensor(-11.8968)	tensor(-10.3572)	tensor(-11.3115)	
tensor(-10.5267)	tensor(-10.6159)	tensor(-11.1020)	tensor(-11.5140)	tensor(-11.6057)	tensor(-9.3273)	tensor(-7.9238)	tensor(-10.1331)	tensor(-8.9718)	tensor(-9.4566)	tensor(-7.1505)	tensor(-7.7119)	tensor(-4.4546)	tensor(-6.6241)	tensor(-10.2429)	tensor(-7.6964)	tensor(-6.3509)	tensor(-9.6655)	tensor(-7.0750)	tensor(-9.1110)	tensor(-11.2302)	tensor(-9.7638)	tensor(-10.0335)	tensor(-10.9903)	tensor(-12.9133)	tensor(-11.0582)	tensor(-9.5758)	tensor(-9.3872)	tensor(-11.0933)	tensor(-10.5911)	tensor(-4.7490)	tensor(-3.4546)	tensor(-3.5513)	tensor(-3.4914)	tensor(-8.9103)	tensor(-6.3471)	tensor(-6.9748)	tensor(-12.1102)	tensor(-10.9448)	tensor(-11.4740)	
tensor(-10.2957)	tensor(-10.1828)	tensor(-10.6168)	tensor(-10.8571)	tensor(-10.7064)	tensor(-11.0659)	tensor(-9.8139)	tensor(-11.0820)	tensor(-11.4536)	tensor(-12.7844)	tensor(-10.6254)	tensor(-10.6760)	tensor(-8.5624)	tensor(-9.9976)	tensor(-12.3090)	tensor(-10.9243)	tensor(-9.2620)	tensor(-8.3801)	tensor(-6.4586)	tensor(-9.1348)	tensor(-10.3372)	tensor(-10.3848)	tensor(-10.1234)	tensor(-9.9016)	tensor(-12.6610)	tensor(-10.1343)	tensor(-9.3786)	tensor(-8.9769)	tensor(-9.6220)	tensor(-9.2183)	tensor(-9.3684)	tensor(-10.1456)	tensor(-10.9155)	tensor(-9.6910)	tensor(-11.4824)	tensor(-12.0101)	tensor(-11.4840)	tensor(-12.1049)	tensor(-10.9163)	tensor(-13.4557)	
tensor(-9.1931)	tensor(-9.4632)	tensor(-9.2940)	tensor(-9.9770)	tensor(-9.9742)	tensor(-9.4416)	tensor(-7.6453)	tensor(-8.6376)	tensor(-8.7914)	tensor(-4.7788)	tensor(-4.7788)	tensor(-8.0306)	tensor(-5.5338)	tensor(-6.1618)	tensor(-9.9704)	tensor(-8.1445)	tensor(-5.4519)	tensor(-8.0534)	tensor(-3.7788)	tensor(-9.3428)	tensor(-8.5825)	tensor(-9.1355)	tensor(-9.1063)	tensor(-10.1797)	tensor(-12.1714)	tensor(-9.9111)	tensor(-8.3756)	tensor(-9.0709)	tensor(-9.9854)	tensor(-9.0689)	tensor(-7.9172)	tensor(-6.5859)	tensor(-7.9475)	tensor(-6.8937)	tensor(-9.7060)	tensor(-8.8060)	tensor(-8.4461)	tensor(-10.7862)	tensor(-9.6664)	tensor(-10.3294)	
tensor(-13.3146)	tensor(-13.7813)	tensor(-12.9839)	tensor(-13.9959)	tensor(-14.0705)	tensor(-12.5695)	tensor(-11.4882)	tensor(-11.8101)	tensor(-11.5366)	tensor(-10.7528)	tensor(-9.1039)	tensor(-12.1874)	tensor(-9.0433)	tensor(-9.5348)	tensor(-12.8945)	tensor(-11.8298)	tensor(-9.5676)	tensor(-11.8114)	tensor(-6.1626)	tensor(-12.2064)	tensor(-10.9717)	tensor(-11.7304)	tensor(-12.8271)	tensor(-13.5451)	tensor(-15.4386)	tensor(-13.4122)	tensor(-12.1017)	tensor(-11.8864)	tensor(-13.7332)	tensor(-12.9209)	tensor(-11.7355)	tensor(-9.5537)	tensor(-11.9107)	tensor(-10.7471)	tensor(-13.2457)	tensor(-12.6194)	tensor(-12.0467)	tensor(-13.4841)	tensor(-12.8566)	tensor(-14.6138)	
tensor(-10.4356)	tensor(-10.4023)	tensor(-10.8176)	tensor(-11.7434)	tensor(-11.4831)	tensor(-11.2904)	tensor(-9.8983)	tensor(-11.6995)	tensor(-11.5994)	tensor(-12.3862)	tensor(-11.2914)	tensor(-10.7362)	tensor(-9.4370)	tensor(-10.5807)	tensor(-12.0556)	tensor(-12.1261)	tensor(-8.4564)	tensor(-9.8644)	tensor(-9.6586)	tensor(-10.3144)	tensor(-12.0284)	tensor(-11.3088)	tensor(-10.2516)	tensor(-11.5341)	tensor(-13.7685)	tensor(-11.3737)	tensor(-9.7547)	tensor(-10.5494)	tensor(-10.9790)	tensor(-10.7067)	tensor(-10.7254)	tensor(-10.4659)	tensor(-11.3522)	tensor(-10.1471)	tensor(-12.4384)	tensor(-12.0874)	tensor(-10.9372)	tensor(-11.0900)	tensor(-11.0227)	tensor(-12.4906)	
tensor(-12.4857)	tensor(-12.9581)	tensor(-12.5420)	tensor(-12.9925)	tensor(-13.2555)	tensor(-12.6149)	tensor(-12.2543)	tensor(-10.5433)	tensor(-11.7388)	tensor(-12.8120)	tensor(-10.4165)	tensor(-11.0839)	tensor(-9.7839)	tensor(-10.6880)	tensor(-13.1646)	tensor(-12.2743)	tensor(-7.3889)	tensor(-11.6292)	tensor(-10.4658)	tensor(-12.2825)	tensor(-13.8963)	tensor(-12.2225)	tensor(-11.6837)	tensor(-13.0199)	tensor(-15.5361)	tensor(-12.7368)	tensor(-12.0147)	tensor(-11.9618)	tensor(-13.2318)	tensor(-12.2933)	tensor(-11.3144)	tensor(-9.5521)	tensor(-11.2868)	tensor(-9.7693)	tensor(-12.8034)	tensor(-11.6622)	tensor(-11.6453)	tensor(-13.9071)	tensor(-11.6076)	tensor(-12.5202)	
tensor(-10.6777)	tensor(-10.9346)	tensor(-10.5336)	tensor(-11.7038)	tensor(-11.2566)	tensor(-10.1782)	tensor(-10.4511)	tensor(-11.3329)	tensor(-10.8884)	tensor(-11.6961)	tensor(-10.3159)	tensor(-10.2188)	tensor(-6.7827)	tensor(-9.5191)	tensor(-10.8740)	tensor(-10.7858)	tensor(-10.1867)	tensor(-9.9356)	tensor(-10.3631)	tensor(-11.0286)	tensor(-12.7344)	tensor(-10.6853)	tensor(-10.4666)	tensor(-10.5257)	tensor(-12.9769)	tensor(-10.3172)	tensor(-9.5299)	tensor(-10.3193)	tensor(-10.5920)	tensor(-10.3933)	tensor(-9.7681)	tensor(-10.1736)	tensor(-10.6612)	tensor(-10.1893)	tensor(-10.6414)	tensor(-11.3790)	tensor(-10.4405)	tensor(-10.8074)	tensor(-10.1170)	tensor(-11.7361)	
tensor(-12.2775)	tensor(-12.7416)	tensor(-12.7678)	tensor(-13.5955)	tensor(-12.5207)	tensor(-12.3157)	tensor(-11.8480)	tensor(-12.9140)	tensor(-12.2198)	tensor(-12.2930)	tensor(-10.4256)	tensor(-10.6971)	tensor(-10.8161)	tensor(-11.3949)	tensor(-13.1900)	tensor(-2.7778)	tensor(-10.0874)	tensor(-12.1641)	tensor(-12.2879)	tensor(-12.7975)	tensor(-14.3485)	tensor(-13.2786)	tensor(-12.4507)	tensor(-13.3319)	tensor(-14.1207)	tensor(-12.3108)	tensor(-11.4602)	tensor(-12.7959)	tensor(-13.0337)	tensor(-11.6839)	tensor(-10.5411)	tensor(-8.0990)	tensor(-11.0551)	tensor(-9.3984)	tensor(-12.9071)	tensor(-11.9524)	tensor(-9.7905)	tensor(-13.1284)	tensor(-13.0364)	tensor(-14.7797)	
tensor(-11.4638)	tensor(-10.8366)	tensor(-11.9585)	tensor(-12.2393)	tensor(-11.7908)	tensor(-12.2155)	tensor(-11.6348)	tensor(-11.9060)	tensor(-12.3699)	tensor(-13.3745)	tensor(-11.8929)	tensor(-11.1089)	tensor(-9.7094)	tensor(-10.7925)	tensor(-12.5388)	tensor(-12.2598)	tensor(-6.1235)	tensor(-10.5753)	tensor(-6.1610)	tensor(-10.3461)	tensor(-9.6267)	tensor(-10.0360)	tensor(-11.4819)	tensor(-11.5329)	tensor(-14.2382)	tensor(-11.8146)	tensor(-10.9483)	tensor(-10.5456)	tensor(-11.6019)	tensor(-11.7335)	tensor(-11.6373)	tensor(-10.1997)	tensor(-11.7914)	tensor(-10.4786)	tensor(-12.8916)	tensor(-11.4591)	tensor(-11.8562)	tensor(-12.3734)	tensor(-12.1753)	tensor(-13.2190)	
tensor(-11.3157)	tensor(-11.3887)	tensor(-12.2959)	tensor(-12.0095)	tensor(-11.6464)	tensor(-12.0965)	tensor(-11.1001)	tensor(-12.4747)	tensor(-12.3153)	tensor(-13.6697)	tensor(-11.4998)	tensor(-10.3413)	tensor(-9.9841)	tensor(-10.7565)	tensor(-12.2167)	tensor(-12.5735)	tensor(-5.8756)	tensor(-9.9449)	tensor(-5.7107)	tensor(-10.1177)	tensor(-9.4693)	tensor(-10.5946)	tensor(-11.2573)	tensor(-11.6983)	tensor(-13.4296)	tensor(-11.7564)	tensor(-10.5304)	tensor(-10.4940)	tensor(-11.2595)	tensor(-11.2240)	tensor(-10.7789)	tensor(-10.1668)	tensor(-11.3391)	tensor(-10.7723)	tensor(-11.8184)	tensor(-12.0266)	tensor(-11.2334)	tensor(-13.0145)	tensor(-12.1177)	tensor(-12.7699)	
