tensor(-8.1385)	tensor(-7.8904)	tensor(-7.4586)	tensor(-9.6521)	tensor(-8.8974)	tensor(-9.0891)	tensor(-8.4451)	tensor(-8.2005)	tensor(-8.7873)	tensor(-9.7282)	tensor(-6.6024)	tensor(-9.8431)	tensor(-5.4757)	tensor(-5.2488)	tensor(-9.0912)	tensor(-8.1072)	tensor(-5.0112)	tensor(-6.4220)	tensor(-6.6116)	tensor(-8.9032)	tensor(-11.3539)	tensor(-10.2335)	tensor(-8.1911)	tensor(-10.3499)	tensor(-13.0361)	tensor(-8.7970)	tensor(-7.5624)	tensor(-9.5702)	tensor(-8.4732)	tensor(-8.4917)	tensor(-7.9844)	tensor(-5.4420)	tensor(-11.0215)	tensor(-5.0251)	tensor(-9.8078)	tensor(-8.7407)	tensor(-8.7682)	tensor(-7.5873)	tensor(-4.5681)	tensor(-3.7099)	
tensor(-8.6961)	tensor(-7.8867)	tensor(-7.3614)	tensor(-9.6660)	tensor(-8.8334)	tensor(-9.1954)	tensor(-7.1477)	tensor(-7.8345)	tensor(-9.8817)	tensor(-8.9309)	tensor(-3.1650)	tensor(-9.1763)	tensor(-4.6351)	tensor(-6.4825)	tensor(-7.8243)	tensor(-8.4364)	tensor(-5.0305)	tensor(-6.2625)	tensor(-6.0620)	tensor(-8.3347)	tensor(-11.4982)	tensor(-10.1020)	tensor(-8.6237)	tensor(-10.3516)	tensor(-12.3062)	tensor(-8.6888)	tensor(-7.4017)	tensor(-9.4960)	tensor(-7.8828)	tensor(-8.2456)	tensor(-8.7627)	tensor(-6.8606)	tensor(-12.3633)	tensor(-6.5511)	tensor(-10.3291)	tensor(-9.5818)	tensor(-9.6560)	tensor(-9.0939)	tensor(-7.9466)	tensor(-8.1168)	
tensor(-10.0621)	tensor(-9.8471)	tensor(-9.1311)	tensor(-12.1705)	tensor(-10.3453)	tensor(-11.9228)	tensor(-12.9917)	tensor(-12.0508)	tensor(-12.8917)	tensor(-14.4433)	tensor(-10.6049)	tensor(-12.6991)	tensor(-8.4171)	tensor(-10.6803)	tensor(-12.7988)	tensor(-12.6355)	tensor(-8.5787)	tensor(-8.6738)	tensor(-8.5318)	tensor(-10.1467)	tensor(-13.4801)	tensor(-12.1204)	tensor(-10.1499)	tensor(-12.3560)	tensor(-15.3494)	tensor(-10.3261)	tensor(-9.1732)	tensor(-11.4510)	tensor(-9.4893)	tensor(-9.5406)	tensor(-11.7186)	tensor(-10.2269)	tensor(-16.0274)	tensor(-11.0171)	tensor(-13.0018)	tensor(-13.6962)	tensor(-13.5323)	tensor(-11.3528)	tensor(-10.4534)	tensor(-11.0618)	
tensor(-9.3453)	tensor(-9.4704)	tensor(-8.3773)	tensor(-11.1075)	tensor(-10.0821)	tensor(-8.6162)	tensor(-8.6488)	tensor(-8.9506)	tensor(-8.7969)	tensor(-7.3623)	tensor(-7.3584)	tensor(-9.4014)	tensor(-5.3437)	tensor(-1.3089)	tensor(-9.1692)	tensor(-7.7507)	tensor(-5.7065)	tensor(-8.6766)	tensor(-6.6807)	tensor(-10.3319)	tensor(-12.9272)	tensor(-11.9900)	tensor(-9.7098)	tensor(-11.7547)	tensor(-14.0831)	tensor(-9.9103)	tensor(-8.3381)	tensor(-10.7918)	tensor(-8.6636)	tensor(-9.5787)	tensor(-8.1203)	tensor(-5.8928)	tensor(-11.6922)	tensor(-4.5227)	tensor(-10.5686)	tensor(-8.0729)	tensor(-6.5654)	tensor(-9.8699)	tensor(-8.4763)	tensor(-7.9333)	
tensor(-8.6827)	tensor(-8.0336)	tensor(-7.9656)	tensor(-9.7488)	tensor(-8.8092)	tensor(-8.0303)	tensor(-8.9947)	tensor(-8.6607)	tensor(-9.6313)	tensor(-8.9674)	tensor(-5.7585)	tensor(-8.7104)	tensor(-3.2090)	tensor(-6.0539)	tensor(-9.8936)	tensor(-9.2158)	tensor(-5.1820)	tensor(-7.4169)	tensor(-6.5714)	tensor(-9.0977)	tensor(-10.7528)	tensor(-9.9790)	tensor(-8.7725)	tensor(-10.4856)	tensor(-13.2967)	tensor(-8.3692)	tensor(-8.2428)	tensor(-10.1001)	tensor(-8.4507)	tensor(-8.0887)	tensor(-8.8426)	tensor(-7.3741)	tensor(-11.6503)	tensor(-6.6197)	tensor(-10.5203)	tensor(-8.6391)	tensor(-9.7472)	tensor(-10.0260)	tensor(-9.5292)	tensor(-9.4378)	
tensor(-2.4980)	tensor(-1.7549)	tensor(-0.1032)	tensor(-2.6389)	tensor(-2.1107)	tensor(-8.0385)	tensor(-8.0827)	tensor(-8.7809)	tensor(-8.9091)	tensor(-9.6718)	tensor(-6.3863)	tensor(-8.9704)	tensor(-5.3312)	tensor(-7.6760)	tensor(-10.4505)	tensor(-8.6508)	tensor(-4.6761)	tensor(-3.6825)	tensor(-3.1265)	tensor(-4.2211)	tensor(-10.4090)	tensor(-8.7555)	tensor(-2.2505)	tensor(-2.1359)	tensor(-5.0865)	tensor(-1.9968)	tensor(-3.5010)	tensor(-4.9105)	tensor(-2.2252)	tensor(-3.9755)	tensor(-7.1429)	tensor(-5.6945)	tensor(-11.0455)	tensor(-6.6291)	tensor(-8.4068)	tensor(-8.5520)	tensor(-7.8895)	tensor(-7.2349)	tensor(-6.5314)	tensor(-7.1462)	
tensor(-3.3032)	tensor(-1.1846)	tensor(-1.8759)	tensor(-4.0188)	tensor(-1.8518)	tensor(-5.3159)	tensor(-6.0572)	tensor(-5.9428)	tensor(-6.6325)	tensor(-8.6733)	tensor(-4.1893)	tensor(-5.2658)	tensor(-2.2689)	tensor(-5.2121)	tensor(-8.2446)	tensor(-5.9364)	tensor(-3.3999)	tensor(-0.1571)	tensor(0.4839)	tensor(-0.1247)	tensor(-7.3144)	tensor(-3.9024)	tensor(-2.6323)	tensor(-1.7534)	tensor(-7.6464)	tensor(-1.5839)	tensor(-0.8184)	tensor(-0.1762)	tensor(-1.3415)	tensor(-2.3999)	tensor(-5.8027)	tensor(-3.5340)	tensor(-8.5812)	tensor(-2.7463)	tensor(-7.7008)	tensor(-6.6437)	tensor(-6.5329)	tensor(-4.7638)	tensor(-5.6179)	tensor(-5.9888)	
tensor(-6.1554)	tensor(-5.9467)	tensor(-5.2386)	tensor(-7.2243)	tensor(-6.4960)	tensor(-7.7455)	tensor(-8.4529)	tensor(-7.8818)	tensor(-7.7626)	tensor(-9.3604)	tensor(-5.7359)	tensor(-9.0045)	tensor(-5.1997)	tensor(-6.4494)	tensor(-8.0305)	tensor(-7.9014)	tensor(-4.5430)	tensor(-4.4988)	tensor(-5.0876)	tensor(-6.8417)	tensor(-10.2454)	tensor(-8.9192)	tensor(-6.7202)	tensor(-8.3725)	tensor(-11.3529)	tensor(-6.9342)	tensor(-5.1849)	tensor(-7.9996)	tensor(-6.1488)	tensor(-5.8657)	tensor(-7.1686)	tensor(-5.7806)	tensor(-11.0476)	tensor(-6.1505)	tensor(-8.6543)	tensor(-8.4659)	tensor(-8.1994)	tensor(-5.0780)	tensor(-0.8529)	tensor(-3.5774)	
tensor(-9.1790)	tensor(-8.7341)	tensor(-8.8716)	tensor(-10.4330)	tensor(-9.7344)	tensor(-10.7234)	tensor(-10.7320)	tensor(-9.9065)	tensor(-12.4473)	tensor(-12.7067)	tensor(-9.8840)	tensor(-11.3541)	tensor(-8.5089)	tensor(-10.0413)	tensor(-11.6454)	tensor(-11.0873)	tensor(-7.9484)	tensor(-7.6945)	tensor(-8.1099)	tensor(-10.0537)	tensor(-12.6893)	tensor(-11.5066)	tensor(-9.0204)	tensor(-10.7249)	tensor(-13.0480)	tensor(-9.9605)	tensor(-8.4434)	tensor(-10.3170)	tensor(-9.6318)	tensor(-9.4651)	tensor(-10.6425)	tensor(-8.5783)	tensor(-15.5295)	tensor(-9.1640)	tensor(-11.6218)	tensor(-11.5990)	tensor(-12.0512)	tensor(-10.4467)	tensor(-8.7501)	tensor(-9.5727)	
tensor(-9.6666)	tensor(-7.8823)	tensor(-7.9600)	tensor(-11.0272)	tensor(-9.3145)	tensor(-11.5458)	tensor(-11.6387)	tensor(-10.6154)	tensor(-11.6315)	tensor(-13.3593)	tensor(-9.4840)	tensor(-11.8270)	tensor(-9.1943)	tensor(-9.9313)	tensor(-10.9143)	tensor(-10.7170)	tensor(-8.1890)	tensor(-7.4079)	tensor(-8.7299)	tensor(-9.9347)	tensor(-12.8600)	tensor(-11.4568)	tensor(-9.1758)	tensor(-10.9954)	tensor(-13.6082)	tensor(-10.0155)	tensor(-8.2775)	tensor(-10.1675)	tensor(-8.5936)	tensor(-9.4051)	tensor(-11.1932)	tensor(-9.7861)	tensor(-14.3762)	tensor(-9.7608)	tensor(-12.7363)	tensor(-11.3912)	tensor(-12.8976)	tensor(-8.2401)	tensor(-3.2247)	tensor(-6.1136)	
tensor(-12.4803)	tensor(-10.9970)	tensor(-10.9709)	tensor(-13.3635)	tensor(-12.2861)	tensor(-13.3485)	tensor(-13.6818)	tensor(-12.3083)	tensor(-12.7216)	tensor(-13.9410)	tensor(-11.7234)	tensor(-13.9774)	tensor(-11.2422)	tensor(-11.4354)	tensor(-13.4710)	tensor(-11.8990)	tensor(-9.8306)	tensor(-9.5015)	tensor(-10.7000)	tensor(-11.9665)	tensor(-15.0201)	tensor(-13.0353)	tensor(-11.9449)	tensor(-13.3855)	tensor(-16.1280)	tensor(-12.7648)	tensor(-10.9107)	tensor(-12.6804)	tensor(-11.4149)	tensor(-12.3479)	tensor(-12.3259)	tensor(-11.1213)	tensor(-16.0133)	tensor(-11.2933)	tensor(-14.3613)	tensor(-13.0681)	tensor(-13.7822)	tensor(-10.0772)	tensor(-6.1846)	tensor(-6.1846)	
tensor(-12.4803)	tensor(-10.9970)	tensor(-10.9709)	tensor(-13.3635)	tensor(-12.2861)	tensor(-13.3485)	tensor(-13.6818)	tensor(-12.3083)	tensor(-12.7216)	tensor(-13.9410)	tensor(-11.7234)	tensor(-13.9774)	tensor(-11.2422)	tensor(-11.4354)	tensor(-13.4710)	tensor(-11.8990)	tensor(-9.8306)	tensor(-9.5015)	tensor(-10.7000)	tensor(-11.9665)	tensor(-15.0201)	tensor(-13.0353)	tensor(-11.9449)	tensor(-13.3855)	tensor(-16.1280)	tensor(-12.7648)	tensor(-10.9107)	tensor(-12.6804)	tensor(-11.4149)	tensor(-12.3479)	tensor(-12.3259)	tensor(-11.1213)	tensor(-16.0133)	tensor(-11.2933)	tensor(-14.3613)	tensor(-13.0681)	tensor(-13.7822)	tensor(-10.0772)	tensor(-6.8700)	tensor(-5.8700)	
tensor(-12.4803)	tensor(-10.9970)	tensor(-10.9709)	tensor(-13.3635)	tensor(-12.2861)	tensor(-13.3485)	tensor(-13.6818)	tensor(-12.3083)	tensor(-12.7216)	tensor(-13.9410)	tensor(-11.7234)	tensor(-13.9774)	tensor(-11.2422)	tensor(-11.4354)	tensor(-13.4710)	tensor(-11.8990)	tensor(-9.8306)	tensor(-9.5015)	tensor(-10.7000)	tensor(-11.9665)	tensor(-15.0201)	tensor(-13.0353)	tensor(-11.9449)	tensor(-13.3855)	tensor(-16.1280)	tensor(-12.7648)	tensor(-10.9107)	tensor(-12.6804)	tensor(-11.4149)	tensor(-12.3479)	tensor(-12.3259)	tensor(-11.1213)	tensor(-16.0133)	tensor(-11.2933)	tensor(-14.3613)	tensor(-13.0681)	tensor(-13.7822)	tensor(-10.0772)	tensor(-5.5248)	tensor(-6.5248)	
tensor(-9.0438)	tensor(-8.3490)	tensor(-7.8031)	tensor(-10.3474)	tensor(-8.6079)	tensor(-10.2076)	tensor(-10.6832)	tensor(-9.8554)	tensor(-10.7559)	tensor(-12.1406)	tensor(-8.6718)	tensor(-11.3356)	tensor(-7.1283)	tensor(-9.0003)	tensor(-11.0202)	tensor(-10.5049)	tensor(-7.0324)	tensor(-7.0651)	tensor(-7.7204)	tensor(-8.7604)	tensor(-12.3990)	tensor(-10.4324)	tensor(-9.8202)	tensor(-10.0550)	tensor(-12.8915)	tensor(-8.8280)	tensor(-7.9877)	tensor(-9.5114)	tensor(-8.1777)	tensor(-8.0431)	tensor(-9.5751)	tensor(-8.8287)	tensor(-13.6291)	tensor(-9.2564)	tensor(-10.7779)	tensor(-11.6048)	tensor(-12.2904)	tensor(-6.4075)	tensor(-2.3686)	tensor(-6.2321)	
