tensor(-12.1578)	tensor(-11.8819)	tensor(-11.7851)	tensor(-12.7260)	tensor(-13.0876)	tensor(-11.8682)	tensor(-11.0634)	tensor(-12.2741)	tensor(-12.4226)	tensor(-12.3209)	tensor(-11.5369)	tensor(-11.2875)	tensor(-8.3682)	tensor(-10.7346)	tensor(-12.0749)	tensor(-12.3100)	tensor(-10.2974)	tensor(-11.3940)	tensor(-10.1563)	tensor(-11.2166)	tensor(-12.1076)	tensor(-12.5734)	tensor(-12.4236)	tensor(-12.3249)	tensor(-14.3809)	tensor(-12.0901)	tensor(-10.8665)	tensor(-10.8732)	tensor(-11.2878)	tensor(-11.0400)	tensor(-11.7599)	tensor(-11.3753)	tensor(-12.1533)	tensor(-11.5105)	tensor(-13.2144)	tensor(-11.7744)	tensor(-11.7480)	tensor(-12.0471)	tensor(-11.1815)	tensor(-12.7687)	
tensor(-10.3925)	tensor(-10.5337)	tensor(-10.9622)	tensor(-11.4986)	tensor(-11.9818)	tensor(-10.2003)	tensor(-9.9483)	tensor(-10.6847)	tensor(-11.3577)	tensor(-11.4669)	tensor(-9.5215)	tensor(-9.8148)	tensor(-7.1956)	tensor(-7.4381)	tensor(-10.3965)	tensor(-10.8143)	tensor(-8.2378)	tensor(-9.6135)	tensor(-9.6187)	tensor(-10.1761)	tensor(-11.8493)	tensor(-10.6021)	tensor(-10.4434)	tensor(-11.2779)	tensor(-13.6971)	tensor(-10.8661)	tensor(-9.2469)	tensor(-9.9156)	tensor(-10.3820)	tensor(-9.9847)	tensor(-9.3647)	tensor(-9.0467)	tensor(-9.5859)	tensor(-9.1068)	tensor(-11.1000)	tensor(-10.2731)	tensor(-9.6877)	tensor(-10.9023)	tensor(-10.2575)	tensor(-11.6889)	
tensor(-12.2486)	tensor(-11.6859)	tensor(-12.0387)	tensor(-12.9613)	tensor(-12.3337)	tensor(-12.6968)	tensor(-11.4481)	tensor(-12.6653)	tensor(-12.0938)	tensor(-12.5922)	tensor(-10.8500)	tensor(-12.1824)	tensor(-8.0783)	tensor(-10.0291)	tensor(-12.2683)	tensor(-12.4821)	tensor(-9.4581)	tensor(-10.9409)	tensor(-10.4177)	tensor(-11.1028)	tensor(-12.6382)	tensor(-12.3817)	tensor(-12.1652)	tensor(-11.8586)	tensor(-14.8259)	tensor(-11.7640)	tensor(-10.5163)	tensor(-10.7097)	tensor(-11.5938)	tensor(-10.9446)	tensor(-11.8403)	tensor(-10.3558)	tensor(-11.2822)	tensor(-10.4440)	tensor(-12.8071)	tensor(-11.4812)	tensor(-11.0520)	tensor(-11.2192)	tensor(-11.5891)	tensor(-12.0079)	
tensor(-12.3863)	tensor(-12.7594)	tensor(-12.8409)	tensor(-13.1254)	tensor(-13.3757)	tensor(-12.1435)	tensor(-10.9539)	tensor(-12.5587)	tensor(-12.3861)	tensor(-14.4342)	tensor(-12.7991)	tensor(-12.0968)	tensor(-9.4526)	tensor(-11.1764)	tensor(-12.3472)	tensor(-11.9776)	tensor(-9.7124)	tensor(-11.3699)	tensor(-10.7050)	tensor(-12.0169)	tensor(-14.1932)	tensor(-13.0399)	tensor(-12.0971)	tensor(-12.6988)	tensor(-15.3019)	tensor(-12.7715)	tensor(-10.9851)	tensor(-12.1179)	tensor(-12.6465)	tensor(-11.7133)	tensor(-12.1119)	tensor(-10.8946)	tensor(-11.8984)	tensor(-11.5436)	tensor(-13.2217)	tensor(-12.1513)	tensor(-11.7776)	tensor(-12.8834)	tensor(-11.8858)	tensor(-13.3959)	
tensor(-13.1333)	tensor(-12.9537)	tensor(-12.7620)	tensor(-13.3597)	tensor(-13.3988)	tensor(-12.4467)	tensor(-11.7180)	tensor(-12.0978)	tensor(-12.3432)	tensor(-12.1093)	tensor(-9.4824)	tensor(-11.8064)	tensor(-9.1668)	tensor(-8.7772)	tensor(-12.7464)	tensor(-12.8239)	tensor(-10.1610)	tensor(-12.2267)	tensor(-10.4367)	tensor(-12.3871)	tensor(-14.3303)	tensor(-12.2967)	tensor(-12.7202)	tensor(-12.9547)	tensor(-15.2456)	tensor(-12.6529)	tensor(-12.2481)	tensor(-12.8918)	tensor(-13.6586)	tensor(-12.3958)	tensor(-11.5864)	tensor(-11.1185)	tensor(-11.3235)	tensor(-9.8307)	tensor(-12.8833)	tensor(-12.9588)	tensor(-11.7219)	tensor(-14.8498)	tensor(-13.4045)	tensor(-14.5274)	
tensor(-5.6572)	tensor(-3.7817)	tensor(-6.0944)	tensor(-4.8274)	tensor(-3.7148)	tensor(-10.3485)	tensor(-10.5146)	tensor(-11.7220)	tensor(-11.1195)	tensor(-12.5996)	tensor(-11.2846)	tensor(-10.4235)	tensor(-9.3712)	tensor(-9.7266)	tensor(-12.3850)	tensor(-11.4242)	tensor(-9.0879)	tensor(-8.3583)	tensor(-9.2160)	tensor(-5.3411)	tensor(-12.0909)	tensor(-11.0416)	tensor(-7.1331)	tensor(-3.8989)	tensor(-5.8797)	tensor(-3.5950)	tensor(-4.7116)	tensor(-3.4837)	tensor(-2.6372)	tensor(-2.0052)	tensor(-10.5957)	tensor(-9.2449)	tensor(-10.0073)	tensor(-9.6689)	tensor(-10.7217)	tensor(-10.1622)	tensor(-9.8822)	tensor(-11.5456)	tensor(-10.3569)	tensor(-11.5127)	
tensor(-5.2372)	tensor(-2.6667)	tensor(-4.7909)	tensor(-3.2082)	tensor(-0.7254)	tensor(-9.8471)	tensor(-9.2724)	tensor(-11.1152)	tensor(-10.4612)	tensor(-11.3080)	tensor(-9.8291)	tensor(-9.1665)	tensor(-8.5581)	tensor(-9.4972)	tensor(-10.9011)	tensor(-10.8842)	tensor(-8.9125)	tensor(-7.0779)	tensor(-7.5066)	tensor(-1.2751)	tensor(-9.9403)	tensor(-8.6008)	tensor(-4.4264)	tensor(-1.1137)	tensor(-1.8512)	tensor(-1.1137)	tensor(-3.2279)	tensor(-0.3287)	tensor(-0.1137)	tensor(2.2866)	tensor(-8.7480)	tensor(-8.8567)	tensor(-9.2131)	tensor(-9.5163)	tensor(-10.0707)	tensor(-9.3054)	tensor(-9.1007)	tensor(-9.8157)	tensor(-9.6616)	tensor(-10.8667)	
tensor(-6.3598)	tensor(-4.3892)	tensor(-6.3848)	tensor(-5.9964)	tensor(-4.6335)	tensor(-10.4076)	tensor(-9.7560)	tensor(-11.1020)	tensor(-10.8901)	tensor(-11.8131)	tensor(-10.1351)	tensor(-10.4128)	tensor(-8.8271)	tensor(-9.4853)	tensor(-11.5427)	tensor(-10.8328)	tensor(-8.1345)	tensor(-8.2160)	tensor(-7.9281)	tensor(-3.7666)	tensor(-11.5603)	tensor(-10.1210)	tensor(-6.6476)	tensor(-3.3981)	tensor(-6.3121)	tensor(-3.7206)	tensor(-4.3218)	tensor(-2.2832)	tensor(-1.9809)	tensor(-1.4169)	tensor(-9.5202)	tensor(-8.4199)	tensor(-8.9827)	tensor(-9.0133)	tensor(-11.1279)	tensor(-10.2853)	tensor(-9.5747)	tensor(-11.2208)	tensor(-9.7616)	tensor(-11.2050)	
tensor(-7.0629)	tensor(-5.7549)	tensor(-7.4444)	tensor(-6.7625)	tensor(-6.4965)	tensor(-9.8708)	tensor(-10.4890)	tensor(-12.1499)	tensor(-11.0782)	tensor(-12.2165)	tensor(-10.7466)	tensor(-10.6592)	tensor(-9.3206)	tensor(-10.0410)	tensor(-11.7050)	tensor(-12.1266)	tensor(-9.3798)	tensor(-8.1997)	tensor(-8.5444)	tensor(-5.1646)	tensor(-10.9406)	tensor(-10.0145)	tensor(-7.3688)	tensor(-4.7206)	tensor(-7.8902)	tensor(-4.6477)	tensor(-4.2956)	tensor(-2.6567)	tensor(-2.3039)	tensor(-0.7908)	tensor(-8.8242)	tensor(-9.1421)	tensor(-9.6111)	tensor(-9.7430)	tensor(-11.0941)	tensor(-10.7449)	tensor(-10.3014)	tensor(-12.4283)	tensor(-10.6974)	tensor(-11.7501)	
tensor(-11.2388)	tensor(-11.2036)	tensor(-11.2907)	tensor(-12.0475)	tensor(-12.5916)	tensor(-10.7763)	tensor(-10.4027)	tensor(-11.3710)	tensor(-11.8094)	tensor(-12.8101)	tensor(-11.7149)	tensor(-11.4802)	tensor(-9.7405)	tensor(-11.5372)	tensor(-10.8176)	tensor(-11.9416)	tensor(-10.0500)	tensor(-10.0368)	tensor(-10.6772)	tensor(-11.8108)	tensor(-12.5214)	tensor(-11.3770)	tensor(-10.7453)	tensor(-12.3645)	tensor(-13.6022)	tensor(-12.0169)	tensor(-10.2361)	tensor(-11.0644)	tensor(-11.4938)	tensor(-10.9325)	tensor(-10.7761)	tensor(-10.4497)	tensor(-11.5041)	tensor(-11.0578)	tensor(-12.7507)	tensor(-11.6633)	tensor(-10.5859)	tensor(-9.1004)	tensor(-4.2458)	tensor(-6.7612)	
tensor(-12.7499)	tensor(-12.0863)	tensor(-12.1066)	tensor(-13.3290)	tensor(-13.8472)	tensor(-12.8593)	tensor(-11.4327)	tensor(-13.1683)	tensor(-12.3147)	tensor(-13.2619)	tensor(-11.9835)	tensor(-12.8843)	tensor(-10.8659)	tensor(-11.7121)	tensor(-11.8258)	tensor(-12.4879)	tensor(-11.3195)	tensor(-10.2350)	tensor(-11.6586)	tensor(-11.8270)	tensor(-13.6493)	tensor(-11.9935)	tensor(-12.4238)	tensor(-12.2145)	tensor(-14.6501)	tensor(-12.6826)	tensor(-11.3592)	tensor(-11.8217)	tensor(-12.3845)	tensor(-11.9784)	tensor(-11.5384)	tensor(-10.9778)	tensor(-11.8079)	tensor(-11.7086)	tensor(-12.7302)	tensor(-12.2381)	tensor(-11.7574)	tensor(-11.7604)	tensor(-6.8932)	tensor(-10.2395)	
