tensor(-11.7960)	tensor(-12.4632)	tensor(-12.0969)	tensor(-13.0018)	tensor(-12.9687)	tensor(-10.7910)	tensor(-9.7843)	tensor(-10.4120)	tensor(-10.9008)	tensor(-3.7455)	tensor(-2.7455)	tensor(-11.5017)	tensor(-7.5361)	tensor(-8.0468)	tensor(-11.8706)	tensor(-9.8388)	tensor(-8.6130)	tensor(-11.0036)	tensor(-10.2732)	tensor(-12.8788)	tensor(-13.4981)	tensor(-12.8031)	tensor(-12.0337)	tensor(-13.3119)	tensor(-14.3564)	tensor(-12.9968)	tensor(-11.7263)	tensor(-12.6869)	tensor(-12.6220)	tensor(-12.5883)	tensor(-9.6454)	tensor(-8.4672)	tensor(-10.0742)	tensor(-8.3799)	tensor(-10.8409)	tensor(-9.9325)	tensor(-10.1276)	tensor(-13.3610)	tensor(-11.3981)	tensor(-11.9567)	
tensor(-13.5919)	tensor(-13.6643)	tensor(-13.8537)	tensor(-14.3705)	tensor(-14.2583)	tensor(-13.0205)	tensor(-13.8644)	tensor(-12.2255)	tensor(-12.7833)	tensor(-13.6517)	tensor(-12.5428)	tensor(-11.3427)	tensor(-10.3437)	tensor(-12.6325)	tensor(-14.7202)	tensor(-12.0633)	tensor(-9.7360)	tensor(-13.0003)	tensor(-13.4447)	tensor(-14.2349)	tensor(-15.3631)	tensor(-14.4154)	tensor(-13.3439)	tensor(-14.4744)	tensor(-15.4157)	tensor(-13.8575)	tensor(-12.8795)	tensor(-14.2920)	tensor(-14.3500)	tensor(-13.6430)	tensor(-11.6889)	tensor(-8.5565)	tensor(-10.8817)	tensor(-5.6135)	tensor(-13.7552)	tensor(-12.6419)	tensor(-12.7439)	tensor(-14.6829)	tensor(-12.7890)	tensor(-14.0303)	
tensor(-10.0821)	tensor(-10.2241)	tensor(-9.8924)	tensor(-11.0586)	tensor(-11.2352)	tensor(-8.2429)	tensor(-8.6319)	tensor(-8.9501)	tensor(-8.0085)	tensor(-8.7157)	tensor(-8.4190)	tensor(-7.5096)	tensor(-5.2693)	tensor(-6.1843)	tensor(-9.5856)	tensor(-7.6433)	tensor(-4.6380)	tensor(-8.9194)	tensor(-7.4904)	tensor(-10.6051)	tensor(-10.7745)	tensor(-10.7675)	tensor(-9.9877)	tensor(-10.9579)	tensor(-11.9242)	tensor(-10.7857)	tensor(-9.2011)	tensor(-10.8371)	tensor(-11.2317)	tensor(-10.8987)	tensor(-7.3313)	tensor(-4.5551)	tensor(-5.7715)	tensor(-5.1467)	tensor(-7.8158)	tensor(-6.1277)	tensor(-7.3829)	tensor(-11.2837)	tensor(-8.6689)	tensor(-8.8322)	
tensor(-5.5861)	tensor(-2.7717)	tensor(-6.2479)	tensor(-2.1596)	tensor(0.2927)	tensor(-10.3066)	tensor(-10.2567)	tensor(-11.3588)	tensor(-11.2877)	tensor(-12.3801)	tensor(-11.0944)	tensor(-10.3502)	tensor(-8.9530)	tensor(-9.2897)	tensor(-11.7199)	tensor(-11.0203)	tensor(-9.1052)	tensor(-7.9371)	tensor(-7.7163)	tensor(-4.4056)	tensor(-11.8886)	tensor(-9.3768)	tensor(-5.4547)	tensor(0.6770)	tensor(-0.7501)	tensor(-0.7073)	tensor(-6.6281)	tensor(-4.4249)	tensor(-4.3062)	tensor(-3.1791)	tensor(-10.1094)	tensor(-8.4521)	tensor(-10.6090)	tensor(-9.9306)	tensor(-10.3748)	tensor(-9.1425)	tensor(-10.0361)	tensor(-10.5516)	tensor(-9.8118)	tensor(-11.3837)	
tensor(-4.5142)	tensor(-4.1413)	tensor(-5.7565)	tensor(-3.1413)	tensor(-1.5473)	tensor(-9.9010)	tensor(-9.1657)	tensor(-11.3297)	tensor(-11.0018)	tensor(-11.9758)	tensor(-10.6456)	tensor(-9.4773)	tensor(-8.2716)	tensor(-9.4228)	tensor(-10.6678)	tensor(-10.2935)	tensor(-8.4499)	tensor(-8.1781)	tensor(-8.3240)	tensor(-5.8232)	tensor(-11.3644)	tensor(-10.0243)	tensor(-6.8402)	tensor(-4.4161)	tensor(-6.0443)	tensor(-3.9734)	tensor(-5.9611)	tensor(-5.9900)	tensor(-4.4442)	tensor(-4.1647)	tensor(-9.1164)	tensor(-8.6548)	tensor(-9.5550)	tensor(-9.5181)	tensor(-9.6694)	tensor(-8.9850)	tensor(-9.4705)	tensor(-10.3362)	tensor(-8.8200)	tensor(-10.4096)	
tensor(-4.8931)	tensor(-3.0120)	tensor(-6.0453)	tensor(-3.9451)	tensor(-4.9451)	tensor(-11.5380)	tensor(-10.9562)	tensor(-13.4174)	tensor(-11.9979)	tensor(-12.5805)	tensor(-11.3296)	tensor(-10.1236)	tensor(-10.1492)	tensor(-10.4018)	tensor(-12.7240)	tensor(-11.0660)	tensor(-9.9362)	tensor(-8.5083)	tensor(-8.9752)	tensor(-5.0120)	tensor(-12.4718)	tensor(-10.9488)	tensor(-5.3654)	tensor(-0.7947)	tensor(-3.9338)	tensor(-0.4880)	tensor(-5.2276)	tensor(-3.3662)	tensor(-3.4390)	tensor(-2.3094)	tensor(-10.4751)	tensor(-8.9199)	tensor(-10.4367)	tensor(-10.0027)	tensor(-10.7005)	tensor(-9.8276)	tensor(-9.6215)	tensor(-12.1989)	tensor(-11.2160)	tensor(-12.0359)	
tensor(-6.2676)	tensor(-2.9131)	tensor(-3.6890)	tensor(-5.1569)	tensor(-3.3351)	tensor(-11.4422)	tensor(-10.5848)	tensor(-12.0968)	tensor(-11.7839)	tensor(-12.5073)	tensor(-11.0639)	tensor(-10.4989)	tensor(-9.1011)	tensor(-9.7912)	tensor(-12.0365)	tensor(-11.4403)	tensor(-9.5598)	tensor(-8.1724)	tensor(-9.2155)	tensor(-6.5734)	tensor(-11.8884)	tensor(-11.5575)	tensor(-7.7085)	tensor(-5.4878)	tensor(-7.0402)	tensor(-5.2473)	tensor(-7.5629)	tensor(-6.3611)	tensor(-5.0368)	tensor(-5.1069)	tensor(-10.5049)	tensor(-9.3040)	tensor(-10.6784)	tensor(-10.8023)	tensor(-10.5793)	tensor(-10.6866)	tensor(-10.7349)	tensor(-11.6638)	tensor(-10.0477)	tensor(-11.3680)	
tensor(-5.7589)	tensor(-3.2897)	tensor(-6.8038)	tensor(-3.9030)	tensor(-2.4901)	tensor(-11.1387)	tensor(-10.6166)	tensor(-12.0486)	tensor(-12.4316)	tensor(-12.9368)	tensor(-11.4330)	tensor(-10.6980)	tensor(-9.7502)	tensor(-10.2172)	tensor(-11.4304)	tensor(-10.9873)	tensor(-9.5012)	tensor(-8.4390)	tensor(-8.5642)	tensor(-5.3900)	tensor(-11.6395)	tensor(-10.2299)	tensor(-6.5670)	tensor(-0.9303)	tensor(-4.3826)	tensor(-0.7192)	tensor(-7.2122)	tensor(-5.9024)	tensor(-5.4076)	tensor(-4.9839)	tensor(-10.6828)	tensor(-9.5164)	tensor(-11.1516)	tensor(-10.3579)	tensor(-10.6747)	tensor(-9.4348)	tensor(-9.7617)	tensor(-11.5029)	tensor(-10.3523)	tensor(-11.2332)	
tensor(-5.3618)	tensor(-2.8449)	tensor(-6.5012)	tensor(-3.8449)	tensor(-3.8449)	tensor(-10.2068)	tensor(-10.3362)	tensor(-11.6050)	tensor(-11.0957)	tensor(-13.1796)	tensor(-11.0881)	tensor(-10.7113)	tensor(-9.0816)	tensor(-9.8283)	tensor(-11.3495)	tensor(-10.8127)	tensor(-8.9816)	tensor(-7.8894)	tensor(-8.1701)	tensor(-5.8254)	tensor(-11.8314)	tensor(-9.9686)	tensor(-7.2435)	tensor(-4.9850)	tensor(-6.0399)	tensor(-4.2480)	tensor(-6.7419)	tensor(-5.6267)	tensor(-5.2317)	tensor(-4.4130)	tensor(-10.8662)	tensor(-9.2769)	tensor(-10.9171)	tensor(-9.8646)	tensor(-10.5223)	tensor(-9.9030)	tensor(-10.6680)	tensor(-11.2026)	tensor(-9.7939)	tensor(-11.4269)	
tensor(-5.3618)	tensor(-3.3664)	tensor(-6.5012)	tensor(-3.3664)	tensor(-2.3664)	tensor(-10.2068)	tensor(-10.3362)	tensor(-11.6050)	tensor(-11.0957)	tensor(-13.1796)	tensor(-11.0881)	tensor(-10.7113)	tensor(-9.0816)	tensor(-9.8283)	tensor(-11.3495)	tensor(-10.8127)	tensor(-8.9816)	tensor(-7.8894)	tensor(-8.1701)	tensor(-5.8254)	tensor(-11.8314)	tensor(-9.9686)	tensor(-7.2435)	tensor(-4.9850)	tensor(-6.0399)	tensor(-4.2480)	tensor(-6.7419)	tensor(-5.6267)	tensor(-5.2317)	tensor(-4.4130)	tensor(-10.8662)	tensor(-9.2769)	tensor(-10.9171)	tensor(-9.8646)	tensor(-10.5223)	tensor(-9.9030)	tensor(-10.6680)	tensor(-11.2026)	tensor(-9.7939)	tensor(-11.4269)	
tensor(-4.8931)	tensor(-3.0120)	tensor(-6.0453)	tensor(-3.4890)	tensor(-2.4890)	tensor(-11.5380)	tensor(-10.9562)	tensor(-13.4174)	tensor(-11.9979)	tensor(-12.5805)	tensor(-11.3296)	tensor(-10.1236)	tensor(-10.1492)	tensor(-10.4018)	tensor(-12.7240)	tensor(-11.0660)	tensor(-9.9362)	tensor(-8.5083)	tensor(-8.9752)	tensor(-5.0120)	tensor(-12.4718)	tensor(-10.9488)	tensor(-5.3654)	tensor(-0.7947)	tensor(-3.9338)	tensor(-0.4880)	tensor(-5.2276)	tensor(-3.3662)	tensor(-3.4390)	tensor(-2.3094)	tensor(-10.4751)	tensor(-8.9199)	tensor(-10.4367)	tensor(-10.0027)	tensor(-10.7005)	tensor(-9.8276)	tensor(-9.6215)	tensor(-12.1989)	tensor(-11.2160)	tensor(-12.0359)	
