tensor(-12.6679)	tensor(-11.7368)	tensor(-12.5206)	tensor(-12.8676)	tensor(-12.1606)	tensor(-12.4334)	tensor(-12.5447)	tensor(-13.9323)	tensor(-13.9251)	tensor(-13.1245)	tensor(-12.5292)	tensor(-13.2331)	tensor(-11.7676)	tensor(-11.3392)	tensor(-13.6539)	tensor(-12.9578)	tensor(-12.0145)	tensor(-10.9220)	tensor(-12.2776)	tensor(-12.1784)	tensor(-14.6440)	tensor(-13.0406)	tensor(-12.3723)	tensor(-13.0950)	tensor(-14.1367)	tensor(-12.5474)	tensor(-11.6616)	tensor(-12.7316)	tensor(-12.4949)	tensor(-11.7269)	tensor(-11.5320)	tensor(-11.9470)	tensor(-13.1021)	tensor(-12.3943)	tensor(-11.7218)	tensor(-12.5389)	tensor(-12.3807)	tensor(-13.1006)	tensor(-12.1568)	tensor(-11.9288)	
tensor(-12.0742)	tensor(-11.4349)	tensor(-12.4562)	tensor(-12.9371)	tensor(-11.9625)	tensor(-11.7828)	tensor(-6.4399)	tensor(-11.0006)	tensor(-11.4577)	tensor(-12.7400)	tensor(-10.1994)	tensor(-10.2927)	tensor(-8.0567)	tensor(-9.1048)	tensor(-9.2281)	tensor(-10.8159)	tensor(-8.9043)	tensor(-11.2968)	tensor(-10.7067)	tensor(-11.7946)	tensor(-13.3172)	tensor(-12.4489)	tensor(-12.3566)	tensor(-12.5925)	tensor(-13.6272)	tensor(-11.8199)	tensor(-12.0527)	tensor(-11.6139)	tensor(-12.3979)	tensor(-12.0374)	tensor(-11.2154)	tensor(-9.1567)	tensor(-10.7133)	tensor(-9.8824)	tensor(-12.2009)	tensor(-8.8575)	tensor(-10.9189)	tensor(-12.3849)	tensor(-11.8298)	tensor(-12.0920)	
tensor(-8.6281)	tensor(-6.6643)	tensor(-9.0706)	tensor(-8.9903)	tensor(-8.4181)	tensor(-11.2653)	tensor(-11.0386)	tensor(-10.5969)	tensor(-11.4011)	tensor(-12.2820)	tensor(-10.8021)	tensor(-11.1552)	tensor(-8.8813)	tensor(-9.7126)	tensor(-12.4676)	tensor(-11.0567)	tensor(-9.1386)	tensor(-8.9800)	tensor(-9.2111)	tensor(-9.5994)	tensor(-11.6833)	tensor(-11.3073)	tensor(-8.8041)	tensor(-9.2954)	tensor(-9.7361)	tensor(-9.2855)	tensor(-9.3317)	tensor(-9.3287)	tensor(-9.0232)	tensor(-8.6514)	tensor(-10.1581)	tensor(-9.3778)	tensor(-10.3004)	tensor(-10.6449)	tensor(-11.4815)	tensor(-10.9813)	tensor(-11.4435)	tensor(-12.5099)	tensor(-11.1349)	tensor(-11.5422)	
tensor(-4.3921)	tensor(-2.1571)	tensor(-5.9883)	tensor(-2.8466)	tensor(-2.3049)	tensor(-8.5576)	tensor(-10.1018)	tensor(-10.7998)	tensor(-9.8889)	tensor(-11.6582)	tensor(-10.5129)	tensor(-8.7139)	tensor(-7.2163)	tensor(-8.4667)	tensor(-10.6667)	tensor(-10.4263)	tensor(-8.4114)	tensor(-4.1514)	tensor(-4.0367)	tensor(-1.6009)	tensor(-6.5792)	tensor(-2.6288)	tensor(-4.4676)	tensor(0.6669)	tensor(-3.8345)	tensor(0.5812)	tensor(-5.1837)	tensor(-3.3408)	tensor(-4.8689)	tensor(-4.2899)	tensor(-8.7396)	tensor(-8.8332)	tensor(-9.3649)	tensor(-9.3771)	tensor(-9.4972)	tensor(-9.1606)	tensor(-10.0311)	tensor(-10.5075)	tensor(-9.5610)	tensor(-10.5456)	
tensor(-6.5793)	tensor(-3.6789)	tensor(-7.7370)	tensor(-5.3633)	tensor(-3.2406)	tensor(-12.8754)	tensor(-12.4573)	tensor(-13.6915)	tensor(-13.0968)	tensor(-14.4825)	tensor(-13.3024)	tensor(-12.2605)	tensor(-11.2135)	tensor(-12.0008)	tensor(-13.6576)	tensor(-13.6949)	tensor(-11.6202)	tensor(-9.3028)	tensor(-10.1161)	tensor(-6.8404)	tensor(-13.4602)	tensor(-12.8605)	tensor(-9.4306)	tensor(-5.6078)	tensor(-4.5131)	tensor(-4.9139)	tensor(-6.5717)	tensor(-3.7510)	tensor(-3.5971)	tensor(-1.4288)	tensor(-12.0903)	tensor(-10.7273)	tensor(-11.9582)	tensor(-11.8441)	tensor(-13.2038)	tensor(-12.1950)	tensor(-12.0573)	tensor(-13.1328)	tensor(-11.8663)	tensor(-12.9405)	
tensor(-6.5536)	tensor(-4.0296)	tensor(-8.2087)	tensor(-4.8926)	tensor(-3.8229)	tensor(-11.2725)	tensor(-11.9310)	tensor(-13.1870)	tensor(-13.0383)	tensor(-13.4113)	tensor(-12.7065)	tensor(-11.5162)	tensor(-10.0985)	tensor(-10.7313)	tensor(-12.8736)	tensor(-12.8623)	tensor(-10.7845)	tensor(-9.9909)	tensor(-9.9165)	tensor(-7.0534)	tensor(-13.0806)	tensor(-11.2213)	tensor(-9.3006)	tensor(-5.9136)	tensor(-6.5477)	tensor(-5.8258)	tensor(-8.0164)	tensor(-7.0633)	tensor(-6.3286)	tensor(-6.2698)	tensor(-11.5095)	tensor(-9.9794)	tensor(-11.0831)	tensor(-11.3329)	tensor(-11.4024)	tensor(-10.7298)	tensor(-10.6234)	tensor(-11.9113)	tensor(-10.8802)	tensor(-12.6721)	
tensor(-4.2450)	tensor(-4.7443)	tensor(-3.7443)	tensor(-4.0331)	tensor(-2.4914)	tensor(-9.3355)	tensor(-8.6938)	tensor(-10.1508)	tensor(-9.9517)	tensor(-11.4894)	tensor(-9.5521)	tensor(-9.2561)	tensor(-7.5329)	tensor(-8.9594)	tensor(-9.7288)	tensor(-10.6397)	tensor(-8.6981)	tensor(-6.8198)	tensor(-7.3933)	tensor(-5.4240)	tensor(-10.4951)	tensor(-9.2973)	tensor(-6.3903)	tensor(-2.9308)	tensor(-5.3896)	tensor(-3.8611)	tensor(-5.5487)	tensor(-3.9021)	tensor(-3.1455)	tensor(-3.4868)	tensor(-8.5429)	tensor(-8.7832)	tensor(-8.6532)	tensor(-9.2216)	tensor(-9.1678)	tensor(-8.6970)	tensor(-8.9435)	tensor(-10.1896)	tensor(-9.1582)	tensor(-9.0464)	
tensor(-5.1360)	tensor(-1.1874)	tensor(-5.2395)	tensor(-2.2125)	tensor(-0.2966)	tensor(-9.7731)	tensor(-10.5565)	tensor(-11.2197)	tensor(-11.0343)	tensor(-12.1351)	tensor(-10.7859)	tensor(-9.9591)	tensor(-8.9095)	tensor(-9.2889)	tensor(-11.5245)	tensor(-10.4192)	tensor(-9.2012)	tensor(-7.1544)	tensor(-7.4037)	tensor(-2.5776)	tensor(-11.2697)	tensor(-9.4262)	tensor(-5.1240)	tensor(-1.2966)	tensor(-1.5538)	tensor(2.6321)	tensor(-4.1238)	tensor(-1.2966)	tensor(-1.1666)	tensor(0.1973)	tensor(-9.1427)	tensor(-8.4844)	tensor(-9.9180)	tensor(-9.3096)	tensor(-10.2219)	tensor(-8.6404)	tensor(-10.0624)	tensor(-11.3970)	tensor(-10.3962)	tensor(-11.8843)	
tensor(-5.4424)	tensor(-1.7931)	tensor(-6.1677)	tensor(-3.7785)	tensor(-2.7785)	tensor(-10.5371)	tensor(-9.7894)	tensor(-11.3456)	tensor(-12.2351)	tensor(-12.6804)	tensor(-11.6862)	tensor(-10.5086)	tensor(-9.2067)	tensor(-10.6697)	tensor(-11.3233)	tensor(-10.3751)	tensor(-9.0744)	tensor(-8.2212)	tensor(-8.6336)	tensor(-4.7229)	tensor(-11.9737)	tensor(-10.4251)	tensor(-7.3653)	tensor(-3.6627)	tensor(-5.2233)	tensor(-4.4168)	tensor(-6.9982)	tensor(-5.4864)	tensor(-4.0041)	tensor(-4.4925)	tensor(-9.5846)	tensor(-8.8699)	tensor(-9.7966)	tensor(-10.2261)	tensor(-10.4348)	tensor(-9.4186)	tensor(-10.2496)	tensor(-10.4528)	tensor(-10.3633)	tensor(-11.1314)	
tensor(-6.4534)	tensor(-3.7023)	tensor(-7.2038)	tensor(-5.7905)	tensor(-3.8972)	tensor(-10.9841)	tensor(-11.6312)	tensor(-13.0809)	tensor(-12.3977)	tensor(-13.1887)	tensor(-12.0649)	tensor(-11.4386)	tensor(-10.3802)	tensor(-11.0015)	tensor(-12.5244)	tensor(-11.7345)	tensor(-10.0598)	tensor(-8.8701)	tensor(-9.4459)	tensor(-6.5359)	tensor(-12.7180)	tensor(-11.9657)	tensor(-8.7411)	tensor(-5.1092)	tensor(-6.5119)	tensor(-5.1009)	tensor(-5.8766)	tensor(-3.9401)	tensor(-3.4320)	tensor(-2.6704)	tensor(-10.8685)	tensor(-9.6330)	tensor(-11.1548)	tensor(-10.7526)	tensor(-11.8010)	tensor(-10.9600)	tensor(-10.4984)	tensor(-12.1215)	tensor(-10.9025)	tensor(-11.9643)	
tensor(-4.8603)	tensor(-2.8734)	tensor(-6.7832)	tensor(-5.2124)	tensor(-3.7822)	tensor(-10.8047)	tensor(-11.0914)	tensor(-11.7013)	tensor(-11.7781)	tensor(-11.8129)	tensor(-11.3611)	tensor(-10.4664)	tensor(-9.3903)	tensor(-10.0951)	tensor(-10.7201)	tensor(-11.3208)	tensor(-10.2813)	tensor(-8.2472)	tensor(-9.3883)	tensor(-7.7770)	tensor(-12.1761)	tensor(-11.1098)	tensor(-7.9255)	tensor(-4.8368)	tensor(-7.5563)	tensor(-5.4844)	tensor(-6.2870)	tensor(-5.7671)	tensor(-5.4669)	tensor(-5.5625)	tensor(-10.7505)	tensor(-10.3630)	tensor(-11.3478)	tensor(-11.1575)	tensor(-10.5559)	tensor(-10.3787)	tensor(-10.7602)	tensor(-10.3849)	tensor(-9.4644)	tensor(-10.4714)	
