tensor(-8.6476)	tensor(-9.5834)	tensor(-8.5148)	tensor(-10.0303)	tensor(-8.9397)	tensor(-9.1360)	tensor(-8.0100)	tensor(-9.5983)	tensor(-9.2558)	tensor(-10.8519)	tensor(-8.3643)	tensor(-8.1162)	tensor(-6.5952)	tensor(-7.0350)	tensor(-9.1753)	tensor(-9.0767)	tensor(-5.6925)	tensor(-7.6213)	tensor(-7.1415)	tensor(-9.5518)	tensor(-12.3847)	tensor(-10.2109)	tensor(-8.7308)	tensor(-9.6130)	tensor(-13.0411)	tensor(-9.1676)	tensor(-8.2874)	tensor(-8.9451)	tensor(-9.1624)	tensor(-8.3202)	tensor(-8.9242)	tensor(-7.5709)	tensor(-9.5406)	tensor(-7.1632)	tensor(-10.1549)	tensor(-9.6430)	tensor(-9.8933)	tensor(-9.9106)	tensor(-9.3875)	tensor(-10.3651)	
tensor(-9.9356)	tensor(-11.1188)	tensor(-9.4715)	tensor(-11.3054)	tensor(-10.3301)	tensor(-9.5657)	tensor(-8.1616)	tensor(-10.6210)	tensor(-9.8111)	tensor(-12.0590)	tensor(-9.5155)	tensor(-8.2592)	tensor(-7.7955)	tensor(-7.5660)	tensor(-8.3504)	tensor(-9.8444)	tensor(-8.0837)	tensor(-8.9682)	tensor(-8.6007)	tensor(-10.9058)	tensor(-12.6964)	tensor(-11.3871)	tensor(-9.8540)	tensor(-11.3369)	tensor(-14.3235)	tensor(-10.9766)	tensor(-8.9351)	tensor(-10.0655)	tensor(-10.1341)	tensor(-9.9519)	tensor(-10.2323)	tensor(-7.8165)	tensor(-8.6824)	tensor(-7.3844)	tensor(-12.0297)	tensor(-10.7817)	tensor(-10.1955)	tensor(-11.2566)	tensor(-10.8347)	tensor(-11.5311)	
tensor(-5.7331)	tensor(-6.3171)	tensor(-5.5050)	tensor(-5.7097)	tensor(-4.1996)	tensor(-8.8948)	tensor(-8.1228)	tensor(-10.2182)	tensor(-9.6058)	tensor(-11.3009)	tensor(-9.8090)	tensor(-8.6328)	tensor(-7.0426)	tensor(-8.6826)	tensor(-9.6915)	tensor(-8.9846)	tensor(-7.9957)	tensor(-3.1776)	tensor(-4.8253)	tensor(-1.9030)	tensor(-9.7423)	tensor(-4.5602)	tensor(-6.2256)	tensor(-3.6724)	tensor(-8.8114)	tensor(-3.5688)	tensor(-3.2041)	tensor(-1.8595)	tensor(-1.9528)	tensor(-2.1959)	tensor(-9.0886)	tensor(-7.4860)	tensor(-9.3414)	tensor(-7.5423)	tensor(-10.9856)	tensor(-10.7166)	tensor(-8.7867)	tensor(-8.7441)	tensor(-8.3664)	tensor(-9.6541)	
tensor(-10.5104)	tensor(-11.8696)	tensor(-10.2123)	tensor(-12.3785)	tensor(-11.7011)	tensor(-11.1206)	tensor(-9.7375)	tensor(-11.2890)	tensor(-9.8380)	tensor(-11.8481)	tensor(-10.6494)	tensor(-10.7901)	tensor(-7.8552)	tensor(-9.4171)	tensor(-9.2162)	tensor(-9.3195)	tensor(-9.5950)	tensor(-8.7644)	tensor(-8.8638)	tensor(-10.6968)	tensor(-13.9429)	tensor(-11.2515)	tensor(-10.6656)	tensor(-11.9421)	tensor(-15.4904)	tensor(-12.6007)	tensor(-9.4746)	tensor(-10.6725)	tensor(-11.2570)	tensor(-11.5095)	tensor(-11.2324)	tensor(-9.0057)	tensor(-11.4836)	tensor(-9.7942)	tensor(-12.1826)	tensor(-12.5406)	tensor(-11.4251)	tensor(-8.4962)	tensor(-4.0206)	tensor(-5.3847)	
tensor(-7.5708)	tensor(-8.8379)	tensor(-7.1453)	tensor(-9.0717)	tensor(-7.8080)	tensor(-6.7721)	tensor(-6.7545)	tensor(-8.8896)	tensor(-7.9129)	tensor(-9.8059)	tensor(-7.1511)	tensor(-6.9009)	tensor(-5.4972)	tensor(-5.7626)	tensor(-7.2282)	tensor(-7.2322)	tensor(-4.4116)	tensor(-5.6755)	tensor(-5.0769)	tensor(-6.3225)	tensor(-10.9276)	tensor(-7.6088)	tensor(-7.2642)	tensor(-8.0550)	tensor(-12.3472)	tensor(-7.7241)	tensor(-5.8404)	tensor(-6.2445)	tensor(-7.1537)	tensor(-6.5416)	tensor(-7.6465)	tensor(-6.0994)	tensor(-8.1611)	tensor(-5.3794)	tensor(-9.5317)	tensor(-9.3210)	tensor(-8.0351)	tensor(-8.4367)	tensor(-8.1422)	tensor(-8.5933)	
tensor(-10.5104)	tensor(-11.8696)	tensor(-10.2123)	tensor(-12.3785)	tensor(-11.7011)	tensor(-11.1206)	tensor(-9.7375)	tensor(-11.2890)	tensor(-9.8380)	tensor(-11.8481)	tensor(-10.6494)	tensor(-10.7901)	tensor(-7.8552)	tensor(-9.4171)	tensor(-9.2162)	tensor(-9.3195)	tensor(-9.5950)	tensor(-8.7644)	tensor(-8.8638)	tensor(-10.6968)	tensor(-13.9429)	tensor(-11.2515)	tensor(-10.6656)	tensor(-11.9421)	tensor(-15.4904)	tensor(-12.6007)	tensor(-9.4746)	tensor(-10.6725)	tensor(-11.2570)	tensor(-11.5095)	tensor(-11.2324)	tensor(-9.0057)	tensor(-11.4836)	tensor(-9.7942)	tensor(-12.1826)	tensor(-12.5406)	tensor(-11.4251)	tensor(-8.4962)	tensor(-4.0206)	tensor(-3.1508)	
tensor(-10.7476)	tensor(-11.9099)	tensor(-10.2455)	tensor(-11.7511)	tensor(-10.8524)	tensor(-10.8365)	tensor(-10.1252)	tensor(-12.0425)	tensor(-10.4911)	tensor(-13.0261)	tensor(-10.6543)	tensor(-11.1856)	tensor(-8.8196)	tensor(-10.2221)	tensor(-11.2146)	tensor(-11.1452)	tensor(-10.9015)	tensor(-8.8936)	tensor(-9.1889)	tensor(-10.7980)	tensor(-14.0697)	tensor(-10.7688)	tensor(-11.0760)	tensor(-10.9819)	tensor(-14.1183)	tensor(-11.0699)	tensor(-9.8397)	tensor(-10.4440)	tensor(-10.7283)	tensor(-10.0424)	tensor(-11.5918)	tensor(-10.5570)	tensor(-11.7191)	tensor(-10.4454)	tensor(-12.5561)	tensor(-13.1105)	tensor(-12.0791)	tensor(-9.0295)	tensor(-6.7032)	tensor(-9.7312)	
tensor(-11.2872)	tensor(-12.2750)	tensor(-11.8225)	tensor(-12.4505)	tensor(-11.4710)	tensor(-10.9691)	tensor(-11.0725)	tensor(-11.7607)	tensor(-11.6408)	tensor(-13.8222)	tensor(-11.4074)	tensor(-11.5408)	tensor(-10.3864)	tensor(-11.7527)	tensor(-11.5789)	tensor(-12.0340)	tensor(-11.5359)	tensor(-9.8396)	tensor(-10.7762)	tensor(-11.2911)	tensor(-14.5878)	tensor(-12.3482)	tensor(-10.8015)	tensor(-11.3446)	tensor(-14.7085)	tensor(-11.3932)	tensor(-10.1464)	tensor(-10.8133)	tensor(-10.6258)	tensor(-10.2865)	tensor(-11.6731)	tensor(-11.4832)	tensor(-12.9395)	tensor(-10.8902)	tensor(-12.4972)	tensor(-14.1457)	tensor(-11.9207)	tensor(-11.3943)	tensor(-9.4645)	tensor(-11.3069)	
tensor(-2.0783)	tensor(-0.1557)	tensor(-2.9937)	tensor(-2.1739)	tensor(0.0853)	tensor(-6.3801)	tensor(-7.2707)	tensor(-8.7105)	tensor(-7.6188)	tensor(-9.9797)	tensor(-7.1591)	tensor(-7.3149)	tensor(-5.6022)	tensor(-6.2339)	tensor(-8.4712)	tensor(-6.6831)	tensor(-6.0796)	tensor(-2.5910)	tensor(-2.7471)	tensor(-0.1557)	tensor(-8.2415)	tensor(-5.3351)	tensor(-2.0874)	tensor(0.8443)	tensor(-4.9223)	tensor(1.1447)	tensor(-1.0263)	tensor(-0.1557)	tensor(0.5428)	tensor(1.3323)	tensor(-6.6227)	tensor(-5.6087)	tensor(-7.2437)	tensor(-4.7150)	tensor(-9.8455)	tensor(-7.9409)	tensor(-6.9444)	tensor(-7.6658)	tensor(-6.9662)	tensor(-8.2492)	
tensor(-2.0783)	tensor(-0.9094)	tensor(-2.9937)	tensor(-2.1739)	tensor(0.0853)	tensor(-6.3801)	tensor(-7.2707)	tensor(-8.7105)	tensor(-7.6188)	tensor(-9.9797)	tensor(-7.1591)	tensor(-7.3149)	tensor(-5.6022)	tensor(-6.2339)	tensor(-8.4712)	tensor(-6.6831)	tensor(-6.0796)	tensor(-2.5910)	tensor(-2.7471)	tensor(0.0906)	tensor(-8.2415)	tensor(-5.3351)	tensor(-2.0874)	tensor(-0.9094)	tensor(-4.9223)	tensor(1.1447)	tensor(-1.0263)	tensor(-0.9094)	tensor(0.5428)	tensor(1.3323)	tensor(-6.6227)	tensor(-5.6087)	tensor(-7.2437)	tensor(-4.7150)	tensor(-9.8455)	tensor(-7.9409)	tensor(-6.9444)	tensor(-7.6658)	tensor(-6.9662)	tensor(-8.2492)	
tensor(-10.0758)	tensor(-10.5983)	tensor(-9.4699)	tensor(-10.8828)	tensor(-9.8228)	tensor(-8.5011)	tensor(-8.1645)	tensor(-9.5617)	tensor(-9.0201)	tensor(-6.5969)	tensor(-7.4501)	tensor(-7.8827)	tensor(-5.1969)	tensor(-1.1146)	tensor(-8.5910)	tensor(-8.9260)	tensor(-6.2465)	tensor(-9.6973)	tensor(-7.3225)	tensor(-9.8077)	tensor(-12.9099)	tensor(-11.1932)	tensor(-9.4108)	tensor(-9.8044)	tensor(-13.9839)	tensor(-9.7945)	tensor(-8.4314)	tensor(-8.8711)	tensor(-8.7600)	tensor(-8.5500)	tensor(-8.4156)	tensor(-6.4695)	tensor(-8.5076)	tensor(-4.2146)	tensor(-10.5460)	tensor(-8.3058)	tensor(-6.7982)	tensor(-11.4067)	tensor(-10.1441)	tensor(-10.9580)	
