tensor(-10.2428)	tensor(-10.6911)	tensor(-10.5898)	tensor(-11.1244)	tensor(-11.7126)	tensor(-9.5544)	tensor(-8.2647)	tensor(-10.2175)	tensor(-10.1026)	tensor(-7.2945)	tensor(-8.0571)	tensor(-9.3027)	tensor(-6.0143)	tensor(-2.2146)	tensor(-10.7436)	tensor(-9.2161)	tensor(-7.7713)	tensor(-9.9120)	tensor(-8.7328)	tensor(-10.4515)	tensor(-13.2971)	tensor(-11.5449)	tensor(-9.8067)	tensor(-11.2178)	tensor(-14.2112)	tensor(-11.1047)	tensor(-9.3514)	tensor(-9.8924)	tensor(-11.4956)	tensor(-10.4395)	tensor(-8.7833)	tensor(-6.7910)	tensor(-8.5130)	tensor(-5.2716)	tensor(-10.9973)	tensor(-8.7084)	tensor(-6.7641)	tensor(-11.8471)	tensor(-10.6798)	tensor(-12.2775)	
tensor(-11.2775)	tensor(-11.2068)	tensor(-11.6941)	tensor(-11.7574)	tensor(-11.8003)	tensor(-11.3729)	tensor(-11.1531)	tensor(-12.3077)	tensor(-10.6952)	tensor(-12.5714)	tensor(-9.7994)	tensor(-8.9230)	tensor(-8.9055)	tensor(-10.4623)	tensor(-12.6227)	tensor(-11.7835)	tensor(-8.6514)	tensor(-9.7896)	tensor(-8.6340)	tensor(-8.7195)	tensor(-12.6650)	tensor(-10.4390)	tensor(-10.9364)	tensor(-10.4770)	tensor(-13.1298)	tensor(-10.6707)	tensor(-9.8560)	tensor(-9.7459)	tensor(-11.3765)	tensor(-11.0214)	tensor(-10.6602)	tensor(-9.1686)	tensor(-9.7007)	tensor(-8.3111)	tensor(-12.5939)	tensor(-11.5943)	tensor(-11.4700)	tensor(-13.0774)	tensor(-11.2951)	tensor(-13.4278)	
tensor(-3.4156)	tensor(-1.3773)	tensor(-4.7222)	tensor(-1.2109)	tensor(1.2414)	tensor(-8.2741)	tensor(-8.1815)	tensor(-9.5267)	tensor(-8.6400)	tensor(-10.3446)	tensor(-8.7876)	tensor(-7.9599)	tensor(-6.9042)	tensor(-7.3915)	tensor(-9.6225)	tensor(-8.8414)	tensor(-6.5297)	tensor(-5.1042)	tensor(-6.3423)	tensor(-3.1117)	tensor(-9.5849)	tensor(-7.4747)	tensor(-3.0968)	tensor(0.9945)	tensor(-1.5477)	tensor(0.2414)	tensor(-2.9647)	tensor(-1.9863)	tensor(0.0545)	tensor(-0.1137)	tensor(-7.1152)	tensor(-6.4407)	tensor(-7.8497)	tensor(-7.3902)	tensor(-9.3061)	tensor(-7.8128)	tensor(-6.4707)	tensor(-8.4665)	tensor(-7.3529)	tensor(-9.2019)	
tensor(-5.2881)	tensor(-4.6064)	tensor(-8.1581)	tensor(-5.0689)	tensor(-4.8029)	tensor(-10.8801)	tensor(-10.2109)	tensor(-11.1665)	tensor(-10.8196)	tensor(-11.9258)	tensor(-10.9963)	tensor(-10.4194)	tensor(-8.9796)	tensor(-10.4966)	tensor(-11.0283)	tensor(-10.5551)	tensor(-9.5006)	tensor(-8.1784)	tensor(-9.1118)	tensor(-7.2271)	tensor(-12.7122)	tensor(-9.9195)	tensor(-7.8501)	tensor(-5.9835)	tensor(-6.3821)	tensor(-5.2022)	tensor(-6.5451)	tensor(-6.4949)	tensor(-5.3488)	tensor(-6.6520)	tensor(-9.6014)	tensor(-9.0002)	tensor(-10.1911)	tensor(-9.4925)	tensor(-10.4803)	tensor(-10.3761)	tensor(-9.2938)	tensor(-11.4025)	tensor(-9.9827)	tensor(-10.8134)	
tensor(-6.8930)	tensor(-4.9665)	tensor(-6.8754)	tensor(-6.2882)	tensor(-5.4352)	tensor(-9.6105)	tensor(-9.4535)	tensor(-10.5126)	tensor(-10.2861)	tensor(-11.8232)	tensor(-10.2963)	tensor(-9.6863)	tensor(-8.5773)	tensor(-9.3661)	tensor(-10.7477)	tensor(-10.1504)	tensor(-8.3921)	tensor(-7.3047)	tensor(-8.1816)	tensor(-4.4489)	tensor(-12.0378)	tensor(-10.0976)	tensor(-7.2520)	tensor(-4.1497)	tensor(-5.9355)	tensor(-4.3295)	tensor(-4.3458)	tensor(-2.6383)	tensor(-2.6655)	tensor(-2.5101)	tensor(-9.6347)	tensor(-7.2282)	tensor(-9.3922)	tensor(-9.1647)	tensor(-11.0602)	tensor(-10.3175)	tensor(-8.5410)	tensor(-10.4565)	tensor(-8.9986)	tensor(-10.2296)	
tensor(-6.3650)	tensor(-4.3736)	tensor(-6.6982)	tensor(-5.2903)	tensor(-5.0085)	tensor(-10.3345)	tensor(-9.8143)	tensor(-11.2468)	tensor(-10.5088)	tensor(-13.4545)	tensor(-11.0592)	tensor(-9.2812)	tensor(-8.9039)	tensor(-9.7273)	tensor(-11.0736)	tensor(-11.0527)	tensor(-9.2721)	tensor(-6.8132)	tensor(-8.6286)	tensor(-4.9749)	tensor(-11.2347)	tensor(-9.9373)	tensor(-6.6359)	tensor(-4.5552)	tensor(-3.5892)	tensor(-4.3957)	tensor(-3.5933)	tensor(-2.6858)	tensor(-2.7956)	tensor(-2.6534)	tensor(-9.4126)	tensor(-7.3717)	tensor(-8.8903)	tensor(-9.3581)	tensor(-10.9863)	tensor(-11.0411)	tensor(-9.4409)	tensor(-11.0084)	tensor(-8.8705)	tensor(-10.1082)	
tensor(-5.1850)	tensor(-4.1935)	tensor(-5.7659)	tensor(-5.0064)	tensor(-4.6562)	tensor(-8.5724)	tensor(-7.5164)	tensor(-9.4447)	tensor(-9.0777)	tensor(-10.4818)	tensor(-8.8512)	tensor(-7.9346)	tensor(-7.5869)	tensor(-7.2674)	tensor(-9.0288)	tensor(-9.1805)	tensor(-7.1130)	tensor(-4.9674)	tensor(-6.6884)	tensor(-3.5414)	tensor(-9.6190)	tensor(-7.7740)	tensor(-5.3186)	tensor(-2.2591)	tensor(-5.4706)	tensor(-1.8755)	tensor(-2.8049)	tensor(-0.9381)	tensor(-0.6593)	tensor(0.1854)	tensor(-6.8148)	tensor(-6.3409)	tensor(-7.7438)	tensor(-7.4462)	tensor(-8.4466)	tensor(-8.5620)	tensor(-7.6136)	tensor(-9.6198)	tensor(-8.2075)	tensor(-9.4071)	
tensor(-11.4101)	tensor(-11.9604)	tensor(-12.7068)	tensor(-12.1294)	tensor(-12.5091)	tensor(-12.6071)	tensor(-12.1134)	tensor(-12.9923)	tensor(-12.5972)	tensor(-13.9176)	tensor(-11.8459)	tensor(-11.4479)	tensor(-11.5472)	tensor(-11.8592)	tensor(-12.2382)	tensor(-13.1037)	tensor(-11.7654)	tensor(-11.0508)	tensor(-11.8215)	tensor(-12.9229)	tensor(-13.8682)	tensor(-12.6643)	tensor(-11.2445)	tensor(-12.1974)	tensor(-14.1592)	tensor(-11.4915)	tensor(-10.0090)	tensor(-11.9161)	tensor(-12.4515)	tensor(-11.0391)	tensor(-11.5575)	tensor(-11.6044)	tensor(-12.7899)	tensor(-12.6641)	tensor(-12.2287)	tensor(-12.2088)	tensor(-12.3917)	tensor(-12.0993)	tensor(-9.7048)	tensor(-12.2516)	
tensor(-11.1068)	tensor(-10.8117)	tensor(-11.5266)	tensor(-11.4546)	tensor(-11.0020)	tensor(-12.1631)	tensor(-11.3353)	tensor(-11.5862)	tensor(-11.6183)	tensor(-12.6348)	tensor(-10.9017)	tensor(-10.9569)	tensor(-9.9500)	tensor(-10.7486)	tensor(-11.6090)	tensor(-12.0331)	tensor(-10.4914)	tensor(-9.5204)	tensor(-10.0358)	tensor(-10.1300)	tensor(-12.4953)	tensor(-10.3009)	tensor(-10.3888)	tensor(-11.2257)	tensor(-13.3567)	tensor(-10.3678)	tensor(-9.6558)	tensor(-10.1066)	tensor(-10.8345)	tensor(-10.3665)	tensor(-10.4191)	tensor(-10.0668)	tensor(-11.3546)	tensor(-10.2021)	tensor(-11.0545)	tensor(-12.0449)	tensor(-10.3142)	tensor(-10.9768)	tensor(-8.5708)	tensor(-10.7702)	
tensor(-10.5283)	tensor(-10.3941)	tensor(-10.9515)	tensor(-11.2603)	tensor(-11.4752)	tensor(-8.5057)	tensor(-9.4500)	tensor(-8.1418)	tensor(-11.5765)	tensor(-9.9512)	tensor(-8.0923)	tensor(-9.6769)	tensor(-4.7009)	tensor(-6.7479)	tensor(-10.8807)	tensor(-9.9821)	tensor(-7.8670)	tensor(-8.8493)	tensor(-8.2444)	tensor(-10.1304)	tensor(-11.3768)	tensor(-10.9742)	tensor(-10.1680)	tensor(-10.5747)	tensor(-12.3857)	tensor(-10.8476)	tensor(-9.0321)	tensor(-10.1011)	tensor(-10.7858)	tensor(-10.6216)	tensor(-8.8126)	tensor(-7.2989)	tensor(-9.4672)	tensor(-7.4211)	tensor(-11.8884)	tensor(-10.3596)	tensor(-9.7869)	tensor(-12.0999)	tensor(-9.4658)	tensor(-10.5765)	
tensor(-8.7624)	tensor(-9.3557)	tensor(-8.9931)	tensor(-9.8623)	tensor(-9.8081)	tensor(-9.4950)	tensor(-7.5437)	tensor(-8.1165)	tensor(-7.3352)	tensor(-8.8493)	tensor(-7.9706)	tensor(-8.2860)	tensor(-4.9266)	tensor(-5.5634)	tensor(-6.8502)	tensor(-7.7659)	tensor(-6.9523)	tensor(-6.8179)	tensor(-6.8048)	tensor(-8.6831)	tensor(-9.4935)	tensor(-7.7016)	tensor(-8.4029)	tensor(-9.2152)	tensor(-12.3149)	tensor(-9.4713)	tensor(-7.6321)	tensor(-8.7121)	tensor(-9.5293)	tensor(-9.0199)	tensor(-7.5840)	tensor(-6.9754)	tensor(-7.9887)	tensor(-6.9125)	tensor(-9.5039)	tensor(-9.0381)	tensor(-7.6204)	tensor(-6.7596)	tensor(-2.6612)	tensor(-5.3114)	
