tensor(-11.4745)	tensor(-11.4146)	tensor(-11.0106)	tensor(-12.1206)	tensor(-10.6328)	tensor(-9.8477)	tensor(-5.6928)	tensor(-10.9244)	tensor(-11.6766)	tensor(-12.2994)	tensor(-9.1341)	tensor(-9.5978)	tensor(-7.2773)	tensor(-8.3260)	tensor(-8.4539)	tensor(-9.8999)	tensor(-9.0341)	tensor(-9.6859)	tensor(-9.9118)	tensor(-10.6035)	tensor(-13.5215)	tensor(-11.6911)	tensor(-11.5915)	tensor(-10.8386)	tensor(-14.5193)	tensor(-10.9239)	tensor(-10.4401)	tensor(-10.4803)	tensor(-10.7885)	tensor(-10.5123)	tensor(-11.4349)	tensor(-9.9002)	tensor(-11.1050)	tensor(-9.2480)	tensor(-12.3235)	tensor(-10.0440)	tensor(-10.1665)	tensor(-12.2836)	tensor(-10.7486)	tensor(-12.2127)	
tensor(-7.7697)	tensor(-8.2465)	tensor(-7.0240)	tensor(-9.3579)	tensor(-7.9565)	tensor(-7.8478)	tensor(-5.0517)	tensor(-7.9939)	tensor(-8.5395)	tensor(-10.0308)	tensor(-7.0414)	tensor(-4.8149)	tensor(-5.1001)	tensor(-5.1394)	tensor(-6.3331)	tensor(-7.6281)	tensor(-4.2063)	tensor(-6.4971)	tensor(-6.9952)	tensor(-8.5025)	tensor(-10.6274)	tensor(-8.7056)	tensor(-7.4862)	tensor(-8.3007)	tensor(-12.2237)	tensor(-8.6228)	tensor(-7.0354)	tensor(-8.1599)	tensor(-8.0769)	tensor(-7.6727)	tensor(-8.0838)	tensor(-5.9224)	tensor(-7.2711)	tensor(-4.8683)	tensor(-9.3764)	tensor(-8.3009)	tensor(-8.2584)	tensor(-9.2485)	tensor(-7.9401)	tensor(-8.8870)	
tensor(-9.8354)	tensor(-10.7161)	tensor(-10.4003)	tensor(-12.0063)	tensor(-10.5210)	tensor(-9.6187)	tensor(-9.2218)	tensor(-8.2864)	tensor(-7.8698)	tensor(-11.1665)	tensor(-8.3866)	tensor(-9.8089)	tensor(-5.2680)	tensor(-6.7915)	tensor(-10.3657)	tensor(-9.2167)	tensor(-7.3463)	tensor(-8.8866)	tensor(-8.6559)	tensor(-10.1461)	tensor(-13.0690)	tensor(-10.8935)	tensor(-9.7148)	tensor(-10.6616)	tensor(-14.7357)	tensor(-10.6773)	tensor(-8.7539)	tensor(-10.2511)	tensor(-10.0710)	tensor(-9.8396)	tensor(-9.2390)	tensor(-6.8557)	tensor(-8.6726)	tensor(-6.9300)	tensor(-11.3907)	tensor(-10.5505)	tensor(-9.4864)	tensor(-11.1012)	tensor(-9.2009)	tensor(-10.2628)	
tensor(-6.2034)	tensor(-7.2456)	tensor(-5.9942)	tensor(-8.1005)	tensor(-6.9787)	tensor(-5.1803)	tensor(-3.3601)	tensor(-4.0576)	tensor(-2.9737)	tensor(-5.9737)	tensor(-3.4510)	tensor(-4.0510)	tensor(0.1571)	tensor(-0.8429)	tensor(-5.3017)	tensor(-3.5420)	tensor(-0.8429)	tensor(-5.2065)	tensor(-2.6612)	tensor(-6.8171)	tensor(-8.6501)	tensor(-7.1300)	tensor(-6.0236)	tensor(-7.6600)	tensor(-11.4270)	tensor(-7.5696)	tensor(-5.3066)	tensor(-6.3888)	tensor(-6.6261)	tensor(-6.6818)	tensor(-5.5493)	tensor(-2.6858)	tensor(-5.0750)	tensor(-2.2432)	tensor(-7.9004)	tensor(-6.5148)	tensor(-5.3809)	tensor(-6.7772)	tensor(-4.2920)	tensor(-3.7781)	
tensor(-5.5713)	tensor(-4.7031)	tensor(-4.8052)	tensor(-5.0146)	tensor(-4.1142)	tensor(-7.6280)	tensor(-7.0744)	tensor(-8.7803)	tensor(-7.8396)	tensor(-9.5813)	tensor(-7.9894)	tensor(-7.7198)	tensor(-6.0788)	tensor(-6.5863)	tensor(-8.2099)	tensor(-7.2717)	tensor(-5.7825)	tensor(-4.1362)	tensor(-4.4921)	tensor(-3.0441)	tensor(-9.2426)	tensor(-6.6001)	tensor(-4.7459)	tensor(-3.0856)	tensor(-8.9027)	tensor(-3.8520)	tensor(-4.2518)	tensor(-2.3128)	tensor(-1.8334)	tensor(-2.7420)	tensor(-7.9358)	tensor(-6.4469)	tensor(-7.2381)	tensor(-6.6020)	tensor(-9.4607)	tensor(-8.9141)	tensor(-6.4915)	tensor(-6.5900)	tensor(-3.3433)	tensor(-6.6337)	
tensor(-4.2219)	tensor(-1.4053)	tensor(-3.5040)	tensor(-2.8418)	tensor(-1.3536)	tensor(-7.9358)	tensor(-6.9992)	tensor(-9.4387)	tensor(-9.0646)	tensor(-9.9865)	tensor(-8.1937)	tensor(-7.5320)	tensor(-6.7877)	tensor(-7.9518)	tensor(-9.6242)	tensor(-7.7812)	tensor(-6.7557)	tensor(-4.2229)	tensor(-3.9026)	tensor(-0.6217)	tensor(-9.4794)	tensor(-6.7467)	tensor(-3.4730)	tensor(2.0344)	tensor(-5.5988)	tensor(0.5345)	tensor(-2.1164)	tensor(0.3396)	tensor(3.0344)	tensor(0.3457)	tensor(-7.5772)	tensor(-5.9697)	tensor(-7.1890)	tensor(-5.9918)	tensor(-9.8234)	tensor(-8.8667)	tensor(-7.1134)	tensor(-7.9925)	tensor(-7.9097)	tensor(-8.9077)	
tensor(-12.1746)	tensor(-12.4555)	tensor(-12.0270)	tensor(-13.8007)	tensor(-12.7734)	tensor(-12.4288)	tensor(-11.7602)	tensor(-12.8631)	tensor(-12.5469)	tensor(-14.3191)	tensor(-13.0728)	tensor(-12.6822)	tensor(-11.1226)	tensor(-12.2642)	tensor(-12.2127)	tensor(-11.7052)	tensor(-11.3220)	tensor(-10.6825)	tensor(-11.4926)	tensor(-12.3366)	tensor(-14.3717)	tensor(-12.4327)	tensor(-11.7350)	tensor(-12.4303)	tensor(-16.2115)	tensor(-12.8750)	tensor(-11.4052)	tensor(-11.7234)	tensor(-12.4249)	tensor(-12.3876)	tensor(-12.6489)	tensor(-11.1313)	tensor(-12.3488)	tensor(-11.3904)	tensor(-14.0445)	tensor(-13.8145)	tensor(-12.4237)	tensor(-8.9920)	tensor(-5.0833)	tensor(-6.9096)	
tensor(-3.5506)	tensor(-2.3069)	tensor(-1.1354)	tensor(-4.2102)	tensor(-2.5936)	tensor(-6.2069)	tensor(-5.5868)	tensor(-7.1489)	tensor(-5.5697)	tensor(-8.8652)	tensor(-6.4971)	tensor(-6.3897)	tensor(-3.7762)	tensor(-5.2630)	tensor(-6.2528)	tensor(-5.7975)	tensor(-4.6380)	tensor(-2.4970)	tensor(-3.9239)	tensor(-2.8656)	tensor(-8.3972)	tensor(-5.6554)	tensor(-3.7541)	tensor(-2.6513)	tensor(-7.9340)	tensor(-3.1062)	tensor(-2.8014)	tensor(-2.5894)	tensor(-1.9937)	tensor(-2.6897)	tensor(-6.7345)	tensor(-4.6366)	tensor(-6.6967)	tensor(-4.7231)	tensor(-8.2464)	tensor(-7.8863)	tensor(-6.3237)	tensor(-4.5218)	tensor(-3.6179)	tensor(-3.6179)	
tensor(-9.4846)	tensor(-9.8524)	tensor(-9.4898)	tensor(-10.7795)	tensor(-9.6807)	tensor(-8.6693)	tensor(-6.7105)	tensor(-10.5251)	tensor(-9.7596)	tensor(-11.5745)	tensor(-9.2562)	tensor(-9.0478)	tensor(-7.5908)	tensor(-8.5363)	tensor(-9.1128)	tensor(-10.0397)	tensor(-7.8700)	tensor(-8.7907)	tensor(-8.3110)	tensor(-9.1519)	tensor(-12.7902)	tensor(-10.5043)	tensor(-10.0938)	tensor(-9.3217)	tensor(-13.2385)	tensor(-9.6576)	tensor(-8.9588)	tensor(-9.7583)	tensor(-9.1774)	tensor(-9.3582)	tensor(-10.2128)	tensor(-7.8110)	tensor(-10.9082)	tensor(-9.0975)	tensor(-12.2105)	tensor(-10.9922)	tensor(-10.2335)	tensor(-10.3452)	tensor(-9.7419)	tensor(-11.3107)	
tensor(-3.5506)	tensor(-2.3069)	tensor(-1.1354)	tensor(-4.2102)	tensor(-2.5936)	tensor(-6.2069)	tensor(-5.5868)	tensor(-7.1489)	tensor(-5.5697)	tensor(-8.8652)	tensor(-6.4971)	tensor(-6.3897)	tensor(-3.7762)	tensor(-5.2630)	tensor(-6.2528)	tensor(-5.7975)	tensor(-4.6380)	tensor(-2.4970)	tensor(-3.9239)	tensor(-2.8656)	tensor(-8.3972)	tensor(-5.6554)	tensor(-3.7541)	tensor(-2.6513)	tensor(-7.9340)	tensor(-3.1062)	tensor(-2.8014)	tensor(-2.5894)	tensor(-1.9937)	tensor(-2.6897)	tensor(-6.7345)	tensor(-4.6366)	tensor(-6.6967)	tensor(-4.7231)	tensor(-8.2464)	tensor(-7.8863)	tensor(-6.3237)	tensor(-4.5218)	tensor(-3.4931)	tensor(-2.4931)	
tensor(-3.5506)	tensor(-2.3069)	tensor(-1.1354)	tensor(-4.2102)	tensor(-2.5936)	tensor(-6.2069)	tensor(-5.5868)	tensor(-7.1489)	tensor(-5.5697)	tensor(-8.8652)	tensor(-6.4971)	tensor(-6.3897)	tensor(-3.7762)	tensor(-5.2630)	tensor(-6.2528)	tensor(-5.7975)	tensor(-4.6380)	tensor(-2.4970)	tensor(-3.9239)	tensor(-2.8656)	tensor(-8.3972)	tensor(-5.6554)	tensor(-3.7541)	tensor(-2.6513)	tensor(-7.9340)	tensor(-3.1062)	tensor(-2.8014)	tensor(-2.5894)	tensor(-1.9937)	tensor(-2.6897)	tensor(-6.7345)	tensor(-4.6366)	tensor(-6.6967)	tensor(-4.7231)	tensor(-8.2464)	tensor(-7.8863)	tensor(-6.3237)	tensor(-4.5218)	tensor(-0.5541)	tensor(-1.5541)	
